Index,Type,ID,blend,wave,e_wave,F(0),E(0),F(I),E(I),F(II),E(II),F(III),E(III),F(IV),E(IV),F(MYSO),E(MYSO),wl_obs,Notes,H2_index
311,"Fe, Ni",[Fe III] 4987.20+,True,4986.265615222198,0.0552833280048436,0.15577029987177063,0.01336568357802791,0.14694970516702574,0.09121009490579642,0.29896976776386486,0.01322243498785733,0.16124032921791162,0.0075361860125781575,,,0.22846386035305583,0.025991435741960733,,,
328,Med Neb,[O III] 5006.84,False,5006.6559858167575,0.0145422897855741,331.8820635562427,6.860829182308927,431.4704834171307,5.019655043018952,335.058390188652,8.895797191845503,462.8490846773772,16.809312799884367,548.6747645923462,13.367807522762373,117.05890288397758,1.4803496256573732,,,
335,Med Neb,He I 5015.68,False,5015.555256774621,0.0413239958826988,1.9209310527704415,0.07679628509779587,1.7215874481559468,0.1473869529978167,2.204030330597369,0.1188191365257768,2.372062158714252,0.14613970649306673,1.6729299010554255,0.055305718674606576,1.0312758832484932,0.08090879312923656,,,
356,Med Perm,Si II 5041.03,False,5041.233358982327,0.1918164063770823,0.07032505954082471,0.015212140504300966,0.23334661772831325,0.03732752721752563,0.08342033286267272,0.02616226705938669,0.05240345656376697,0.018862364591031702,0.09531479302367173,0.014626352857900886,0.7127188593742454,0.31104988441984904,,,
360,Med Neb,He I 5047.74,False,5047.462277849069,0.0426201960080041,0.14627010895448694,0.0049872485710018895,0.18891392812275545,0.020319865308234222,0.15152467245068987,0.012280963721822429,0.17877195313670927,0.009148292388593767,0.15930703403975563,0.014071747338180519,0.16769128693634974,0.005831283034145882,,,
367,Med Perm,Si II 5055.98,False,5055.8808932492075,0.0581677322596169,0.047765853099197,0.03146855903197013,,,0.007764897339707618,0.0055744974256976675,0.020225665958155323,0.007341731598977875,,,0.9527381492423656,0.04433489406292231,,,
441,Neutral,O I 5146.61,False,5147.011260315313,0.2785837098981423,0.02186877226736782,0.007007304559244293,0.11285444905343182,0.02515152887665275,,,,,,,0.08129172259145045,0.050346400779839755,,,
449,"Fe, Ni",[Fe II] 5158.81,False,5158.4574558645345,0.0850308365377272,0.03514178255133025,0.020926614082416573,0.024862655923861488,0.022412087103218646,,,,,,,0.5095176021955214,0.03465976635630571,,,
475,Med Neb,[Ar  III] 5191.82,False,5190.784448837796,0.1649426773292714,0.06122124504776419,0.012311073206498319,,,0.07002695381530302,0.009240346598007453,0.07343958744246262,0.017138654472107745,0.07857599435510777,0.01981608376905113,0.07986661838851851,0.04068838010435396,,,
482,Neutral,[N I]  5199.00+,True,5198.771828615943,0.1680319109002972,0.17825245205185242,0.03174237032693101,0.7058698568684402,0.09488692871721864,0.07028257536578679,0.017753929371476736,,,,,0.48091288402048654,0.20848180694707727,,,
498,Med Perm,Si II 5219.31 ,False,5220.107504122563,0.1296811901301671,0.04010444537547211,0.011459895202536052,0.15229539244654608,0.04674364133875479,0.014093166443337727,0.0060812421621702735,,,0.050677278492111136,0.01906570646564995,0.07086050908193138,0.007351420120779505,,,
531,"Fe, Ni",[Fe II] 5261.61,False,5261.28744411429,0.088187361478776,,,,,0.015352047273466932,0.0033053460571158878,,,,,0.46982415489253115,0.03314604206317451,,,
539,"Fe, Ni",[Fe III] 5270.40+,True,5270.403790839844,0.0789725701207685,0.04432220999856998,0.009133742948541421,0.03542744490891523,0.029985072597408135,0.10234907662140054,0.006466215704223575,0.05006444553367392,0.006148450416147302,,,0.2143738332058135,0.03792984884158919,,,
589,"Fe, Ni",[Fe II] 5333.646,False,5333.181623015687,0.1378770573280179,0.04395702599820491,0.012661920800101357,0.13155535538278085,0.03365061849621977,0.018747681565021396,0.009363643614586688,,,,,0.1761752739314713,0.01943242267490298,,,
623,"Fe, Ni",[Fe II] 5376.452,False,5376.22062445513,0.1345811435347523,0.0309818378119685,0.00972697638564413,0.0789229584278788,0.027267695780444193,0.02744661639750161,0.012495066395262969,0.007391500032868741,0.0024127187262442664,,,0.09775429494543686,0.010524707839352282,,,
737,Med Neb,[Cl III] 5517.71,False,5517.568452726001,0.0325062303608188,0.28879843626904883,0.016014649474636964,0.24007891733476897,0.012878395633898422,0.3424342210314236,0.01364710762303206,0.3773085559489886,0.02378415707810432,0.27736258230604216,0.007212809595129438,0.20834781201601896,0.012564165549025683,,,
753,Med Neb,[Cl III]] 5537.88,False,5537.709705030168,0.0397962432346382,0.22873644713989724,0.009401735451626429,0.19842691689700945,0.012900798201915236,0.25675808849677695,0.008174405873822805,0.2827549554571221,0.012328390736556463,0.1917589229482477,0.006986116465799094,0.16780048456803073,0.01577251645298664,,,
785,Low Neb,[O I] 5577.34,False,5577.359443868547,0.8353291066228359,,,,,,,,,,,0.05068409247106192,0.033870318147073086,,,
914,High Perm,Si III 5739.73,False,5739.547259711386,0.0741403806870139,,,,,,,0.016192232940145417,0.0023386738889559465,0.06399663373940917,0.0037957878305017543,,,,,
926,Low Neb,[N II] 5755.08,False,5754.553505713655,0.06243438412873,0.1901386963383607,0.01197846795824923,0.023816926884923144,0.017312065362368432,0.22461260554348203,0.014837287687610709,0.05427370454233666,0.008571431217372168,,,0.4018208690291175,0.02006995079032324,,,
1018,"Fe, Ni",Ni II 5867.99,False,5867.516256669831,0.522805434006316,0.3714318973781719,0.20660382048107087,0.7109095657475523,0.29733390724791253,0.38433946283985254,0.21904624782575702,0.28681856177945375,0.1703183343988666,,,0.1598709305246455,0.10118179466459105,,,
1023,Med Neb,He I 5875.62,False,5875.533381573117,0.0372571727128364,10.835574309244594,0.4171823809150415,10.564862883496406,0.3148935369102885,10.92058071356477,0.3772751898043365,11.139446551164642,0.41785123073634894,10.97643656127384,0.4231941515586565,6.974700581360253,0.2699363784769578,,,
1089,Med Perm,Si II 5957.56,False,5957.857265039138,0.05860381877649,0.03298028721889957,0.006747059922671458,0.08926416163467624,0.0241837444987118,0.01541850055529899,0.00223103796511821,,,0.004095474704811981,0.003038901095741073,0.47840954347611353,0.022429300949454004,,,
1106,Med Perm,Si II 5978.93,False,5978.717945814194,0.0424728812996446,0.02030189296884284,0.0016585730943342706,0.0957649706331028,0.01285207216754952,0.030076530167051668,0.0016950791768100722,0.01120012347252061,0.0020614951072312065,0.010318845873079732,0.0036831911216957695,0.6091617112316583,0.0206982824427445,,,
1146,Deep Neutral?,H_2 7-2 S(7) 6029.57A,False,6029.510302880156,0.1607550166694724,0.026172093647558018,0.003774216558073552,0.022135910437380744,0.006938033785496279,,,,,,,0.01485961233000714,0.0019110057822497562,6029.57,,173.0
1153,Deep Neutral?,H_2 7-2 S(1) 6037.46A,False,6037.255594055709,0.1186752607442394,0.035878717192095094,0.003406332894352569,,,,,,,,,0.02236218558529619,0.004801671132563803,6037.4,,175.0
1160,Neutral,O I 6046.23,False,6046.131919278375,0.0454347826086927,0.019064304728419686,0.0006929460327372978,0.038908062327532696,0.0028065131798228455,0.015671656885454695,0.008387665928860836,,,,,0.5558012300901772,0.020735129278499673,,,
1190,Neutral?,H_2 7-2 S(0) 6083.08A,False,6083.61039422699,0.0875364045538714,0.008571390546003964,0.004124869864135399,,,,,,,,,0.013753774215950606,0.0009631647551280469,6083.2,,180.0
1204,High Neb,[K IV] 6101.79,False,6101.450698751172,0.0881360136315587,,,,,,,0.005246483909179715,0.0021047797603081556,0.09754230382872384,0.00687759185592164,,,,,
1300,Deep Neutral,H_2 4-0 S(5) 6221.63A,False,6221.807802213819,0.0788283390597134,0.03749891646976997,0.002364781841480721,,,,,,,,,0.02333213740431883,0.002593452185235553,6221.82,,199.0
1322,"Fe, Ni",Fe II 6248.91,False,6248.28386706733,0.1210124058484664,0.017781495459836934,0.0023021451695888527,0.08561441347069702,0.016700655844423054,0.01006036413947623,0.0074196466510409315,0.00653531997754268,0.0006326838347775883,,,0.04509444929928584,0.0059400563515570525,,,
1332,Deep Neutral?,H_2 12-5 S(1) 6261.73A,False,6261.836986423827,0.1058800429848915,0.023444608209709318,0.001985852900006371,0.054400140217744815,0.005727080794035122,0.010512411794970705,0.0021083497516238736,,,,,0.012425177290341016,0.007392044002255936,6261.68,High T(excit),205.0
1339,Deep Neutral,H_2 4-0 S(3) 6270.24A,True,6271.064375939121,0.2402177934621602,0.07937534631191627,0.015253896437074676,0.07345936611084868,0.03765232124603709,0.03640750399462229,0.01625809655049065,,,,,0.0852475340822929,0.0285649398294667,6270.67,blend 12-5 S(2),207.0
1363,Low Neb,[O I] 6300.30,False,6300.305908033264,0.0442667781818982,1.9927799594819589,0.07121178009542992,0.8391638329433451,0.5737609437949748,2.1233538553958065,0.07519522729478764,,,,,3.2407628899591403,0.11846892718018473,,,
1372,Med Neb,[S III] 6312.06,False,6311.899313363011,0.0453476107187203,1.1823465398209971,0.06988168685868222,0.7105021628331226,0.04032775834307521,1.5044231801422057,0.10624362725766247,1.5179431005574462,0.11268873903151864,0.7823360448348655,0.04287053364827784,1.3361431206432086,0.04847271847953953,,,
1377,"Fe, Ni",Fe II 6317.99,False,6317.734012825317,0.2404049820875092,,,0.19285433562509213,0.03709051448115901,,,,,,,0.09284402548999264,0.020576955931731294,,,
1401,Med Perm,Si II 6347.11,False,6346.881058088937,0.0645693201854621,0.024699630809097244,0.0012758706961402448,0.0696862367839143,0.010580617663124748,0.02579940070348679,0.001501316680072198,0.016358239309422377,0.003642172533275314,0.0077251048113710415,0.006872632499329761,0.6405533140833514,0.09336358485094323,,,
1414,Low Neb,[O I] 6363.78 ,False,6363.837549476322,0.0415073365410074,0.675212146730922,0.022421006248749202,0.3747495879234802,0.12298471603086962,0.7401236317348597,0.02580369579110305,,,,,1.1322326817066135,0.057386169733990244,,,
1420,Med Perm,Si II 6371.36 ,False,6370.434750586739,0.0823888552544345,0.01913261476661735,0.003100236920789574,0.04301331922947049,0.005942306538470301,0.06774168096203724,0.009695295780740246,0.1079895880289775,0.09394383481116075,,,0.7281338967221612,0.0479920945783116,,,
1430,"Fe, Ni",Fe II 6383.73+,True,6384.490347255978,0.1410632943504515,,,,,,,0.011007989527293214,0.0037730330137629884,,,0.024834030938267807,0.002802536172922473,,,
1470,Deep Neutral?,H_2 4-0 S(12) 6434.04A,False,6433.50347621558,0.1217541131015999,0.03908918113339641,0.00669782266977915,0.035372183508672495,0.0142260591340316,0.004950388900218633,0.004222104604370476,,,,,0.041223791197857594,0.004015332908784554,6434.16,blend 4-0 S(0),238.0
1484,Deep Neutral?,H_2 8-3 S(3) 6450.83A,False,6451.198619237837,0.4292651420916598,0.016710562092980254,0.0057386094490197385,,,,,,,,,,,6451.2,,243.0
1488,"Fe, Ni",Fe II 6455.8427,False,6456.487147833953,0.1181091159907164,,,,,0.008765740681947201,0.0013615097497319663,,,,,0.08071979352486748,0.007626994764940205,,,
1490,Deep Neutral?,H_2 8-3 S(5) 6459.07A,False,6457.472661629851,0.09255674415616,0.0412821090836441,0.0030567500869452284,,,,,,,,,0.0783868143921661,0.05308713193860044,6459.25,,244.0
1498,Deep Neutral?,H_2 8-3 S(2) 6469.13A,False,6467.6683798631375,0.2471738905970553,0.05313119544532791,0.012392185108429802,0.12239606972572482,0.024202490198316693,0.016456578412180504,0.00521540279287846,,,,,0.06210914741111209,0.028398791130847034,6468.07,elam = 2 sig,246.0
1512,Deep Neutral?,H_2 8-3 S(6) 6486.30A,False,6487.6155733436835,0.1749124605592707,0.020429314367880314,0.002858673314899846,0.036992108758639966,0.027893994858784795,,,,,,,0.01339349651742668,0.012058180441716361,6486.27,,248.0
1517,"Fe, Ni",Fe II 6493.04+,True,6491.3885816942375,0.3442824287370564,,,,,,,,,,,0.019344961776205667,0.005328104339310087,,,
1524,Deep Neutral?,H_2 8-3 S(1) 6502.09A,False,6501.754706425343,0.0007927447995941,0.045547560092416506,0.002179926225930497,0.0559933051964211,0.008161193096655299,0.015025406640838497,9.529050381049293e-06,,,,,0.013620415169805295,0.0011622295770292712,6501.74,,250.0
1536,"Fe, Ni",Fe II 6517.03,False,6517.044658189038,0.2146027986602889,0.0323972537505306,0.022155514411793503,,,0.012985490353228766,0.005472087361146116,0.0014078204192330976,0.0013340418651264397,,,0.10396538319286817,0.017849009757583096,,,
1547,Neutral?,H_2 8-3 S(7) 6529.62A,True,6529.190932338069,0.0609202952952946,0.05079141760953622,0.002475382527391659,0.1122981973041456,0.011569618335749791,0.020685589603016533,0.004327223857464609,,,,,0.013791755943250588,0.007114844630047039,6529.28,,254.0
1561,Low Neb,[N II] 6548.05,False,6547.97069203402,0.0605901340605037,2.4896621871012994,0.12067917254546778,0.6488537651509573,0.5606594217867998,2.8850861242919095,0.15119824283670635,0.7386681321476226,0.10912744672016378,,,5.445798862421945,0.28841804529964077,,,
1573,Med Neb,H I 6562.79,False,6562.627975717881,0.0361800428469006,282.1078880422957,10.655585191006052,282.0902686213806,8.164830404332218,282.12295891792996,9.350867189549017,282.12426759866486,10.15360817055284,282.06964790617417,10.753112263214284,282.10566427351057,11.502050952796827,,,
1590,Low Neb,[N II] 6583.45,False,6583.402733809796,0.0214376689619683,8.63107995131544,0.25408273064948333,4.365796294546498,0.34572377844281604,10.447291709593333,0.3836206712242094,2.8328608478783046,0.10166842248161995,,,13.165550037757836,0.22579096272934637,,,
1616,Deep Neutral?,H_2 4-0 Q(3) 6615.09A,False,6615.963263352828,0.1027451602665797,0.008415229129743082,0.002854803832112495,0.01381786359654489,0.0052244982108784095,0.005175547139882279,0.00477235562625474,,,,,0.005484594630362146,0.00045081244343502506,6615.0,,265.0
1626,Deep Neutral?,H_2 5-1 S(5) 6629.04A,True,6628.1501600192905,0.3215266397137427,0.06309475741281258,0.01622931626759631,0.04385820738170331,0.040206814524948536,0.021024069302186515,0.01073540742149446,,,,,0.11750879585675154,0.05700602592134561,6628.78,,268.0
1632,Deep Neutral?,H_2 5-1 S(7) 6636.69A,False,6637.268515118052,0.1526761257191888,0.05964355672985889,0.007284917732502004,0.03415386570512835,0.005419398090959242,0.014900446343396097,0.004130339772259127,,,,,0.1579339668571249,0.06276059358521557,6636.76,,269.0
1640,Deep Neutral?,H_2 5-1 S(4) 6645.58A,False,6645.6482360608015,0.0480572422733154,0.035754211808603886,0.0022356222266938335,0.028286573432547514,0.006847091908073854,0.008047255090752452,0.0019573388899542616,,,,,0.02036352586564316,0.0007828919168513109,6645.64,,270.0
1648,Deep Neutral?,H_2 8-3 Q(1) 6656.12A,False,6656.316098051379,0.099541652829918,0.03026446835644935,0.0024100601617757763,0.018833084535798485,0.014189617530500834,0.01559621470099072,0.002000395855005396,,,,,0.008542066636640653,0.0019057568625789182,6655.89,,272.0
1657,"Fe, Ni",[Ni II]  6666.80,False,6667.175421127644,0.1349629950707236,0.026872433409691535,0.0029014272782484384,,,0.013995976182805,0.0028490536758890564,,,,,0.16780966143968684,0.028281700685261656,,,
1665,Med Neb,He I 6678.15,False,6677.98591459326,0.0374740946771378,2.4969047649390737,0.12320107165743077,2.5294932206952803,0.07583237475001063,2.548268455395277,0.21078615977369555,2.644902163283945,0.2339363852241651,2.5800919736402874,0.19038743762479354,1.5629893778087078,0.048861425000276605,,,
1682,Deep Neutral?,H_2 5-1 S(9) 6699.11A,False,6699.359896294255,0.0549605411499411,0.027720337073120653,0.002110495871913759,0.02444516479443289,0.0010748155884812162,0.0025069213696595942,0.0023192690155579214,,,,,0.011563530990441304,0.0022828322812969842,6699.27,,280.0
1696,Low Neb,[S II] 6716.44,False,6716.42179056489,0.0375983443604818,14.397249111692476,0.4555081842902857,5.976186057545379,1.0154545573535938,17.67736548281531,0.5317117398471883,2.556963577103836,0.14692964815565332,,,13.4958393349697,0.48907218053767765,,,
1708,Low Neb,[S II] 6730.816,False,6730.860862589624,0.0210436147239307,11.029603023511102,0.3169141708559933,7.1089158129564956,0.5061741601866573,13.231218751172953,0.5045362706591069,2.2545030677709783,0.09373777066956702,,,11.15132097445711,0.18773128179949033,,,
1744,Deep Neutral,H_2 5-1 S(1) 6776.75A,False,6776.823690078076,0.1172239249805568,0.055402545888665326,0.005956883401226362,0.02383195697932705,0.007809559622950728,0.016616241100759307,0.001558256800203403,,,,,0.025082830560761434,0.0024502658218301804,6776.75,,296.0
1759,High Neb,[K IV] 6795.1,False,6794.376013588078,0.1158568134104382,,,,,,,0.0029911467178137746,0.0026908362112516527,0.02072423277686117,0.001920834855922635,,,,,
1801,Deep Neutral?,H_2 5-1 S(0) 6847.81A,False,6847.809156061882,0.1098379218367965,0.0382505851833968,0.0033610918284685317,0.02201997379681711,0.008985478582132068,0.0064890057329308306,0.003099762092304761,,,,,0.018989778250598242,0.0025190712204846664,6847.53,,305.0
1913,Deep Neutral?,H_2 5-1 Q(1) 6987.18A,False,6987.388795362404,0.0439168092096325,0.056573762759451786,0.0019876313163022857,0.022993206983017402,0.010046454521995239,0.015114124875632956,0.002584855753751488,,,,,0.029541301348874296,0.002669701034225195,6987.24,,326.0
1925,Neutral,O I 7001.92,False,7002.042627818577,0.0438194021074015,0.030922308630212524,0.0036842230558326375,0.047210475897452774,0.00708666237770527,0.009985992135386725,0.0022488025253000433,,,,,0.37609019912830244,0.013184038131404632,,,
1931,Deep Neutral?,H_2 5-1 Q(2) 7009.46A,False,7009.425659519963,0.1295240996914984,0.053269013440252914,0.00551969680584247,0.03926889234613355,0.015268789284578444,0.015441652801855676,0.0048313703129275794,,,,,0.04033039312924919,0.005023447942905331,7010.02,blend 9-4 S(3),330.0
1936,Deep Neutral?,H_2 9-4 S(4) 7015.36A,False,7015.865850849587,0.1372082973206538,0.01951153661689408,0.0021417157738509015,,,0.020565195356869893,0.004220101687586053,,,,,0.027242354996344482,0.00574887738632618,7015.77,,333.0
1944,Deep Neutral?,H_2 9-4 S(2) 7025.14A,False,7026.519405273849,0.1749157647539288,0.030010371509168608,0.004199429666460595,0.045520931098232055,0.011011768378996591,0.010425856366767856,0.0031807389855454354,,,,,0.05441905656097944,0.02414500607551486,7025.54,,336.0
1954,Deep Neutral?,H_2 9-4 S(5) 7038.03A,False,7038.1649157478905,0.0818997906973581,0.038410864288447394,0.002516673396582777,0.043287912556239254,0.008308507527576756,0.020332506288883726,0.003226229010868206,,,,,0.02579601862475249,0.005896604523712003,7037.83,,339.0
1958,Deep Neutral?,H_2 5-1 Q(3) 7042.98A,False,7043.563259920316,0.0619561104805145,0.03639992999104116,0.0018041584672063536,0.027103811870255793,0.011991912358696602,0.01176077405767535,0.0017518815966582146,,,,,0.020117603190122263,0.0032928230685152176,7043.51,,340.0
1969,Deep Neutral?,H_2 9-4 S(1) 7056.69A,False,7056.460485217791,0.2207396335604965,0.07998788549993907,0.018529029142834722,,,0.038204781038346375,0.019975571521841925,,,,,0.05908121565669833,0.010433252715494609,7056.53,,343.0
1975,Med Neb,He I 7065.28,False,7065.084698378462,0.0366683747079067,1.984479182041144,0.07304431986947693,1.8625263633795393,0.05463665167660466,1.8713345057420443,0.06285323520648091,1.8699065852103038,0.07495124175381959,1.9361648847037913,0.08874406891790769,1.4312369230844026,0.05232853705051484,,,
1987,Neutral?,H_2 9-4 S(6) 7080.02A,False,7078.906898934079,0.1778294482550914,0.01994876115584858,0.0028379817517737234,0.010836577945241822,0.0033686740429028144,0.01179558350276394,0.0017376416305034483,,,,,0.018861872683847203,0.0063315910128522775,7079.44,,347.0
1997,Deep Neutral,H_2 6-2 S(5) 7091.93A,False,7092.414730239701,0.0845185834925953,0.09422950466514896,0.006371315406005834,0.03026196416181823,0.008429854582971578,0.02099429592920445,0.003465920150072419,,,,,0.053281298910376515,0.004517597864387256,7092.29,,349.0
2008,Deep Neutral,H_2 6-2 S(4) 7105.43A,False,7105.570628017534,0.0648118874486218,0.07770582938694941,0.0051451367605838865,0.021369076127158437,0.0011079761254675405,0.018632397659149723,0.0026349375305903663,,,,,0.02159358731060123,0.002174833182162845,7105.37,blend 9-4 S(0),351.0
2012,Deep Neutral,H_2 6-2 S(7) 7111.45A,False,7111.445692687869,0.0653901066232751,0.056591832778019366,0.006814269590050444,,,0.017445093881151313,0.001958075383708028,,,,,0.03218003819455004,0.0016834049029461544,7111.54,,355.0
2032,Med Neb,[Ar III] 7135.78,False,7135.6074566189,0.0346850160963659,6.938681434871745,0.19939995938874358,5.237923825902163,0.18692725570017923,8.170978990124311,0.24930779948956694,8.60703150345678,0.2852355356494645,6.731205402878717,0.19759737963149152,4.031426850599368,0.11186408416348888,,,
2039,Deep Neutral,H_2 5-1 Q(5) 7144.42A,False,7144.022755562071,0.2575592122870501,0.061843416766055516,0.012742673365924006,,,0.027658562597467073,0.006695562558387671,,,,,0.029431645285018623,0.009311446131085732,7143.92,blend 6-2 S(8) and 5-1 O(2),361.0
2047,"Fe, Ni",[Fe II] 7155.14,False,7154.798918014899,0.0817596609439219,0.009292563975620515,0.0016118436368252136,,,,,,,,,0.22118490889800163,0.01446720252593029,,,
2052,Med Neb,He I 7160.13,False,7159.455828884883,0.1207175262995357,0.014930853050201401,0.002359826410740126,0.042353195236409326,0.02477895336871521,0.014860688889129493,0.0026158257153628514,0.016027188834293837,0.0015478100716891938,0.0124185981923958,0.0014117165739251688,,,,,
2060,High Neb,[Ar IV] 7170.5,False,7170.237305265302,0.0839426892909588,,,,,,,0.0063152774490419115,0.0023239779223035383,0.06555547847405264,0.004402322528694031,,,,,
2066,Deep Neutral,H_2 6-2 S(2) 7178.58A,False,7178.428570163574,0.0636066101513027,0.07067975471950838,0.0035965596832267777,0.012403439572624799,0.009273606419425448,0.016625335905196652,0.003038423458535894,,,,,0.02563457195413438,0.00679757831947286,7178.49,,367.0
2071,Deep Neutral??,H_2 11-5 O(3) 7186.19A,False,7184.611799059218,0.0511851377322227,0.05917360499912771,0.0024230472975939965,0.07840192314981323,0.005453461378389751,0.02677634858536854,0.0021757014332389655,,,,,0.10162966600617326,0.006950543629886019,7184.69,ewav > 2 sig,368.0
2079,Deep Neutral?,H_2 6-2 S(9) 7194.43A,False,7194.091067126107,0.0863536600617001,0.0255992784536764,0.0017684731115308625,,,0.006290021459356097,0.004482283807383862,,,,,,,7194.08,,370.0
2082,Deep Neutral??,H_2 13-6 S(2) 7199.27A,False,7198.696086278168,0.0897160068846802,0.022317496349528076,0.0016194733507085702,0.03909274937222665,0.002805796297455811,0.011338580729342596,0.0009998843078880195,,,,,0.042266330986794456,0.004000823832468363,7198.89,High T(excit),371.0
2101,Deep Neutral?,H_2 9-4 Q(1) 7221.48A,False,7222.743695459796,0.2424054260603745,0.031670746938063675,0.006141728724137303,,,0.010959535531294414,0.006958612457606706,,,,,0.035705133713180716,0.013423124389560902,7222.09,,373.0
2114,Deep Neutral,H_2 6-2 S(1) 7238.21A,True,7237.789258060763,0.3119028590435685,0.06613220865165005,0.01650145996265238,,,,,,,,,0.019543912212585834,0.01603348878006709,7237.82,,376.0
2127,Neutral,O I 7254.15+,True,7254.252617526408,0.0435196172075115,0.04961951950994916,0.011300487759679626,0.0765776080661954,0.009008005883152032,0.020877455620965227,0.0023772947163074164,,,,,0.7345118503096478,0.025572539647885504,,,
2134,High Neb,[Ar IV] 7262.7+,True,7264.168964862938,0.1390543559195828,,,,,,,0.03271542619383687,0.019280503515680232,0.06865177461818624,0.007637062641814598,,,,,
2148,Med Neb,He I 7281.35,False,7281.07695667281,0.0477785393122969,0.675131203658041,0.025805426203947275,0.7863367644063236,0.03709882087946536,0.6197504869335265,0.027027412340383108,0.6878442051831694,0.03562517912069049,0.7945354609876357,0.0397476468953745,0.4691592739900071,0.022764687733551347,,,
2154,"Fe, Ni?",H_2 5-1 Q(7) 7293.34A,False,7289.487402946967,0.3835848843319894,0.0930376405257253,0.047194541600480894,0.048316565736163254,0.03750464479805497,0.08789214788814852,0.04785094957903278,0.04231463767461487,0.016568138751464845,,,0.13718796670052294,0.042098584270848734,7290.53,ewav > 7 sig,388.0
2168,Deep Neutral??,H_2 13-6 Q(2) 7304.73A,False,7305.768786902801,0.2867459221831329,0.07510715450851932,0.01948059156195417,0.2282493058434644,0.0792244936234732,0.0558312525367883,0.012807507196240592,,,,,0.04528724354751035,0.01040635544461545,7305.6,,392.0
