 EMILI Output File
 ------------------------------------
 Input Line List: zone-0-emi.in
 Input Matched List: zone-0-emi.match
 Results List: zone-0-emi.out
 Short Results List: zone-0-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Elements Depeleted:                                                                           Ionization States    Amount
 Fe                         I     - XXVII       50.00
 Ni                         I     - XXIX        50.00
 Si                         I     - XV          50.00
 Ca                         I     - XXI         50.00

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    165.700958    
 irvcor 2:    170.145630    
 irvcor 3:    164.595108    
 irvcor 4:    161.649811    
 irvcor 5:    161.649811    

   6645.66 |    6646.810  Cr I      1611202801      6  3.3E-07 -51.9 */0 * 
   6645.85 |    6647.000  O  IV      540186783      4  9.1E-06 -51.9 3/0 8 
   6645.66 |    6646.931  Fe I      1744944158      8  2.3E-06 -57.3 5/0 9 
   6645.66 |    6646.948  Mg I       805466120      7  2.8E-05 -58.1 0/0 6 
   6645.76 |    6647.140 [Ti II]    1477472259     38  2.2E-05 -62.3 4/0 8 
   6645.78 |    6647.190  V  II]    1544677441     22  1.1E-07 -63.4 1/0 9 
   6645.78 |    6647.320$ V  II     1544854768      6  8.0E-08 -69.3 0/0 8 
   6645.78 | >  6648.256  N  I       469897241    263  6.2E-05-111.5 3/0 0<

Observed Line:  6659.68  3.7E-04  S/N:    12.56 FWHM:  44.9
   6656.03 |    6655.610  Fe II     1746433344      7  2.2E-06  18.9 4/0 8 
   6655.90 |    6655.520  C  I       402717710    262  1.9E-04  17.3 0/0 4A
+  6656.03 |    6655.996  Fe II]    1745952813     23  1.6E-05   1.5 5/1 4A 6699.615  -9.0
   6656.03 |    6656.509  N  I       469827600    263  6.5E-05 -21.6 7/1 7C 6646.503 -32.4
   6655.90 |    6656.578 [Fe II]    1745931282     55  1.6E-03 -30.3 4/0 8 
   6655.90 |    6656.730 [Mn II]    1678787590     38  5.2E-04 -37.2 8/1 7C 6668.570 -41.5
   6655.90 |    6656.805  Mg I       805464072      7  2.8E-05 -40.6 0/0 7C
   6656.03 |    6656.950  Cr II     1611915441      6  6.2E-06 -41.5 7/0 * 
   6656.03 | >  6659.120  Cr II     1611805790      6  3.6E-05-139.3 2/0 0<

Observed Line:  6671.43  3.3E-04  S/N:     9.26 FWHM:  50.2
   6667.65 |    6667.013 [Fe II]    1745929234     55  1.6E-03  28.6 4/1 6B 6614.636  17.3
+  6667.77 |    6667.700  C  II      403793959      5  5.8E-04   3.3 0/0 2A
   6667.65 |    6668.221  Mg I       805462024      7  2.8E-05 -25.8 0/0 6B
   6667.65 |    6668.570 [Mn II]    1678788615     38  5.2E-04 -41.5 8/1 7D 6656.730 -37.2
   6667.84 |    6669.000 [K  XIV]   1288702978    164  1.0E-05 -52.3 0/0 8 
   6667.65 |    6668.880  Al I       872480777      6  4.1E-06 -55.4 1/0 9 
   6667.65 | >  6670.010 [Mn II]    1678786566     54  5.2E-04-106.2 8/1 0< 6617.040 -91.7

Observed Line:  6681.79  3.1E-02  S/N:    20.27 FWHM:  34.0
   6678.13 |    6677.630  Mn II     1678913632      6  9.7E-06  22.3 7/0 8 
   6678.13 |    6677.640  Fe II     1746322730      7  2.5E-06  21.9 */0 9 
   6678.13 |    6677.740 [Cr III]   1612777520     54  1.1E-05  17.4 5/0 7 
   6678.19 |    6677.870  O  II      537997367    262  2.8E-06  14.5 3/0 8 
+  6678.00 |    6677.985  Fe I      1744945183      8  2.2E-06   0.8 2/0 6D
+  6678.13 |    6678.152  He I       134234119    265  1.0E-04  -1.1 0/0 2A
+  6678.13 |    6678.277$ Ne I       671100933    648  6.0E-05  -6.8 0/0 2A
+  6678.13 |    6678.331$ Ne I       671131660    648  6.0E-05  -9.2 0/0 3C
   6678.13 |    6678.695* Si II      940653594    262  1.2E-06 -25.5 0/0 7 
   6678.10 |    6678.710 [Co I]     1811959812     38  1.6E-06 -27.3 4/0 9 
   6678.00 |    6678.643$ Fe I      1745596589      7  5.4E-07 -28.8 0/0 8 
   6678.13 |    6678.837$ Fe II     1746354483      7  2.4E-06 -31.9 0/0 8 
   6678.00 |    6678.885$ Fe I      1745634480      7  5.4E-07 -39.6 0/0 8 
   6678.00 |    6678.950 [Mn II]    1678783494     38  5.2E-04 -42.6 5/0 8 
   6678.00 |    6679.340$ Fe I      1745544356      7  5.5E-07 -60.1 0/0 8 
   6678.13 |    6679.569  Fe II]    1746049121     23  1.7E-06 -64.8 4/0 * 
   6678.13 |    6679.615* Si II      940615699    262  1.4E-06 -66.9 0/0 8 
   6678.13 |    6679.619  N  I       469891097    263  6.3E-05 -67.0 3/0 8 
   6678.00 | >  6679.650  C  I       402750484    262  1.9E-04 -74.0 5/0 0<

Observed Line:  6703.09  3.4E-04  S/N:    13.13 FWHM:  39.4
   6699.29 |    6698.668  Al I       872429571    263  7.1E-06  27.9 1/0 9 
+  6699.41 |    6699.164  Fe II]    1746023516     23  2.0E-06  11.2 5/0 7 
+  6699.41 |    6699.310  Al II      873514005    262  5.1E-06   4.7 2/0 6A
+  6699.41 |    6699.410 [Mn III]   1679872040     38  3.7E-06   0.2 8/0 6A
+  6699.41 |    6699.615  Fe II]    1745951789     23  1.6E-05  -9.0 4/1 6A 6655.996   1.5
   6699.41 |    6699.763  N  I       469890073    263  6.3E-05 -15.6 3/0 7 
   6699.41 |    6699.772$ Fe II     1746353460      7  2.4E-06 -16.0 0/0 6A
   6699.41 |    6700.360  Al II      873512981    262  5.1E-06 -42.3 2/0 * 
   6699.29 |    6700.240 [Ni II]    1880110085     38  1.5E-04 -42.5 3/0 9 
   6699.41 |    6700.494  N  I       469849107    263  6.5E-05 -48.3 7/0 9 
   6699.29 |    6700.637 [Fe II]    1745928209     39  1.7E-03 -60.3 3/0 7 
   6699.41 | >  6702.220  C  II      403940511    262  5.8E-04-125.6 3/0 0<

Observed Line:  6720.24  1.8E-01  S/N:    31.61 FWHM:  39.0
   6716.56 |    6716.100  C  II      403938460    261  5.8E-04  20.4 9/0 8B
+  6716.43 |    6716.440 [S  II]    1074793473     54  1.8E-01  -0.4 1/1 0A 6730.810   0.1
   6716.56 | >  6718.300  C  II      403939487    261  5.8E-04 -77.9 4/0 0<

Observed Line:  6734.63  1.4E-01  S/N:    34.80 FWHM:  39.3
+  6730.81 |    6730.810 [S  II]    1074792449     54  1.8E-01   0.1 1/1 0A 6716.440  -0.4
+  6730.94 |    6731.070  C  II      403829802    262  5.8E-04  -5.9 9/0 5B
   6730.94 |    6731.460  C  II      403842109      6  5.8E-04 -23.3 1/0 8C
   6730.81 |    6731.560 [Co II]    1813022733     38  2.6E-04 -33.3 4/0 *D
   6730.81 | >  6733.708 [Fe II]    1745942564     55  8.0E-04-129.0 1/0 0<

Observed Line:  6780.62  6.9E-04  S/N:     9.30 FWHM:  34.6
   6776.78 |    6776.235$ Fe I      1745595568      7  5.5E-07  24.0 0/0 6 
   6776.78 |    6776.280  V  I      1543771218      6  2.8E-08  22.0 5/0 9 
   6776.78 |    6776.316$ Fe I      1745663156      7  5.4E-07  20.4 0/0 5C
   6776.90 |    6776.480$ N  II      471060589      6  3.6E-07  18.7 0/0 5C
   6776.90 |    6776.485  Fe II]    1745992779     23  3.6E-06  18.5 2/0 6 
+  6776.90 |    6776.840$ Ni II     1880726835      6  6.1E-08   2.8 0/0 4B
+  6776.90 |    6777.093* Al II      873605157      6  4.9E-06  -8.5 0/0 3A
+  6776.90 |    6777.100$ Ni II     1880541400      6  6.2E-08  -8.7 0/0 5C
+  6776.90 |    6777.104  N  I]      469837844     23  3.0E-07  -8.9 4/0 6 
   6776.78 |    6777.330  V  I      1543632926      6  5.6E-08 -24.5 6/0 9 
   6776.88 |    6777.474  Ti I      1476516886      7  5.1E-07 -26.4 4/0 8 
   6776.90 |    6777.540$ N  II      470960208      6  3.6E-07 -28.2 0/0 6 
   6776.90 |    6777.600  Cr II     1611960521      6  4.2E-06 -30.9 7/0 8 
   6776.90 |    6777.670$ Ni II     1880726836      6  6.1E-08 -34.0 0/0 8 
   6776.78 |    6777.649  Fe I      1745536167      8  5.5E-07 -38.6 8/0 9 
   6776.78 |    6778.234  Fe I      1745457298      8  5.8E-07 -64.5 4/0 9 
   6776.90 |    6778.370  Cr II]    1611866231     22  4.5E-07 -65.0 5/0 9 
   6776.90 |    6778.410$ S  II     1075022983      6  2.6E-05 -66.7 0/0 6 
   6776.90 |    6778.460  Cr II]    1611771970     22  3.1E-06 -68.9 4/0 8 
   6776.78 |    6778.400  Cr I      1611205876      6  3.3E-07 -71.9 5/0 9 
   6776.90 | >  6779.940  C  II      403745815    262  5.8E-04-134.4 5/0 0<

Observed Line:  6794.30  3.0E-05  S/N:     1.85 FWHM:  13.5
   6790.57 |    6789.800  Mn II     1679120654      5  6.6E-07  34.2 4/0 8 
+  6790.57 |    6789.870  C  II      403914900    262  5.8E-04  31.1 6/0 5B
+  6790.45 |    6789.900* S  I      1073901619      5  8.2E-06  24.2 0/0 4A
+  6790.55 |    6790.030 [Co I]     1811969034     54  8.4E-07  22.9 3/0 7 
+  6790.57 |    6790.580  Cr II     1612124462      6  1.5E-06  -0.2 8/0 6C
+  6790.55 |    6791.029 [Ti I]     1476415491     39  2.2E-06 -21.2 4/0 7 
   6790.57 |    6791.470  C  II      403744791    262  5.8E-04 -39.5 7/0 6C
   6790.45 |    6791.480 [Ni II]    1880108037     54  1.5E-04 -45.6 6/0 6C
   6790.64 |    6792.000  O  III     539139199    261  5.6E-06 -60.0 2/0 9 
   6790.64 |    6792.500 [Fe IV]    1747992583     37  1.5E-06 -82.1 4/0 * 
   6790.57 |    6792.536  Fe II     1746411844      7  2.2E-06 -86.6 */0 * 
   6790.57 |    6792.670  Fe II     1746285817      6  3.6E-06 -92.5 3/0 * 
   6790.57 |    6793.130  Cr II]    1611798622     22  1.1E-06-112.8 2/0 * 
   6790.64 |    6793.360  C  III     404830267    262  2.4E-06-120.1 2/0 * 
   6790.57 |    6793.690  Cr II     1612120366      6  1.5E-06-137.6 9/0 * 
   6790.64 |    6794.000  N  V       474032182      4  1.7E-06-148.3 1/0 9 
   6790.57 |    6794.184  Fe II]    1745952814     23  1.6E-05-159.4 5/0 9 
   6790.57 |    6794.230  Cr II]    1611815012     22  9.2E-07-161.4 4/0 * 
   6790.57 | >  6797.000 [Ni III]   1881151491     53  6.7E-04-283.6 4/0 0<

Observed Line:  6798.96  5.1E-05  S/N:     5.23 FWHM:  37.6
   6795.23 |    6794.540  Ti II     1477503009      6  1.9E-06  30.6 2/0 9 
+  6795.30 |    6795.100 [K  IV]    1278218242     37  7.7E-06   8.8 0/0 4A
+  6795.23 |    6795.290 [Mn III]   1679835141     54  3.2E-04  -2.6 4/0 4A
+  6795.23 |    6795.340  Cr II     1612412478      6  8.6E-07  -4.8 5/0 6C
   6795.23 |    6796.190  Cr II     1612082437      6  1.8E-06 -42.3 8/0 * 
   6795.23 |    6796.260 [Mn III]   1679835140     54  3.2E-04 -45.4 4/0 8D
   6795.30 |    6796.400  N  III     472062115      5  7.2E-07 -48.6 1/0 9 
   6795.23 |    6796.740  C  II      403913876    262  5.8E-04 -66.6 6/0 8D
   6795.23 |    6797.000 [Ni III]   1881151491     53  6.7E-04 -78.0 4/0 8D
   6795.30 |    6797.090$ O  II      538090573      6  2.8E-06 -79.1 0/0 8D
   6795.23 |    6797.060  Mn II     1679117576      6  7.0E-07 -80.7 5/0 * 
   6795.11 |    6796.960 [Cr II]    1611727890     38  4.6E-04 -81.8 3/0 8D
   6795.23 | >  6798.100  C  II      403743767    262  5.8E-04-126.6 7/1 0< 6779.940-134.4

Observed Line:  6841.84  1.4E-04  S/N:     2.54 FWHM:   6.3
   6838.09 |    6837.460$ S  II     1075003501      6  2.6E-05  27.6 0/0 4A
   6838.09 |    6837.475  Fe II]    1746047071     23  1.7E-06  26.9 2/0 7 
   6838.09 |    6837.494$ Cu II     1947464843      7  2.6E-08  26.1 0/0 6 
+  6837.96 |    6837.581$ Cl I      1140966417      7  1.6E-07  16.7 0/0 5 
+  6838.09 |    6837.930  Ni II     1880278140      6  8.1E-08   6.9 0/0 4A
+  6838.09 |    6838.120  Cr II]    1611959494     22  1.0E-07  -1.4 4/0 6 
+  6838.09 |    6838.185$ Cu II     1947461771      7  2.6E-08  -4.2 0/0 4A
+  6837.96 |    6838.100$ Cl I      1141189770      5  1.6E-07  -6.1 0/0 4A
+  6837.96 |    6838.100$ Cl I      1141190794      5  1.6E-07  -6.1 0/0 4A
+  6837.96 |    6838.200$ Cl I      1141189771      5  1.6E-07 -10.5 0/0 4A
+  6837.96 |    6838.200$ Cl I      1141190795      5  1.6E-07 -10.5 0/0 4A
+  6838.09 |    6838.380  Cr II     1611965650      6  4.1E-06 -12.8 4/0 5 
+  6837.96 |    6838.353  Fe I      1745476767      8  5.7E-07 -17.2 4/0 6 
+  6837.96 |    6838.367$ Si I       939796505      7  4.7E-07 -17.8 0/0 4A
   6838.09 |    6838.800$ S  II     1074958419      6  2.6E-05 -31.2 0/0 4A
   6838.09 |    6838.851  Fe II]    1746264309     23  9.4E-08 -33.5 2/0 8 
   6838.09 |    6838.940  Cr II     1611844721      6  2.5E-05 -37.4 6/0 6 
   6837.96 |    6838.854$ Si I       939795481      7  4.7E-07 -39.2 0/0 6 
   6838.09 |    6839.070  Cr II]    1611961552     22  1.0E-07 -43.1 4/0 9 
   6837.96 |    6839.156$ P  I      1006899231      7  1.5E-07 -52.4 0/0 8 
   6837.96 |    6839.376  Fe I]     1744967737     24  3.7E-08 -62.0 4/0 * 
   6837.96 |    6839.389  Fe I]     1744934938     24  6.8E-08 -62.6 2/0 * 
   6838.09 |    6839.520  Ni II     1880306815      6  7.8E-08 -62.8 0/0 8 
   6838.09 |    6839.540  N  II      470966357    262  3.6E-07 -63.7 4/0 9 
   6838.09 |    6839.580  Cr II     1612375463      6  9.7E-07 -65.4 2/0 9 
   6838.09 |    6839.640  Fe II]    1745951790     23  1.6E-05 -68.1 4/0 8 
   6837.96 |    6839.570  V  I      1543684154      6  4.1E-08 -70.6 3/0 * 
   6838.09 |    6839.760  Cr II     1612411453      6  8.7E-07 -73.3 5/0 9 
   6838.16 |    6840.000  Na IX      746593285    259  8.9E-08 -80.9 2/0 * 
   6838.16 |    6840.000  Mg IX      813746221    259  1.6E-06 -80.9 1/0 8 
   6837.96 |    6839.830  Fe I]     1744939036     24  6.4E-08 -82.0 4/0 * 
   6838.09 |    6839.966$ Cu II     1947507876      7  2.6E-08 -82.4 0/0 8 
   6838.09 |    6840.120$ N  II      471058539      6  3.6E-07 -89.1 0/0 7 
   6838.09 |    6840.240$ Ni II     1880617212      6  6.1E-08 -94.4 0/0 8 
   6837.96 |    6840.286$ Cl I      1140933640      7  1.6E-07-102.0 0/0 8 
   6838.09 |    6840.430$ N  II      470959186      6  3.6E-07-102.7 0/0 7 
   6838.09 |    6840.830$ S  II     1075026063      6  2.6E-05-120.2 0/0 6 
   6838.09 | >  6843.400 [Fe III]   1746958361     37  4.7E-04-232.9 1/0 0<

Observed Line:  6851.44  4.8E-04  S/N:    11.38 FWHM:  46.0
   6847.68 |    6847.000$ N  II      471056490      6  3.6E-07  29.9 0/0 8 
   6847.56 |    6847.060  Cr I      1610934372      6  5.7E-07  21.7 7/0 9 
   6847.68 |    6847.230  N  II      470864935    262  3.7E-07  19.9 2/0 8 
+  6847.68 |    6847.380$ S  II     1074973782      6  2.6E-05  13.3 0/0 3A
+  6847.56 |    6847.435$ Fe I      1745638579      7  5.4E-07   5.3 0/0 4C
+  6847.75 |    6847.830$ Ne II      672464057      6  3.9E-07  -3.5 0/0 4C
+  6847.75 |    6847.860$ O  II      538177746      6  2.8E-06  -4.8 0/0 3A
+  6847.68 |    6847.820  Cr II     1611829351      6  2.9E-05  -6.0 8/0 4C
+  6847.75 |    6847.910$ Ne II      672463033      6  3.9E-07  -7.0 0/0 5 
+  6847.75 |    6848.000  N  IV      473106605      4  1.2E-06 -11.0 5/0 7 
+  6847.75 |    6848.010$ Ne II      672464058      6  3.9E-07 -11.4 0/0 5 
   6847.75 |    6848.090$ Ne II      672463034      6  3.9E-07 -14.9 0/0 6 
   6847.68 |    6848.180$ N  II      471056491      6  3.6E-07 -21.8 0/0 7 
   6847.68 |    6848.390  Cl II     1141997626      6  5.2E-07 -31.0 2/0 * 
   6847.68 |    6848.500  Cr II     1612123450      6  1.5E-06 -35.8 5/0 * 
   6847.56 |    6848.420 [Ni II]    1880112136     54  9.6E-05 -37.8 2/0 8 
   6847.56 |    6848.569$ Si I       939650062      8  5.0E-07 -44.4 0/0 8 
   6847.66 |    6848.748  Ti I      1476544566      7  3.2E-07 -47.7 4/0 * 
   6847.68 |    6848.960  Cr II     1611828327      6  2.9E-05 -55.9 7/0 8 
   6847.68 |    6849.200 [Co III]   1814053900     53  2.0E-04 -66.4 2/0 8 
   6847.66 |    6849.182  Ti I      1476564028      7  2.8E-07 -66.7 6/0 * 
   6847.56 |    6849.155  Al I       872472585      7  4.2E-06 -70.0 1/0 8 
   6847.56 | >  6850.330 [Mn II]    1678774273     54  2.4E-03-121.5 2/0 0<

Observed Line:  6991.23  7.1E-04  S/N:    28.46 FWHM:  39.3
   6987.40 |    6986.610  Cr II     1611830376      6  2.9E-05  33.8 4/0 7 
   6987.27 |    6986.672$ Fe I      1745604788      7  5.4E-07  25.5 0/0 6 
   6987.46 |    6986.900  N  III     472017023    261  7.2E-07  24.3 6/0 8 
   6987.40 |    6986.870  Ni II     1880499415      6  6.3E-08  22.6 5/0 9 
   6987.46 |    6987.100  C  III     404906086      5  2.4E-06  15.7 0/0 5B
   6987.27 |    6986.960  Mn I      1678170255      6  1.3E-07  13.2 1/0 7 
+  6987.40 |    6987.150  V  II     1544694869      6  2.8E-06  10.6 6/0 6 
+  6987.40 |    6987.150  Ni II     1880597759      6  6.1E-08  10.6 2/0 7 
+  6987.40 |    6987.150 [Ni III]   1881167887     38  2.0E-06  10.6 3/0 6 
+  6987.27 |    6987.090  Mn I      1678226612      6  1.2E-07   7.6 2/0 7 
+  6987.27 |    6987.100$ Si I       940071966      5  4.5E-07   7.2 0/0 4A
+  6987.40 |    6987.390  Fe II]    1746415948     22  3.3E-08   0.3 4/0 6 
+  6987.40 |    6987.500  Mn II]    1678890068     22  4.0E-07  -4.4 7/0 5B
   6987.46 |    6987.870$ Ne II      672350308      6  3.9E-07 -17.4 0/0 5B
   6987.46 |    6988.040  Ne III     673326179    262  7.8E-07 -24.7 6/0 8 
   6987.40 |    6988.000  Cr II     1612373422      6  9.8E-07 -25.9 9/1 8  7170.710 -21.5
   6987.40 |    6988.010  Ni II     1880740158      6  6.1E-08 -26.3 1/0 9 
   6987.40 |    6988.180  Cr II     1612297628      6  1.0E-06 -33.6 7/0 9 
   6987.40 |    6988.220$ V  II     1544869118      6  7.8E-08 -35.4 0/0 8 
   6987.40 |    6988.240  Cr II]    1611861109     22  4.9E-07 -36.2 2/1 7  7199.920 -36.2
   6987.46 |    6988.530$ Ne II      672462003      6  3.9E-07 -45.7 0/0 7 
   6987.46 |    6988.710  O  II      538113106    262  2.8E-06 -53.5 3/0 9 
   6987.40 |    6988.700$ N  II      471057534      5  3.6E-07 -56.0 0/0 7 
   6987.27 |    6988.580  Mn I      1678226613      6  1.2E-07 -56.4 4/0 * 
   6987.46 |    6988.780$ Ne II      672462004      6  3.9E-07 -56.5 0/0 7 
   6987.27 |    6988.600$ Cl I      1141215340      5  1.6E-07 -57.2 0/0 8 
   6987.46 |    6988.830$ Ne II      672460979      6  3.9E-07 -58.6 0/0 7 
   6987.40 |    6988.770$ Ni II     1880693009      6  6.1E-08 -59.0 0/0 8 
   6987.27 |    6988.710  Cr I      1610807371      6  7.6E-07 -62.0 5/0 9 
   6987.40 | >  6989.450  He I       134365192      6  1.0E-04 -88.1 0/0 0<

Observed Line:  7006.48  3.9E-04  S/N:     8.39 FWHM:  34.9
   7002.61 |    7002.008 [Ni I]     1879058436     55  7.7E-07  25.9 4/0 9D
   7002.64 |    7002.122* O  I       536914956    263  5.8E-04  22.1 0/0 4A
   7002.71 |    7002.300  N  III     472010850      5  7.2E-07  17.4 3/0 8C
+  7002.71 |    7003.000  O  V       541113388    260  1.3E-05 -12.6 2/0 6B
   7002.64 |    7003.460  Fe II     1746321711      6  2.5E-06 -35.2 6/0 * 
   7002.71 |    7003.600  N  III     472015998    261  7.2E-07 -38.3 6/0 * 
   7002.51 |    7003.620  Cr I      1610889314      6  6.3E-07 -47.6 6/0 * 
   7002.71 |    7004.100  O  IV      540044313    261  9.1E-06 -59.7 3/0 9D
   7002.61 |    7004.040 [Ti II]    1477471238     54  2.2E-05 -61.2 6/0 9D
   7002.71 | >  7005.400 [Ar V]     1212157955     37  2.9E-04-115.3 1/0 0<

Observed Line:  7014.02  6.7E-04  S/N:     9.65 FWHM:  48.0
   7010.17 |    7009.800 [V  III]   1545629714     53  3.7E-06  16.0 5/0 8C
+  7010.04 |    7009.890 [Co II]    1813011465     54  3.8E-04   6.6 2/0 4A
   7010.04 |    7010.500* S  I      1073922155      4  8.2E-06 -19.5 0/0 5B
   7010.04 |    7011.228 [Fe II]    1745913868     39  3.6E-03 -50.7 8/0 8C
   7010.24 |    7011.700$ O  III     539148419      5  5.6E-06 -62.4 0/0 8C
   7010.17 | >  7013.100  C  II      403940514    261  5.8E-04-125.2 2/1 0< 7041.000-128.7

Observed Line:  7019.78  2.5E-04  S/N:     9.11 FWHM:  38.0
   7015.93 |    7015.100$ Ar I      1208247314      5  1.9E-06  35.5 0/0 8D
   7015.93 |    7015.500  V  II     1544699991      6  2.7E-06  18.4 2/0 8D
+  7015.93 |    7015.700  Mn II     1679151398      5  5.4E-07   9.9 4/0 7A
   7016.00 |    7016.330  O  III     539065408    262  5.6E-06 -14.1 5/0 7A
   7015.80 |    7016.391  Fe I      1745063002      8  9.7E-07 -25.2 7/0 9 
   7015.93 |    7016.700$ Ar I      1208246290      5  1.9E-06 -32.9 0/0 8D
   7015.93 |    7016.735  Fe II     1746173130      7  7.7E-06 -34.4 6/0 9 
   7015.90 |    7016.750 [Cr I]     1610626050     38  5.4E-06 -36.1 1/0 8D
   7015.80 |    7016.794  Si I       939659281    263  5.0E-07 -42.5 5/0 * 
   7015.90 |    7017.130 [Co I]     1811960838     54  1.4E-06 -52.4 2/0 * 
   7015.93 |    7017.300  O  I       537030683    263  4.8E-04 -58.5 5/0 7A
   7015.80 |    7017.287$ Si I       939639823      7  5.1E-07 -63.6 0/0 8D
   7015.93 |    7017.530  Cl II     1141951520      6  5.3E-07 -68.4 3/0 * 
   7015.80 |    7017.443$ Fe I      1745601717      7  5.4E-07 -70.2 0/0 8D
   7015.80 | >  7017.940 [Fe II]    1745911819     55  3.7E-03 -91.5 4/0 0<

Observed Line:  7029.55  3.8E-04  S/N:     7.15 FWHM:  32.9
   7025.70 |    7025.030  Cr II]    1611756596     22  5.1E-06  28.4 2/0 8 
   7025.70 |    7025.220$ Ar I      1208011784      6  1.9E-06  20.3 0/0 6 
+  7025.70 |    7025.475  O  I       537028635    263  4.8E-04   9.4 4/0 5A
+  7025.70 |    7025.515  O  I       537028636    263  4.8E-04   7.7 3/0 5A
+  7025.76 |    7025.730  O  III     539064384    262  5.6E-06   1.5 5/0 5A
+  7025.70 |    7025.870  Cr II     1612083463      6  1.8E-06  -7.5 5/0 6 
+  7025.70 |    7026.010  Fe II     1746431314      6  2.2E-06 -13.4 0/0 5A
   7025.56 |    7026.103$ Fe I      1745636537      7  5.4E-07 -23.0 0/0 7 
   7025.70 |    7027.020 [Cr III]   1612777525     54  1.1E-05 -56.6 5/0 9 
   7025.70 |    7027.087  Fe II     1746319656      7  2.6E-06 -59.4 4/0 * 
   7025.56 |    7026.984  Fe I      1745495207      8  5.7E-07 -60.6 */0 * 
   7025.70 |    7027.120  Fe II     1746431316      6  2.2E-06 -60.8 1/0 9 
   7025.70 |    7027.160  Cr II     1612374447      6  9.7E-07 -62.5 7/0 * 
   7025.56 |    7027.200  Al I       872467466      5  4.3E-06 -69.8 1/0 9 
   7025.56 | >  7028.510 [Co II]    1813021709     38  2.7E-04-125.7 2/0 0<

Observed Line:  7041.84  4.8E-04  S/N:    15.26 FWHM:  36.6
   7037.98 |    7037.180  Fe II]    1746185431     22  1.8E-07  34.1 */0 * 
   7038.05 |    7037.250  C  III     404793369    262  2.4E-06  34.0 0/0 7 
   7037.98 |    7037.200$ Ar I      1208244242      5  1.9E-06  33.2 0/0 7 
   7037.98 |    7037.250  S  II     1074889790    262  2.6E-05  31.1 3/0 8 
   7037.95 |    7037.340  Ti I      1476656223      6  1.6E-07  26.1 8/1 8  7104.970  22.2
   7037.98 |    7037.370  Fe II]    1746294022     22  6.2E-08  26.0 */0 9 
   7037.98 |    7037.420  Fe II]    1746316578     22  4.8E-08  23.8 4/0 9 
   7037.98 |    7037.455  Fe II]    1746146493     23  2.6E-07  22.3 5/0 9 
   7037.85 |    7037.358$ Ni I      1879308362      7  2.9E-08  20.9 0/0 7 
   7038.05 |    7037.650  O  II      538160269    262  2.8E-06  16.9 3/0 6 
   7037.98 |    7037.620  Ni II     1880579347      6  6.1E-08  15.3 0/0 6 
   7037.98 |    7037.621  Fe II]    1746032732     23  2.2E-06  15.3 3/0 7 
+  7037.98 |    7037.690  Fe II     1746436427      6  2.1E-06  12.3 8/0 6 
+  7037.98 |    7037.820$ V  II     1544863998      6  7.9E-08   6.8 0/0 5 
+  7037.85 |    7037.750  Fe I      1745249404      8  6.9E-07   4.2 3/0 5 
+  7037.98 |    7038.100  N  I]      470052921     21  1.1E-07  -5.2 1/0 5 
