# %ECSV 1.0
# ---
# datatype:
# - {name: Wavelength, datatype: float64}
# - {name: Pixel, datatype: int64}
# - {name: prominences, datatype: float64}
# - {name: left_bases, datatype: int64}
# - {name: right_bases, datatype: int64}
# - {name: widths, datatype: float64}
# - {name: width_heights, datatype: float64}
# - {name: left_ips, datatype: float64}
# - {name: right_ips, datatype: float64}
# schema: astropy-2.0
Wavelength Pixel prominences left_bases right_bases widths width_heights left_ips right_ips
4641.1948 33 1.3317 24 38 3.9936 0.6091 32.4304 36.4239
4659.9448 48 2.2437 38 54 3.4968 0.2467 46.4685 49.9653
4669.9448 56 1.523 54 69 2.7367 0.1272 55.0911 57.8278
4696.1948 77 2.1467 54 94 4.8136 0.2321 73.8816 78.6952
4704.9448 84 1.4601 82 88 1.8116 0.2372 83.2245 85.0361
4714.9448 92 1.7955 88 94 2.9185 0.3809 90.3835 93.302
4724.9448 100 1.8493 54 112 2.1334 0.5839 98.8546 100.988
4742.4448 114 2.8639 54 209 2.2686 0.2923 113.2688 115.5374
4863.6948 211 797.3413 209 326 2.021 313.0856 210.2034 212.2244
4888.6948 231 1.1257 213 233 2.2063 0.2653 229.5678 231.7742
4961.1948 289 586.9451 287 326 1.7992 165.8698 288.3181 290.1172
4981.1948 305 1.0826 291 308 4.5441 0.3611 301.1023 305.6464
5008.6948 327 1348.4674 326 329 1.9603 435.6589 326.5248 328.4851
5018.6948 335 17.0214 329 1021 2.4874 3.1426 333.3783 335.8657
5062.4448 370 1.3742 353 458 2.935 0.2105 368.0325 370.9675
5169.9448 456 1.3679 454 458 1.7433 -0.0492 454.8621 456.6054
5244.9448 516 1.1236 501 536 3.1672 0.0352 514.5546 517.7218
5326.1948 581 1.5159 536 651 2.5528 -0.1245 579.1328 581.6856
5398.6948 639 1.1534 583 651 1.7003 -0.1386 638.2087 639.909
5521.1948 737 3.3691 651 780 3.8637 0.0256 734.6291 738.4928
5541.1948 753 1.8469 742 780 2.1538 0.5395 751.6122 753.766
5577.4448 782 10.6048 780 1021 3.8276 0.3937 781.1739 785.0015
5757.4448 926 2.5195 802 1021 2.4623 0.7695 925.1343 927.5966
5878.6948 1023 117.9806 329 1571 3.103 12.5883 1021.5585 1024.6616
6273.6948 1339 1.7792 1033 1359 3.7086 0.0495 1338.0359 1341.7445
6303.6948 1363 19.585 1033 1559 2.0292 8.9641 1362.2813 1364.3105
6314.9448 1372 9.5191 1368 1559 2.1225 4.0883 1371.3723 1373.4948
6367.4448 1414 7.084 1375 1559 2.0659 2.915 1413.0176 1415.0835
6551.1948 1561 32.7867 1033 1571 2.2909 14.5953 1560.3363 1562.6272
6566.1948 1573 2044.9467 326 3427 1.9339 1018.9916 1572.1774 1574.1113
6587.4448 1590 108.3699 1580 1694 2.108 53.0722 1588.672 1590.78
6681.1948 1665 18.9531 1663 1694 2.1184 8.415 1664.3923 1666.5107
6719.9448 1696 192.0971 1580 3427 2.0929 94.5898 1695.2599 1697.3528
6734.9448 1708 142.9106 1705 3427 2.0887 71.0129 1706.6722 1708.7609
6902.4448 1842 1.2454 1837 1863 2.3449 0.104 1840.2944 1842.6393
7068.6948 1975 14.4726 1973 2029 2.079 6.4513 1974.3353 1976.4143
7096.1948 1997 1.2215 1978 2029 2.8045 0.2278 1995.8161 1998.6206
7139.9448 2032 43.6899 1973 3427 1.9836 20.9586 2030.712 2032.6956
7242.4448 2114 1.0744 2110 2140 2.3434 0.0596 2112.1565 2114.4999
7277.4448 2142 2.7874 2140 2146 2.1183 0.5559 2140.5883 2142.7065
7284.9448 2148 5.5312 2140 2172 1.9833 1.8191 2147.2878 2149.2711
7316.1948 2173 1.1624 2172 2176 1.8561 0.709 2172.7402 2174.5963
7323.6948 2179 34.3218 2140 3427 2.2667 15.8647 2178.1761 2180.4428
7334.9448 2188 23.3473 2182 3427 2.4217 11.1317 2186.3325 2188.7542
7341.1948 2193 2.3294 2191 2214 1.7824 0.3216 2192.3948 2194.1772
7369.9448 2216 2.2113 2214 2376 2.5233 0.0372 2215.1475 2217.6708
7402.4448 2242 1.2002 2240 2338 2.1147 0.2043 2241.2676 2243.3822
7467.4448 2294 1.0181 2269 2338 2.2702 0.2562 2292.6115 2294.8817
