Index,Type,ID,zone-0,zone-I,zone-II,zone-III,zone-IV,zone-MYSO,zone-S
7,"Fe, Ni",[Fe III] 4607.12+,0.0026687554976653123,0.01218228097973548,0.00930579069587201,0.003457001973135138,0.0040600557963240465,0.0071883546529775575,0.1300782284777486
35,High Perm,O II 4641.81+,0.011542705711480748,0.027762232748724417,0.005222164964778058,0.0071028620145216735,0.025084237856132917,0.008966425942842063,0.07104550364706959
42,High Perm,O II 4649.13+,0.005984891945162543,0.025128441106469397,0.012019268569727275,0.005681929881963528,0.010548618249446064,0.0057834063536725735,0.04700165476371156
49,"Fe, Ni",[Fe III] 4658.10,0.012435511678114615,0.02800890205660933,0.00101176398710686,0.013024012116270307,0.01907606368425535,0.042949940961148673,0.04777674650690844
71,High Neb,He II  4685.68,0.004952947386325992,0.022033139146236145,0.008001468447433047,0.0007410430868531096,0.009103025863950098,0.008536357074452274,0.11208421072270605
83,"Fe, Ni",[Fe III] 4701.62,0.011372647432121914,0.03322874289443198,0.012243563236748555,0.010923190938007123,0.0245485053028557,0.008093964098173843,0.02373975684251677
91,High Neb,[Ar IV] 4711.37+,0.06054074745174432,0.06340992627531812,0.06781500497678172,0.0883927705347311,0.07752625626350497,0.02627414808010585,0.316969081247403
100,Med Neb?,UIL,0.001795274335504037,0.010407853377853694,0.009244841058094488,0.008660491415528453,0.0038541751043621405,0.011976483052333049,0.05853657465878015
105,"Fe, Ni?",UIL,0.003729687263210755,0.01659845729832019,0.003308346338563877,0.0016997226142625936,0.010882897652523997,0.012743127556853978,0.017104605695739954
110,"Fe, Ni",[Fe III] 4734.00,0.020513279947659155,0.03608533262122821,0.013299210963055232,0.017973892152726028,0.0678985667006842,0.015952070269513365,0.04428083124039509
114,High Neb,[Ar IV] 4740.17,0.009117442750170126,0.0211101185102797,0.006419215850728583,0.013856786264845525,0.028320770884609343,0.004306638253223445,0.014765612028216633
126,"Fe, Ni",[Fe III] 4754.81,0.006386847878192511,0.02060086574561408,0.005714638038020433,0.0012014970437327116,0.010541976936802132,0.006846254416758407,0.013206282916534418
138,"Fe, Ni",[Fe III] 4769.53,0.007055486112944283,0.01389305198603406,0.001450601379105016,0.004100918053458956,0.010798774359034188,0.009021671943722174,0.015680174557062505
157,"Fe, Ni?",UIL,0.0067057071519903205,0.04786180280412078,0.00879868970956303,0.02191473051023856,0.007002157297586129,0.004795777845631199,0.018076328382638694
174,"Fe, Ni",[Fe II] 4814.534,0.007469036928657808,0.028263528438942143,0.009322856594449718,0.0034641965662113813,0.006599250997187558,0.009118564929881138,0.015664169712807704
211,Med Neb,H I 4861.32,0.7263092487393367,1.911273368236775,0.738207384848276,0.9124039047430841,1.127156940615574,0.23756375335380409,1.6541349498287004
227,"Fe, Ni",[Fe III] 4881.073,0.005001259397507478,0.020791835532363686,0.009993302610002456,0.00657945536822494,0.01350621614687732,0.0028260454296364624,0.04033678033474726
260,Med Neb,He I 4921.93,0.021680498137803865,0.038854394529097544,0.01751936388277083,0.016864126170715428,0.017154510559277556,0.06346490593412168,0.14322735123623018
268,"Fe, Ni",[Fe III] 4930.64,0.00931648823623785,0.03903740724139925,0.006531363184239225,0.004649505775522545,0.008766532689990853,0.0115587382918319,0.06894886904969043
289,Med Neb,[O III] 4958.91,1.2379005949836748,2.851123216650528,1.2715679130973239,2.033958227509113,2.2064366583810386,0.2999313887165993,2.094823763572051
311,"Fe, Ni",[Fe III] 4987.20+,0.008873950213815434,0.03768470458525619,0.004110443571716063,0.0038041410890639,0.005919623336625137,0.016294595474970055,0.03224976117342763
328,Med Neb,[O III] 5006.84,2.0098994789375673,4.974571975040567,2.3058564483412445,3.1010117090743265,3.575899677039607,0.5701684769293762,7.482683101477252
335,Med Neb,He I 5015.68,0.045504117091618466,0.12712222137965642,0.07566044235150432,0.10208048386228491,0.05062229874293456,0.08264419259350862,0.1644086194043006
356,Med Perm,Si II 5041.03,0.010435394415201077,0.020290539842145964,0.017916755521080276,0.009836807383494312,0.008611568728299096,0.15201447105247667,0.0352358078301094
360,Med Neb,He I 5047.74,0.0013372764695035453,0.020393981809968667,0.009213147246450178,0.005728694736959112,0.008306068346678202,0.002797997459958867,0.06567930800906642
367,Med Perm,Si II 5055.98,0.00921213429208584,0.016542757777184888,0.004588288731891832,0.007606483529858739,0.013893626051106717,0.009965953589534537,0.015250330168504946
428,Stellar,O I 5131.14,0.0034997220899868797,0.016487058256049583,0.005007622239801181,0.002480335963035044,0.008356985076948351,0.005784256292147651,0.013578967147039111
441,Neutral,O I 5146.61,0.0038707583358606958,0.013813481241555056,0.002074725669946838,0.0021260022540300376,0.005729239040832406,0.02867777408762823,0.012074511787087648
449,"Fe, Ni",[Fe II] 5158.81,0.010717536560500958,0.023091430047806897,0.003956850484516708,0.004198045059988247,0.006807345460030776,0.010040748175341455,0.03007767516741867
475,Med Neb,[Ar  III] 5191.82,0.01295728139887467,0.045554251214229666,0.00233315213412353,0.009730687135619717,0.014015383449578811,0.017970249178587583,0.027670089310231908
482,Neutral,[N I]  5199.00+,0.01730536240520845,0.047726532538506464,0.010729574234354916,0.012432256835749257,0.00932440295208118,0.10024514350467455,0.018787400748816362
498,Med Perm,Si II 5219.31 ,0.006937604805661456,0.030642693698864354,0.0063095065027290445,0.00264401295551959,0.012695976004317561,0.004305363345510826,0.03211486320042286
531,"Fe, Ni",[Fe II] 5261.61,0.00731637097332431,0.032942288214307565,0.0035570208606961655,0.004676485499558459,0.008611568728299096,0.027780239057945192,0.03980176125537242
