Index,Type,ID,blend,wave0,wave,e_wave,d_wave,vel,d_vel,flux,s_n
7,"Fe, Ni",[Fe III] 4607.12+,True,4607.12,4610.2433,0.2718011471929961,1.3284,203.2379847000859,86.44105237267533,0.598223323471593,4.598950419853896
35,High Perm,O II 4641.81+,True,4641.81,4643.6542,0.15602241883822546,1.2336,119.10811753248491,79.67236405384968,0.5691930699454021,8.01166915182929
42,High Perm,O II 4649.13+,True,4649.13,,-0.1787490609087618,,,,-0.3286846272419186,-6.993043732062082
49,"Fe, Ni",[Fe III] 4658.10,False,4658.1,4660.1106,0.20557414587117193,1.0259,129.40098238652752,66.02629455404563,0.2905079959376851,6.0805311616536795
71,High Neb,He II  4685.68,False,4685.68,,-0.028129655090100725,,,,-4.980696100063017,-44.43708947003388
83,"Fe, Ni",[Fe III] 4701.62,False,4701.62,,-2.4442090395480305,,,,-0.0121408175704289,-0.5114128864490015
91,High Neb,[Ar IV] 4711.37+,True,4711.37,4711.7818,0.319276338396739,1.4728,26.203531924760153,93.71676012336115,1.2409668488083,3.9151037821247043
100,Med Neb?,UIL,False,,4723.0751,0.8195293408853483,0.0341,,,0.0892838299656579,1.5252657075701628
105,"Fe, Ni?",UIL,False,,,1.3111137337297498,,,,0.0163073245055962,0.9533879234443694
110,"Fe, Ni",[Fe III] 4734.00,False,4734.0,,-0.9623832240111305,,,,-0.0575145510327948,-1.2988588836680959
114,High Neb,[Ar IV] 4740.17,False,4740.17,4742.7743,0.038642446987965214,0.8525,164.7091767530257,53.91643558036948,0.4776357729369208,32.347847960800706
126,"Fe, Ni",[Fe III] 4754.81,False,4754.81,4758.6344,0.2930343621525775,1.1155,241.1297772939516,70.33267089515668,0.0563341907222221,4.265711334390021
138,"Fe, Ni",[Fe III] 4769.53,False,4769.53,,-0.4760119940029989,,,,-0.0411758914549633,-2.625984251968502
157,"Fe, Ni?",UIL,False,,4795.9851,0.17562303385457637,1.3552,,,0.1286585818635171,7.117517403981617
174,"Fe, Ni",[Fe II] 4814.534,False,4814.534,,-35.98214285714912,,,,-0.0005441647046632,-0.034739454094286755
211,Med Neb,H I 4861.32,False,4861.32,4864.0079,0.020676686872858754,0.8624,165.7599474747949,53.18329502670057,100.0,60.45455965388788
227,"Fe, Ni",[Fe III] 4881.073,False,4881.073,4881.5509,0.262412850892729,1.8551,29.352319803075876,113.9390844668375,0.192143697410023,4.763486223130833
260,Med Neb,He I 4921.93,False,4921.93,,-0.11637398697803261,,,,-1.5384382171170528,-10.741232061044336
268,"Fe, Ni",[Fe III] 4930.64,False,4930.64,,-1.239681652251126,,,,-0.0695227570365412,-1.0083233850643325
289,Med Neb,[O III] 4958.91,False,4958.91,4961.6498,0.020918904421926444,0.7567,165.63546755808954,45.74653562347371,125.1752793382628,59.754563374255625
311,"Fe, Ni",[Fe III] 4987.20+,True,4987.2,4988.8844,0.1260009198559136,1.1176,101.25329167774076,67.18159509560475,0.3199357712061379,9.920562496126362
328,Med Neb,[O III] 5006.84,False,5006.84,5009.5796,0.022779084836286975,0.8466,164.03787976783053,50.69151299877767,410.6114861096929,54.874899891006855
335,Med Neb,He I 5015.68,False,5015.68,5018.1956,0.5588225855586875,0.2072,150.36005234479006,12.384561474735229,0.3677567434929543,2.2368458832963993
356,Med Perm,Si II 5041.03,False,5041.03,5045.9665,0.18340688613937442,1.0469,293.5760090531522,62.259642231885145,0.2401477976904656,6.815447480254917
360,Med Neb,He I 5047.74,False,5047.74,,-0.19549688849204833,,,,-0.4199511084017704,-6.3939636566177
367,Med Perm,Si II 5055.98,False,5055.98,,-0.2800732305418382,,,,-0.068064029803032,-4.4631184407796205
428,Stellar,O I 5131.14,False,5131.14,5135.486,0.9004134329522695,0.1133,253.9197960819359,6.619676230116503,0.0188510170024292,1.3882511680234584
441,Neutral,O I 5146.61,False,5146.61,5150.7758,0.12241779709953705,1.3438,242.65981326282767,78.27698330753643,0.1232920383429819,10.210933619264802
449,"Fe, Ni",[Fe II] 5158.81,False,5158.81,,-0.884452990533561,,,,-0.0425088663407562,-1.4133029266438646
475,Med Neb,[Ar  III] 5191.82,False,5191.82,,1.5125932083604532,,,,0.022866433252917,0.8263953540786514
482,Neutral,[N I]  5199.00+,True,5199.0,5203.0913,0.3167553120576036,0.5022,235.91861577522866,28.958602117253314,0.0741400382000528,3.946263732343283
498,Med Perm,Si II 5219.31 ,False,,5223.9634,0.3074165579983138,1.094,,,0.1305836590648077,4.066144023403113
531,"Fe, Ni",[Fe II] 5261.61,False,5261.61,5260.4147,0.4546294996837742,1.2519,-68.10499543813054,71.32991197945115,0.1094346090691905,2.7494916209121056
539,"Fe, Ni",[Fe III] 5270.40+,True,5270.4,5274.2667,0.7917724079370821,0.3201,219.9467777301054,18.208023263091984,0.0251555331732452,1.5787364998697084
576,Stellar,None,False,,,-0.5811843240773625,,,,-0.0450399181393371,-2.150780652909713
589,"Fe, Ni",[Fe II] 5333.646,False,5333.646,5336.2709,0.25697177817073286,1.6928,147.53982979080578,95.14854808556849,0.1273565864941988,4.864347396037771
623,"Fe, Ni",[Fe II] 5376.452,False,5376.452,5379.0865,0.33730533446907335,1.7276,146.90045230591377,96.33145621699961,0.069682434843004,3.705841183826902
652,High Neb,He II 5411.52+,True,5411.52,,-0.021244658204687628,,,,-2.7291757656111595,-58.838320106472125
669,Stellar,O II 5433.49,False,5433.49,,-0.8286757282297513,,,,-0.0213210116481686,-1.508430810047131
737,Med Neb,[Cl III] 5517.71,False,5517.71,5520.764,0.05436258388003083,0.8468,165.9322738476698,46.00898804656279,0.3614924261500074,22.993756197434283
753,Med Neb,[Cl III]] 5537.88,False,5537.88,5541.0049,0.09291270098419466,0.9427,169.16608016138653,51.032949460190544,0.2756723951857437,13.453488992991787
785,Low Neb,[O I] 5577.34,False,5577.34,,-1.0540141960901865,,,,-0.2135640689234442,-1.185942281078199
809,Deep Neutral??,UIL,False,,,2.8206521739130803,,,,0.0052587345408637,0.44315992292870326
914,High Perm,Si III 5739.73,False,5739.73,,-0.526310114298037,,,,-0.0530103305782289,-2.375025609506251
920,Stellar?,None,False,,5749.5504,0.12226212198361053,1.2467,,,0.0523857725181829,10.22393509714779
926,Low Neb,[N II] 5755.08,False,5755.08,5758.6079,0.21257931415320927,0.7845,183.7746499750157,40.86601459944953,0.0730167042879307,5.880158212849936
965,Stellar,None,False,,,-0.4437034447521982,,,,-0.0850245919004787,-2.8171969696969708
1018,"Fe, Ni",Ni II 5867.99,False,5867.99,5870.8212,0.28330104902544634,1.9803,144.64448765075613,101.17246358248735,1.0727124214936432,4.412267460004089
1023,Med Neb,He I 5875.62,False,5875.62,5878.9654,0.02425245406879044,0.8458,170.69274204139242,43.15535398415827,8.963691364595428,51.5411758519142
1089,Med Perm,Si II 5957.56,False,5957.56,5963.2531,0.30818273014965075,1.6154,286.4844739523649,81.2891077308831,0.1939325452502014,4.056035195070831
1106,Med Perm,Si II 5978.93,False,5978.93,5982.8817,0.18647146670846987,1.5033,198.1441255004634,75.37770171442047,0.0789482646668494,6.703438451279275
1146,Deep Neutral?,UIL,False,,6033.0758,0.40744374115504867,0.8632,,,0.0277282581568725,3.067908213429458
1152,None,None,False,,,-0.25093673439976655,,,,-0.0158653734691537,-4.981335247666963
1153,Deep Neutral?,UIL,False,,,-0.18444752338066853,,,,-0.0198025651558352,-6.776995305164446
1160,Neutral,O I 6046.23,False,6046.23,6059.9498,0.03627732816229555,4.0395,680.2739170141771,200.292022316551,0.1426745731805703,34.45678232993945
1190,Neutral?,UIL,False,,,-0.2649892933618828,,,,-0.0245582903058338,-4.717171717171745
1204,High Neb,[K IV] 6101.79,False,6101.79,,-0.1486080679239373,,,,-0.1168719455612142,-8.411387197630432
1268,Deep Neutral,UIL,False,,,-0.07578990465392207,,,,-0.0167807773671666,-16.49296176988017
1300,Deep Neutral,UIL,False,,,-1.076802741358763,,,,-0.0076731796170168,-1.1608439986163928
1312,Deep Neutral?,UIL,False,,6243.7311,0.39751582170340427,1.3899,,,0.0431020765486179,3.1445289262792007
1322,Deep Neutral?,UIL,False,,6252.4761,0.04963998384450406,1.0093,,,0.1067435208701706,25.181313594210504
1332,Deep Neutral?,UIL,False,,6264.8989,0.13725559440429785,1.3651,,,0.1221865705765796,9.107096912334372
1339,Deep Neutral,UIL+,True,,6274.7433,0.18751175782547214,1.0221,,,0.6413120004109213,6.666248636863861
1363,Low Neb,[O I] 6300.30,False,6300.3,,-0.22043939767958518,,,,-0.5557339206531953,-5.670492721164616
1372,Med Neb,[S III] 6312.06,False,6312.06,6315.4307,0.07119972448569901,0.9066,160.09202038327365,43.05913480271099,1.4948001141200058,17.55624771063646
1401,Med Perm,Si II 6347.11,False,6347.11,6360.4051,0.034912890543214385,3.0636,627.9662253144946,144.7027346822097,0.3191764600130534,35.803394693223076
1414,Low Neb,[O I] 6363.78 ,False,,,-0.16912402428447507,,,,-0.1898083072366726,-7.39102564102565
1420,Med Perm,Si II 6371.36 ,False,,,2.122544752148778,,,,0.0061615870050589,0.5889157336892665
1470,Deep Neutral?,UIL,False,,6437.6138,0.08483847254961877,1.2075,,,0.1248463930205901,14.733881486007695
1484,Deep Neutral?,UIL,False,,6456.2258,0.2565354903737624,0.94,,,0.079846038489261,4.872620151616441
1490,Deep Neutral?,UIL,False,,6461.8594,0.12419290709330859,1.2258,,,0.1368792421627639,10.064987037148992
1498,Deep Neutral?,UIL,False,,6470.6477,0.3196446089150786,1.1763,,,0.1792532732733068,3.9105930935068356
1512,Deep Neutral?,UIL,False,,6488.3457,0.2467848999874781,0.6291,,,0.0389236317184384,5.06513972314929
1524,Deep Neutral?,UIL,False,,6505.6596,0.053262178138703056,0.4614,,,0.0512445724603413,23.46881114671661
1547,Deep Neutral?,UIL,False,,6537.2304,0.31260922834721594,1.9689,,,0.2122140788578173,3.9986023656717564
1561,Low Neb,[N II] 6548.05,False,6548.05,6551.8498,0.06271048278937562,0.7545,173.96803352270265,34.5436289522835,1.6644771332875887,19.932871577441823
1573,Med Neb,H I 6562.79,False,6562.79,6566.5104,0.010673851083118956,0.8607,169.95025907323657,39.31732824006254,302.56294103557764,117.10862277036222
1590,Low Neb,[N II] 6583.45,False,6583.45,6587.3047,0.023148319407878384,0.9253,175.53258365333676,42.135652490320425,5.921506205414894,53.99960048825706
1603,Neutral?,UIL,False,,6604.2557,0.09246368666698242,0.32,,,0.0381732535982138,13.518820685811555
1616,Deep Neutral?,UIL,False,,6619.3008,0.2333496571988159,0.6519,,,0.0116721042743954,5.356768100734724
1626,Deep Neutral?,UIL,False,,6632.1069,0.2725413508809601,1.7008,,,0.0437497243309547,4.5864599847308005
1632,Deep Neutral?,UIL,False,,6640.9382,0.20433663719440084,1.4425,,,0.0628285346913092,6.117356227267168
1640,Deep Neutral?,UIL,False,,6651.0261,0.23190662890561828,1.6096,,,0.054730704143885,5.39010034296487
1648,Deep Neutral?,UIL,False,,6660.702,0.46968379419256556,0.0972,,,0.0034258334417398,2.661364976726263
