Index,Type,ID,flux,wave,dwave_nn,dwave_mean,wn,dwn_nn,dwn_mean,mutual
3720,Neutral,Ca I] 9244.31,0.1869626662399975,9249.1502,39.979199999999764,90.29303636363625,10811.80409417505,46.93661115010764,188.3818726778436,True
3687,Neutral,Ca I] 9204.09,0.3250381463011846,9209.171,39.979199999999764,313.70244999999977,10858.740705325157,46.93661115010764,393.38780203385704,True
3218,"Fe, Ni",[Fe II] 8616.95,0.1376955575628269,8621.7453,492.04140000000007,539.7335499999999,11598.579698242764,701.9912979530473,720.9151454353268,False
2825,Neutral,Ca I] 8125.31,0.1315075804950169,8129.7039,125.34930000000077,308.6953500000004,12300.570996195811,192.62864291063124,447.30997043183925,True
2724,"Fe, Ni",[Fe II] 7997.03+,0.2737902560078432,8004.3546,125.34930000000077,306.1277,12493.199639106442,192.62864291063124,500.90739002098053,True
2334,"Fe, Ni",Fe II 7513.1762,0.1850613538712466,7517.4485,60.968400000000656,273.93724999999995,13302.385776237772,108.76783228590466,458.97698470861724,False
2285,"Fe, Ni?",[Fe II] 7452.54?,0.0489760047494561,7456.4801,40.88119999999981,50.92480000000023,13411.153608523677,73.93388724149736,91.35085976370101,False
2252,"Fe, Ni",[Ni II] 7411.61 ,0.1551180213942263,7415.5989,33.81580000000031,37.34850000000006,13485.087495765174,61.774914754580095,67.85440099803873,True
2225,"Fe, Ni",[Ni II] 7377.83,0.3785464479689976,7381.7831,33.81580000000031,128.36049999999977,13546.862410519754,61.774914754580095,241.79104570287018,True
2047,"Fe, Ni",[Fe II] 7155.14,0.2768534342720266,7158.8779,222.90519999999924,355.46129999999994,13968.669587170914,421.80717665116026,721.8536983893591,False
1657,"Fe, Ni",[Ni II]  6666.80,0.1955823172850075,6670.8605,296.1806999999999,392.09905000000026,14990.569807298472,696.4926236647261,859.196421896142,False
1420,Med Perm,Si II 6371.36 ,0.8583107940273973,6374.6798,24.278199999999742,160.22944999999982,15687.062430963198,59.97315809308748,378.2328908789068,True
1401,Med Perm,Si II 6347.11,0.7170263712535508,6350.4016,24.278199999999742,196.29869999999983,15747.035589056286,59.97315809308748,514.7622109011581,True
1106,Med Perm,Si II 5978.93,0.7038106779045531,5982.0824,21.02050000000054,194.66985000000022,16716.586852765515,58.94772103248397,514.2494923708564,True
1089,Med Perm,Si II 5957.56,0.5489506128375132,5961.0619,21.02050000000054,56.083050000000185,16775.534573798,58.94772103248397,159.71559531317325,True
1018,"Fe, Ni",Ni II 5867.99,0.0826467424089338,5869.9163,91.14559999999983,290.9441499999998,17036.01804339186,260.48346959386254,907.3407943869406,False
623,"Fe, Ni",[Fe II] 5376.452,0.1002026465809206,5379.1736,42.78009999999995,266.76139999999987,18590.21616257188,149.03160841801946,851.6148637990191,True
589,"Fe, Ni",[Fe II] 5333.646,0.17872081284716,5336.3935,42.78009999999995,52.85665000000017,18739.2477709899,149.03160841801946,186.33240666084384,True
539,"Fe, Ni",[Fe III] 5270.40+,0.2250696577701481,5273.4603,9.150399999999536,36.04179999999997,18962.880975893568,32.9611951761799,128.29720003992406,True
531,"Fe, Ni",[Fe II] 5261.61,0.497936880594056,5264.3099,9.150399999999536,25.26384999999982,18995.842171069748,32.9611951761799,91.72536144594778,True
498,Med Perm,Si II 5219.31 ,0.0714428534304472,5222.9326,41.377300000000105,51.502050000000054,19146.331698785463,150.48952771571567,189.5498641616141,False
449,"Fe, Ni",[Fe II] 5158.81,0.5203004617503251,5161.3058,61.6268,82.15419999999995,19374.941899392976,228.61020060751252,310.94453777538183,False
367,Med Perm,Si II 5055.98,0.9776221823742732,5058.6242,15.055000000000291,58.86830000000009,19768.220774336227,59.00792711590839,226.14340102957976,True
356,Med Perm,Si II 5041.03,0.4814846215319588,5043.5692,15.055000000000291,34.8108500000003,19827.228701452135,59.00792711590839,137.93309747636158,True
311,"Fe, Ni",[Fe III] 4987.20+,0.2216087082996279,4989.0025,54.56670000000031,55.07079999999996,20044.08696928895,216.85826783681478,221.32712485168122,False
268,"Fe, Ni",[Fe III] 4930.64,0.0331705488668938,4933.4276,49.916699999999764,52.74579999999969,20269.882951155498,207.1881658558268,216.49207386118724,True
227,"Fe, Ni",[Fe III] 4881.073,0.4347426800642468,4883.5109,49.916699999999764,58.21199999999999,20477.071117011325,207.1881658558268,244.95527185254105,True
174,"Fe, Ni",[Fe II] 4814.534,0.3466295583528447,4817.0036,45.17870000000039,55.8430000000003,20759.79349486058,196.5496433798835,239.6360106145694,False
138,"Fe, Ni",[Fe III] 4769.53,0.0839637220760682,4771.8249,14.65979999999945,29.91924999999992,20956.343138240463,64.57959576344729,130.5646195716654,True
126,"Fe, Ni",[Fe III] 4754.81,0.1728077908760379,4757.1651,14.65979999999945,17.90764999999965,21020.92273400391,64.57959576344729,79.2394631547013,True
110,"Fe, Ni",[Fe III] 4734.00,0.0416261617862137,4736.0096,21.155499999999847,26.571950000000015,21114.822064549866,93.89933054595531,118.7424299537197,False
83,"Fe, Ni",[Fe III] 4701.62,0.2526807590715527,4704.0212,31.988400000000183,37.78500000000031,21258.40759391135,143.58552936148408,171.19062152613697,False
49,"Fe, Ni",[Fe III] 4658.10,0.7177713423269573,4660.4396,43.581600000000435,47.44889999999987,21457.20330760214,198.79571369078985,218.8459645239127,False
7,"Fe, Ni",[Fe III] 4607.12+,0.0687294248487587,4609.1234,51.3161999999993,95.96153636363601,21696.099522959175,238.89621535703554,284.36167478130756,False
