Index,wave0,sig_wave0,flux,sig_flux,Type,blend,I / 0,E(I / 0),II / 0,E(II / 0),MYSO / 0,E(MYSO / 0)
2503,7724.529093670327,0.551887254494122,0.0197113005620464,0.000164260838017,Deep Neutral?,False,0.8880978568754266,<,0.1377847114053765,<,0.525387724518592,0.01511455410611974
2516,7739.725320755499,0.2313506628573905,0.126787246741533,0.0223085542831631,Deep Neutral?,False,3.2196462253109965,1.2159047124767515,0.9780008405577736,0.349804564821813,0.3067835345837481,0.09692149785363788
2538,7768.6322227723,0.2322147285271122,0.1496242311095108,0.0104663141023572,Deep Neutral,False,0.269624559816973,0.05011120756655014,0.1599261537654376,0.026435931305908694,0.1450625923163286,0.01914753622725238
2549,7781.955318906067,0.23261297355443816,0.1244697186144232,0.0135350930526052,Deep Neutral,False,0.6974758483931697,0.20803651684730332,0.3380481641464616,0.07307832802533953,0.5674399560337562,0.08903406954296009
2556,7790.211107095207,0.23285975002140735,0.131150091325151,0.0253367511440187,Deep Neutral,True,1.803019084393989,<,0.661321399566708,<,0.6779932241527528,0.1592327461496528
2565,7804.485460319758,0.40841592369620616,0.2239313883399286,0.0013720611175542,Deep Neutral,False,0.1569211125360718,<,0.0823547607353131,<,0.7771609223127747,0.015964418943409255
2594,7837.585069440521,0.2342758206358745,0.2611852334789329,0.0060216090736604,Deep Neutral,False,0.7847532345309013,0.10697088562759755,0.2784207852191184,0.031233435076551696,0.5355959298215511,0.01770019320977995
2602,7847.601652694321,0.23457522960444843,0.2078170148178349,0.037747140576319,Deep Neutral,True,0.9488742735560842,0.4475394892155746,0.4100360582057815,0.18241251924026336,0.247018195612123,0.06144590425153957
2614,7862.4522770247195,0.5617413240522157,0.0684426600005882,0.014657864192462898,Deep Neutral?,True,1.0199401094409537,<,0.6146020918557635,0.18149265080804247,0.4329314507527067,0.14365024053101486
2636,7890.363447333653,0.4129099979782042,0.1335498587492066,0.0061201655764707,Deep Neutral,False,0.3949048687481072,0.10523916866613829,0.3040046099382631,0.05322586137524951,0.2895776222959326,0.03219481845931622
2657,7915.903570865768,1.107737979073391,0.0701355233769043,0.0139428464269769,Deep Neutral?,True,1.413568674903805,<,0.5706165305143096,<,0.5693899865739672,0.15075463469153402
2665,7926.478235606745,0.5663157272384426,0.0804452960585167,0.0029025856317837,Deep Neutral?,False,1.9589692270637489,0.344328916841947,0.5722403257378887,0.06985520534478137,0.4386129156482713,0.06418042220147566
2692,7959.352873125137,0.2379156219117129,0.2566732318155332,0.0421686558396486,Deep Neutral,True,1.6585660059218932,<,0.5259361692213594,<,0.6063598636661043,0.13717891562418244
2731,8008.664829402726,0.23938962173713582,0.1639168564974418,0.01865809871829,Deep Neutral,True,0.499316967882315,0.22693952563746583,0.2473281999812448,0.056531071810859354,0.1774265036658666,0.02719008561921897
2736,8015.597972462697,0.23959686258563306,0.1081612564037795,0.010052763286643698,Medium Neb??,False,3.343310919654693,0.8143939183755405,0.9520862777734344,0.1813328557617534,0.3120046050484972,0.036765352967878744
2754,8038.2083680730575,1.124853102783086,0.0874489314125779,0.009210201811638499,Deep Neutral,False,0.1490292585055636,0.07588004940328325,0.0802113911516979,<,0.1939953304692273,0.06079905786407473
2779,8068.846182209558,0.5764873576674062,0.0282547966193805,0.0013392089499507998,Deep Neutral?,False,0.3137230486692263,<,0.161526870579218,0.04815591392189777,0.4578961810248049,0.04213240722272175
2790,8082.915052708888,0.5774925231887673,0.0795293003265157,0.0017624221679006,Deep Neutral,False,0.4623408086426772,0.08248146258559617,0.2816598509483717,0.013486816093169988,0.6207982580873329,0.04926629763431643
2844,8150.676479354073,0.24363453844775998,0.2902005887649528,0.006703774671543,Deep Neutral,False,0.0599658391170698,0.03208298988947874,0.1783623892924148,0.017912463476010713,0.3133167943384375,0.03386041964041159
2877,8191.593726728484,0.5852571874549534,0.091142433600675,0.0019749950170991,Deep Neutral,False,0.2144573684025986,0.09026632239220783,0.1671644773357041,0.03409976771651158,0.567181113842236,0.014713735906898203
2889,8206.757272465822,0.5863405632211517,0.0382148008445557,0.001698650313141,Deep Neutral?,False,0.2740171279717301,0.16224454806008204,0.076747660724029,0.02145353990705043,0.9242169939945352,0.1641152385645305
2937,8266.469692905564,0.43259198476313065,0.2333860827345981,0.0115253133874554,Deep Neutral,False,0.2441869355319838,0.025513050651581583,0.240065834851946,0.04838611148364411,0.3668400416097506,0.028572660123027553
2942,8272.504748529333,0.4329078047911992,0.2241580694798609,0.0043983254979625,Deep Neutral,False,0.0882115466506054,0.022501155210721106,0.2792135218964513,0.04064545000981219,0.1097202064169279,0.023629522235350264
2951,8283.327771525257,0.24759966164023228,0.1733130688524741,0.019678448394443,Deep Neutral,True,0.7029461537520959,0.35781934679527655,0.1259314233351219,<,0.2007622931409826,<
2954,8287.051846091006,0.24771097917200643,0.1172393291719999,0.0,Deep Neutral,False,2.0933511675715843,0.0,0.7600703156325865,0.0,4.965390407026979,0.0
2963,8299.165132697148,0.24807306138675855,0.2949338872430648,0.020068809444789396,Deep Neutral,True,0.9702162450892836,0.17858644000648763,0.8717234826106075,0.10438860631355686,0.9230814126738311,0.08020381413794354
2967,8305.141621746508,0.4346157224738344,0.2279735452020157,0.0,Deep Neutral?,True,0.0584365297154571,0.0,0.5088173833555044,0.0,0.3023245113754583,0.0
2987,8328.994008517531,0.5950738977506546,0.093533986127805,0.0088604228506846,Deep Neutral?,False,0.820854691714746,0.17128573806311614,0.1730210428600203,0.11722002806481295,0.3174525309581051,<
2991,8333.955376924832,0.24911298796418646,0.7001470614228108,0.0437011128343254,Deep Neutral,True,1.2730509178805518,0.3031741836717058,0.7199951515775111,0.095091242474391,0.7099017219329713,0.053330043646230556
3034,8387.142721409215,0.25070282828695456,0.1064139683087893,0.0002705472626163,Deep Neutral?,False,0.1861142725488246,0.042399905363475876,0.0307457433257562,<,0.2312463682240257,0.049695189434164976
3045,8400.564361301283,1.1755605794533537,0.0215737071269415,0.0026339708496145994,Deep Neutral??,False,0.8214353955886414,<,0.2019559927270108,0.14601023844113378,0.1782312415582737,0.1603311939405
3091,8459.250467487478,0.25285822452661466,0.6381573790654906,0.0569482663002889,Deep Neutral,True,0.5609145302663797,0.13278067459023188,0.4636637168708852,0.08307145664895105,0.4447936521217002,0.05903392817272872
3104,8475.215955533751,0.2533354541554804,0.156823753682595,0.0106614946275304,Deep Neutral,False,0.180682164262828,0.029284693192543135,0.342138941422212,0.07482636157480992,0.2256313210654651,0.0282078823717432
3122,8497.68293299689,0.25400702193251257,0.131683082637154,0.011053788158324099,Deep Neutral,False,0.0990985465499324,<,0.0200692164939306,<,1.105549276016158,0.101250256167753
3142,8522.537347882242,0.25474995338296585,0.1491197905118645,0.0022223525143483,Deep Neutral,False,0.0998066141077472,0.026532197348482684,0.2130595707683117,0.006306757139325038,0.3976654220450668,0.013569556677262982
3164,8550.063537910266,0.25557274773870925,0.2882101339042756,0.0196861783162321,Deep Neutral,False,0.3269960999783356,0.06749571721894575,0.0971184159063803,0.041091702354986125,0.1749773639016638,0.017795854732489385
3172,8560.312688431377,0.25587910845159206,0.1660882728005427,0.0037606069503669,Deep Neutral,False,0.2064666540211667,0.031673573454609784,0.2080304439546615,0.015637336418241814,0.4445560429406571,0.013351733970144322
3213,8610.902615335133,0.2573913085152952,0.1070835965023559,0.0032040525815560995,Deep Neutral,False,0.1438048770362786,0.05343399910340866,0.1920468937497952,0.021397823362567972,0.4108002354514888,<
3221,8620.309946306372,0.6158872769414203,0.0692126139457544,0.005965567140689899,Deep Neutral,False,0.9596461679630268,<,0.4236356078901979,<,0.095500044615825,0.024701246655141403
3244,8649.961023601381,0.25855881618101545,0.2499276028824008,0.030718709189636303,Deep Neutral,True,0.362524549805455,0.131709934602478,0.4452411866600683,0.08981980697784732,0.2957281200813551,0.05075947742156286
3252,8659.511972605764,0.25884430672383296,0.5215184071396124,0.027835448362325196,Deep Neutral,False,0.6715071738815183,0.0412755309868834,0.4566780359131897,0.049424506130960874,0.1099057253396552,0.031158100753906494
3263,8674.438553585564,0.6197545532632072,0.0668242362057481,0.0299573118934161,Deep Neutral,True,3.792129911757837,<,0.971774141174804,<,0.632484871995016,0.4459291861786687
3272,8685.173227005082,0.4545031269522678,0.1326099662435154,0.0054418649394826,Deep Neutral,True,0.3006244153598755,0.13324212538856048,0.0968634731790322,0.031153596800813504,0.610559283715926,0.1629597620962188
3278,8692.433183543395,1.2164042022199264,0.0663021864265118,0.0062844264144876994,Deep Neutral??,True,0.7392883098688913,0.09018012444261334,0.4088693382719463,0.04608257556257899,0.9670693034933407,0.11919662166199668
3280,8695.063382414814,0.6212281162492426,0.0148504517557764,0.0008908734861866,Neutral?,True,4.266998716088671,0.45787836356574513,0.2828101205498998,0.04465719417299258,6.914059457708573,0.5355999363598372
3315,8738.454817700494,0.6243282638178492,0.089125084096626,0.0031982551402144,Deep Neutral,False,0.1504071741020277,0.07290411054285924,0.1196384623745581,0.017764940318182112,0.38355293995976,0.023370676618601836
3355,8789.187862922596,0.26272049120559604,0.2665354332078136,0.0079405621577891,Deep Neutral,False,0.0228082428104631,<,0.0967564065537117,0.008670551017620962,0.3119114634461548,0.010984695931903602
3372,8809.888648401246,0.26333926515992634,0.1095894354426903,0.0049645422690095,Deep Neutral,False,0.3071090782591125,0.16258634866697413,0.1182212457817941,0.029517491949369923,0.3829617772830982,0.028915847453060157
3397,8840.384443591958,0.6316107351119179,0.0143880648084528,0.0007111528045913999,Deep  Neutral,False,0.9951276591051256,<,0.832725105719025,<,0.1796559874426088,<
3405,8850.657580423405,0.26455790265110724,0.3169308275838872,0.0101841719570573,Deep Neutral,False,0.1878744207066289,0.0440925123525364,0.2156710691509099,0.013509124765123752,0.3745300931292529,0.024972480977371557
3412,8859.097163715505,0.4636047270033694,0.3499722089986879,7.729921789037834e-05,Deep Neutral??,False,0.4502924957714506,0.01123217439159614,0.4225643045800301,0.004354891523130291,1.3972616674688596,0.001892912101866192
3435,8888.485391026405,0.2656886261192875,0.1234236612055671,0.015428923890919502,Deep Neutral?,False,0.1934088092229132,<,0.1301129005958936,<,0.2429194239158086,0.046350197035368364
3439,8893.680226187655,0.26584390663741747,0.2813324359924792,0.0533577176292809,Deep Neutral,False,1.2246768573933535,<,0.4871075924663128,<,0.5315400255413322,0.11436512927759222
3481,8945.950594016442,0.46814984713241486,0.2118533938045966,0.0221520233669351,Deep Neutral,False,0.682299861036679,0.28201988225678465,0.4673287055799087,0.14042838049530684,0.4182739949574918,0.10766134656741919
3539,9019.356499198739,0.47199124586679797,0.3216889384289269,0.0258681832670151,Deep Neutral,False,0.1510243286953485,<,0.0837381055370184,<,0.1644239486392756,0.021741423102793967
3548,9029.229364476438,0.2698956502966869,0.3990548512482545,0.019634001344156105,Deep Neutral,False,0.2294779635871535,<,0.1399082450712077,0.05698311133179108,0.4695297158626852,0.0632710201902551
3552,9034.710636160296,1.2643019223285565,0.0452374347898966,0.0071424477330709,Deep Neutral??,False,1.456768954375572,<,0.7205507216491951,<,0.6382415389492777,0.32896076532658414
3564,9049.92865081069,0.4735911147631473,0.1360200699800271,0.0087869885936887,Deep Neutral,False,0.0801477441475224,<,0.1357343229329882,0.03005506180594555,0.3539237887579927,<
3570,9057.17871299599,0.4739705172054119,0.2794714573217683,0.003016601978172,Deep Neutral,False,0.1023848373957752,<,0.068750361833424,0.017210139712411886,0.1870177265591349,<
3591,9084.10774383958,0.6490238073392107,0.085914215724261,0.0150559551645984,Deep Neutral?,False,0.5564399660752023,<,0.4527262516012191,<,0.9708965062360124,<
3603,9098.841634793007,0.4761507763366672,0.2891130322045797,0.0109610290968556,Deep Neutral,False,0.9313371141293598,0.053909238236444765,0.4823026239641376,0.028204674930760388,0.3270850626371573,0.2036264184002425
3615,9113.602110573722,0.6511310639606256,0.0956301972386102,0.0015266595533349,Deep Neutral,False,0.2478536670583765,<,0.0332882504917809,<,0.0911095756534334,<
3640,9145.25074780501,0.47857940803251536,0.1736188408660268,0.0156994711535358,Deep Neutral,False,0.1225231255297682,0.057660652179256325,0.191957775331252,0.06835942307335888,0.3168366417301603,0.12101549642129117
3649,9155.283022103491,0.6541090013274258,0.0915432932525886,0.0088720177333681,Deep Neutral?,False,0.3145478164375737,0.09364213508779988,0.3071838414614571,0.06971787197790356,0.1623895183710487,<
3654,9162.896676776316,0.6546529670401701,0.0334484751410709,0.0062013297552556,Deep Neutral?,False,0.5819870311250133,<,0.3887194726393211,<,0.4158718258858537,<
3699,9217.034278921883,0.6585208860098191,0.0421163659398913,0.0081685948505657,Neutral?,False,1.2319729163770394,0.48904716578817664,1.179989853810503,0.3458723747347167,11.27765495900598,3.3432901763481175
3736,9264.376659291918,1.2964409919935778,0.0403712281064441,0.0044775571963001,Deep Neutral??,False,0.440662807237423,0.24565215361050075,0.2341376960174549,0.05143204462594494,0.4453801440790287,0.15100858797854358
3762,9297.368030187285,0.2779106709180964,0.2498465320652809,0.005631248023314,Deep Neutral?,False,0.501157740622328,<,0.1890306618652842,<,0.7861385165496396,0.05928898038303045
