Index,ID,I / 0,E(I / 0),II / 0,E(II / 0),MYSO / 0,E(MYSO / 0),III / II,E(III / II),IV / III,E(IV / III)
498,Si II 5219.31 ,3.732561077160374,1.5652665366029657,0.3567553773280939,0.18463547904171423,1.7653368628172081,0.5366646977400232,1.5106206901579395,<,2.257838402829264,>
531,[Fe II] 5261.61,,>,0.28074310987708256,>,8.92886648669048,>,0.9518845993066356,<,,>
539,[Fe III] 5270.40+,0.7838233988117597,0.6827934269480073,2.349015196062682,0.5063137402733109,4.831966221296322,1.3124163618925258,0.4887775122995048,0.06750429549465618,1.3508811844158952,<
576,None,,>,0.33625270352428094,>,10.023666770211223,>,1.7353669021781424,<,1.3155032890065723,>
589,[Fe II] 5333.646,2.926782389659309,1.127487288146255,0.43486208331254356,0.25072749643089504,4.003471823267128,1.2348654106460986,0.47945153393123024,<,4.796191106670952,>
623,[Fe II] 5376.452,2.4868704254280676,1.1609659664682677,0.9049072370623309,0.500424014595088,3.151510580053999,1.0460022920002914,0.2600983425246469,0.14741628094436068,1.466131961421294,1.5411773786957947
652,He II 5411.52+,,>,,>,1.3725911614048452,>,,>,,>
669,O II 5433.49,,>,0.970748993983197,>,4.137924680486359,>,0.3878363367186765,<,,>
737,[Cl III] 5517.71,0.777749397724626,0.06110183454848928,1.2170952293361443,0.08311325801509636,0.7203455896932318,0.05901362517510278,1.1005826052992926,0.08207912958644954,0.6629892765300985,0.04529683919997351
753,[Cl III]] 5537.88,0.832135598651381,0.06473781092531701,1.1504131293934234,0.060068680483892335,0.7349909716611408,0.07544444935574504,1.1062392000171808,0.059841936218007256,0.605069966177555,0.034690576488777866
785,[O I] 5577.34,,>,,>,0.11292893338634853,>,,>,,>
914,Si III 5739.73,1.4899043931191647,0.714726418617785,1.6269428478441859,0.5233328718522058,1.157990102072704,<,1.0657209229114477,0.27795342437599013,3.524980296088249,0.5503769268487237
920,None,0.7242771847696035,0.1743049020994976,0.7876090345611108,0.23724108840326605,1.7354678984987846,0.42713665271872664,0.30559840720423487,0.06528196185399632,3.0028693848489625,0.3209657447791277
926,[N II] 5755.08,0.12054997890318335,0.08795394754539398,1.2216970650668617,0.11151879036682051,2.1091661232242003,0.16956927793851925,0.241284752293623,0.041305071730759146,0.4615700481486006,0.22739593762995602
965,None,,>,0.25619285785407264,>,,>,0.8677097054038603,0.8515253918448134,2.2822760247301725,2.1451778555834213
1018,Ni II 5867.99,1.8352360142574708,1.2772067953472186,1.0736108337092172,0.8549999416458185,0.429486215165652,0.36188052926072856,0.7450420385400975,0.6132199694310533,1.3222274668663243,1.0214132017876973
1023,He I 5875.62,0.9284265816262836,0.04531689624111418,1.044463809627932,0.05406320496187967,0.6409297293226219,0.035026919647058855,1.0198490298443248,0.05204231279626299,0.8669413941756429,0.046634218202893776
1089,Si II 5957.56,2.587552582985368,0.8784420699102112,0.47650928029407086,0.12022298808433579,14.47212171536092,3.0374363776993145,0.4509925766486603,<,0.5237692146880749,>
1106,Si II 5978.93,4.506175348622413,0.7079852690461633,1.5241580969211612,0.15183669952665227,29.728704173931998,2.6330658849517747,0.3760257481166754,0.07245509437555277,0.8026662631579015,0.3223512444894789
1146,UIL,0.8067956782960202,0.2783544695494928,0.6628879924854079,<,0.5664094244809422,0.10944291146839161,,>,,>
1153,UIL,0.47755904753361567,<,0.4535179332868039,<,0.621761778348098,0.14597441811223902,,>,2.9391790940493463,>
1160,O I 6046.23,1.9918467594683131,0.16166437960793337,0.877261350257392,0.47065443350799496,29.65297392822015,1.5655500268029512,0.07328631543641266,<,,>
1190,UIL,1.655362232816743,<,1.8545997498720228,<,1.587016537833868,0.7719142568089383,,>,,>
1204,[K IV] 6101.79,1.2744563732973015,1.2875339088642141,1.0309431100803883,0.8310497113386693,2.872137452791609,<,0.5521043715626268,0.30425674749204995,15.632296699349592,6.421326722255048
1300,UIL,0.25352633612962866,<,0.5433398709555494,<,0.6469331124194146,0.08354545607085527,,>,,>
1312,UIL,,>,,>,,>,,>,,>
1322,Fe II 6248.91,4.563766087584215,1.068484249503516,0.5927202668082535,0.4438232790326556,2.529091486375232,0.46711938715289836,0.5961645749096034,0.44413941342436697,4.992220024678184,<
1332,UIL,2.1986634982907645,0.29708825322477167,0.4539274983805264,0.10180843302574635,0.5285822242106506,0.3176379358431232,1.2360433359906933,<,0.3943729289124939,>
1339,UIL+,0.8767439190136257,0.4799310390132558,0.4809606383941948,0.23382099536957565,1.0710853759539272,0.4137372593740784,0.9894011408620923,<,0.5329839045888889,>
1363,[O I] 6300.30,0.40138464972396737,0.27481829380279593,1.118329388986633,0.0566490629712648,1.6258309048744757,0.083586323142156,0.05487800747918451,<,,>
1372,[S III] 6312.06,0.5518009593687695,0.04588341250707638,1.3354805567702497,0.12298473304139214,1.120263736257099,0.07781673425761738,1.0068549627792698,0.10316481893995386,0.43617326071377865,0.04024648389792403
1377,Fe II 6317.99,1.789542535559547,>,,>,0.9081292980349824,>,,>,,>
1401,Si II 6347.11,2.699004854132765,0.4334028685033137,1.1059609829574693,0.08670150345412585,26.168434052179634,4.052045764925187,0.6352111637180814,0.14621801059964087,0.3985117958724288,0.36547004280123846
1414,[O I] 6363.78 ,0.5324770920945014,0.1756671323311095,1.155552585314462,0.05639227480709111,1.697594126790802,0.10333696761243258,0.04661164335230466,<,,>
1420,Si II 6371.36 ,2.152252545958186,0.4741450287805775,3.871486432644174,0.8561258119264297,39.47769743345741,7.145540397223973,1.5895745113777178,1.4014146133302217,0.6928991939987185,<
1430,Fe II 6383.73+,,>,,>,1.8147939833235682,>,2.1148674210660463,>,1.7011706313317705,0.8343777425262672
1470,UIL,0.8534325329866531,0.37308798060249826,0.1333024801820653,0.11596319759607526,1.0514296773062675,0.20723375435906086,0.43645216012983384,<,,>
1484,UIL,3.2833220293684118,<,0.6278539568345048,<,1.187438960798378,<,,>,,>
1488,Fe II 6455.8427,,>,0.9922714388722668,>,8.652128630101947,>,25.593410240699505,<,,>
1490,UIL,0.1887005219704029,<,0.373889517917539,<,1.892734840481579,1.2894851734870696,,>,,>
1498,UIL,2.1708541859223054,0.6638004607420673,0.32623718349057984,0.12837231364542478,1.1653865295339045,0.5981830383735383,1.3188122283623491,0.47030374186722507,1.297175698291003,0.30229815621016237
1512,UIL,1.7058966740251007,1.3082967264257637,0.33672283135049524,<,0.6535274610041525,0.5954358143533182,,>,,>
1517,Fe II 6493.04+,,>,,>,2.291144043328402,>,,>,,>
1524,UIL,1.0110353350049843,0.17607273095493706,0.3370557073627696,0.016184726310062434,0.2990867849265654,0.029283783388615064,0.4674411961929423,0.15466600588021442,2.3901113187018708,0.8292259553843335
1536,Fe II 6517.03,0.06184274280828358,<,0.4226094739159174,0.3394731279448826,3.198655844626428,2.255343083670053,0.10814515036063918,0.11215397892902657,2.3645781464793183,<
1547,UIL+,2.0893496790315607,0.23831609272969556,0.43142303262408555,0.09268715167308954,0.2718681359097337,0.1408803232337797,0.44987242328227284,0.15585789177950135,2.2821991362621525,0.792284589216652
1561,[N II] 6548.05,0.24511669053722257,0.21213261316901258,1.2227911691629614,0.08729069212576877,2.1805561108521356,0.1565522790173757,0.25543495582297815,0.0400407888063346,0.5578272398804257,<
1573,H I 6562.79,0.9370274298215789,0.0446429349196573,1.0528027339892798,0.05296623698946194,0.9967225028696552,0.05540151511096421,0.9993167520278707,0.048978752754755446,0.83055542437053,0.04356342422417939
1590,[N II] 6583.45,0.4786263285378807,0.040470496530022416,1.287113081757457,0.06074085769718622,1.4950667953475911,0.05151375709505217,0.2698951413736328,0.013873522422171342,0.507104850098956,0.06769367524793529
1616,UIL,1.541889815326336,0.7832483838184351,1.2568033942281096,<,0.6303395484944747,0.22040601179655783,0.13947412998113354,>,3.1745870991505445,<
1626,UIL+,0.6426812938988069,0.6205518649252068,0.35223022913840396,0.20138832484926478,1.8562804776263377,1.0192746845011456,1.219343524869743,<,,>
1632,UIL,0.5373861639547362,0.10760675352414953,0.2641209555425062,0.08000548550383511,2.6396493102921252,1.0973872044071025,0.24443663138553995,<,2.7589332214910267,>
1640,UIL,0.6786649988775274,0.18554706103393753,0.20817603130849102,0.059628170059472525,0.5481331632599593,0.04083694706198288,0.6418551728137244,<,,>
1648,UIL,0.5837635506918171,0.44228122797143615,0.545020132616846,0.08228271791369261,0.2702590843122017,0.06635397548200134,0.05698882306590299,<,,>
1657,[Ni II]  6666.80,1.979625905056861,<,0.5313886509701296,0.1259815715205975,6.2241885417751215,1.2457935412164123,0.3151216122121593,<,,>
1665,He I 6678.15,0.929179934759923,0.05396907915764916,1.0798764596545471,0.10400928593089111,0.617152791584419,0.036162490634688516,1.0353658869376707,0.125382866360416,0.8027991286037657,0.09247241800859404
1682,UIL,0.8090524032685571,0.07151466337070878,0.0957234449661267,0.08885756603574554,0.4157937120019716,0.08797734395772247,1.8160626427603668,<,,>
1696,[S II] 6716.44,0.39074196408426254,0.06754602411940172,1.2996989121610647,0.05702943166323924,0.9347016088116734,0.045176882186579635,0.14505910533464023,0.009419195780730286,0.23950875487348267,<
1708,[S II] 6730.816,0.6083085913468199,0.04675880186789569,1.2807282480412976,0.061324866426822944,0.9919437941325442,0.03343024593116659,0.16915925378634236,0.009568224797041959,0.830849382625911,<
1744,UIL,0.40237044740368283,0.13877003540064844,0.31798116183081204,0.04536676804186205,0.4512123846120384,0.06554751269260542,0.28877127817149206,<,,>
1756,None,6.7229842660014185,<,5.413460638955499,<,1.5523324422842386,1.278313244304727,0.1356074116322073,>,0.8303717211488301,<
1759,[K IV] 6795.1,2.8579125340171028,1.0731897060799624,1.543773700209128,<,2.8751063597394184,<,0.5333350389686221,>,5.656735508078652,5.115738204476173
1794,None,2.7689585137837565,1.7929778751176682,0.6597650632476989,0.3967716960506233,0.3695636342250514,0.22914000327498715,0.5457671044363805,0.41362948120955834,3.963822478791783,<
1801,UIL,0.5376413286959911,0.22441902509699851,0.1801254925059591,0.08748856561713456,0.49474684080415204,0.0787227522642229,0.7048477609699612,<,,>
1913,UIL,0.3842899301806197,0.1684671920109281,0.2883570900790855,0.050453588123239364,0.5080069753605397,0.051072614262071714,0.2722793768418449,<,,>
1925,O I 7001.92,1.3376304891368611,0.2735320604226504,0.34021771591036826,0.08978992878327274,12.368842293975671,1.5754837555147359,0.593520321135846,<,,>
1931,UIL,0.6859991906206795,0.2760437795759571,0.3086857125214433,0.10174005809479945,0.7543372567600066,0.1222200843655068,0.6759696572475796,<,1.0075800163201196,>
1936,UIL,1.8215111893326068,<,1.1871826547090931,0.27989258342548506,1.4711360898312318,0.3543169373930433,0.1169560875483848,0.10530674927400957,5.476558367404054,4.858152774452279
1944,UIL,1.5015455058333582,0.426520657807484,0.37941733349616885,0.13275160319161355,1.9226642193253034,0.8998117776831304,0.5185818776157646,0.35133851751728606,1.1859719526482846,<
1954,UIL,1.0481981160074607,0.21258601426929333,0.5640306478647656,0.09682636052336636,0.6691663907363635,0.1591214271169775,0.45294363627370443,0.1282428103511068,0.9379370325851261,0.3386560366046664
1958,UIL,0.6933557611841131,0.30869464577481487,0.3447277644153944,0.054125353625566426,0.551331642401855,0.09429791891741116,0.4859198352302457,0.44797271660663585,0.17129086617020226,<
1969,UIL,1.1656979278948512,<,0.509034500512539,0.2911029472304575,0.7359446228611493,0.2143676703902682,0.9530535792655547,0.7968849478651898,0.4642309172761202,<
1975,He I 7065.28,0.8640721978047751,0.04088454869523485,1.0016218150157954,0.050067585785717246,0.716314657810403,0.03727669977372954,1.0011257310938517,0.05247871746321838,0.8308492729715737,0.05059951995205182
1987,UIL,0.3636325581705065,0.16522851864994614,0.6304702213871943,0.12911563899434667,0.9419596182362693,0.34342318251937926,0.5288213852766509,0.09453228704841021,0.9957604556948098,0.238739488473013
1997,UIL,0.2983729976942566,0.08552899872521125,0.23763141816717837,0.04239309558594826,0.5633458878949102,0.06109309237814691,0.13897783665569358,<,,>
2008,UIL,0.2392486055367456,0.020648381751524864,0.2558012665454336,0.03994345306544876,0.26632309622753647,0.03299190163403383,0.2707488724213911,<,,>
2012,UIL,0.2580405405407379,<,0.3288941230846861,0.05413988418600044,0.5664973101008697,0.0743716741446389,0.11868863351051354,<,,>
2032,[Ar III] 7135.78,0.6788138400112808,0.03196068802394992,1.2596095820226991,0.05314407382160904,0.5758736306993324,0.023240130365161277,1.0526988039242462,0.04762895464047627,0.6218667334095198,0.0276766588656462
2039,UIL,2.1820575433638814,<,0.4774603998796006,0.15178274247379675,0.4741057730737122,0.17900168469791655,0.9978669343115829,0.7517613273460936,0.42036419022646987,<
2047,[Fe II] 7155.14,0.5115921485694904,<,1.6741631979159073,<,23.712398760079974,4.395749255252539,,>,,>
2052,He I 7160.13,2.6312460382348,1.594607595455423,0.9585968924716516,0.24073148972931477,8.042459654802885,<,1.1922786758905775,0.25961142419305383,0.6100159433960363,0.09167255224757943
2060,[Ar IV] 7170.5,1.2433259503301837,0.4251280423375601,0.3417765115357432,0.18032434441051634,0.6869649738527719,0.24242749537640315,0.5897617365282961,0.354686095253527,8.07673327510435,3.023657564122401
2066,UIL,0.16513466395677429,0.12375928998263708,0.24973287177535258,0.04834349912740791,0.3520993498113554,0.09889519214145481,0.17156667158119465,<,,>
2071,UIL,1.2255909113914178,0.10025075609787108,0.47091504844723625,0.0442601946529805,1.730643378534024,0.13837483139934836,0.6435839126598012,0.08971207475330936,0.974994304425984,0.15876357107505093
2079,UIL,1.7669872501575448,<,0.26252846437942257,0.18795543849006882,1.5552791798995595,<,1.960713900590577,<,,>
2082,UIL,1.599942856866627,0.1645112290342482,0.5211170009162486,0.06100546003282259,1.8153140477928311,0.22190828334689044,0.7505609121526657,0.16539481921878518,1.1063064030303502,0.36329090313308315
2101,UIL,7.951927997464257,<,0.38579645220564984,0.257081698405101,1.1712639173173474,0.4999978248793399,0.7798886500573673,0.867181925644016,1.1786932081860848,1.40522017417253
2114,UIL+,1.579660469623091,<,0.45580003951361786,<,0.29438659207180284,0.25243358565001534,,>,,>
2127,O I 7254.15+,1.4292782818769234,0.3663643498524543,0.44050826490840767,0.1126528003943355,14.654639819227265,3.376743142316758,0.5819372805900928,<,0.7100800476811099,>
2134,[Ar IV] 7262.7+,2.4846424069388284,1.5726589805012536,0.7035498271759546,0.16377919789197404,1.5410122983872239,0.24471567181717416,1.2337497133573376,0.7718858884076898,1.6106891207645695,0.9670988469760393
2148,He I 7281.35,1.0569709797557152,0.06506169805059618,0.9838679600436105,0.057095222841119606,0.6927452485564612,0.04283982163718324,1.1066038528081474,0.074925413026023,0.9145942080249992,0.06585771921235709
2154,UIL,0.4805317569742111,0.4455865787493814,1.0110174249288617,0.7523202863740269,1.468661911592283,0.8707115991881015,0.47992551613395434,0.32184020284855663,1.0158829828312128,0.5192609945608416
2168,UIL,2.8115897418493243,1.218262154787047,0.7957532979434295,0.2755375487869793,0.6006499292862845,0.20813585814218588,0.6775497252825354,0.25103384789018873,1.4367528530737443,0.6565296765802972
2179,[O II] 7319.99+,0.1321024958181109,0.06983516946267697,1.3097468570244473,0.07726046505938412,3.4896566325575935,0.2180070741209796,0.3457719608839173,0.023642467634136227,0.43080644985785904,0.10170115704184025
2187,[O II] 7330.73+,0.2862685123158893,<,1.3908748947320972,0.17412839904609942,3.492349067668724,0.29079664278201994,0.374230355138452,0.06709849062617049,0.41235938181499654,0.24367265970712296
2225,[Ni II] 7377.83,0.4898879769268735,<,0.14029842051962307,0.03842919182938494,18.86995827734597,1.3147788666794902,0.4343047682797935,<,,>
2252,[Ni II] 7411.61 ,,>,,>,25.922765334772535,>,,>,,>
2263,UIL,2.353475546944773,0.4862966721478575,0.4783923845900434,0.26304415722601004,4.02645853752608,0.8286568413076109,2.299323539753581,<,,>
2277,N I 7442.30,6.265905582308908,0.39231283119536997,0.5539244193790944,0.16726319535508746,21.28757892350798,1.4683742409051008,0.3522449406555226,<,,>
2285,[Fe II] 7452.54?,1.7126345713511129,1.7205840893425752,2.211563395074704,<,19.25072401840685,8.637105354829018,,>,,>
2294,UIL,0.4950590604524859,0.10385321544209011,0.3089470642589927,0.02079386242586257,0.2923003769039717,0.05932137114372005,0.3369800231102589,0.1279049327749277,0.33006461027843215,0.3364690108057865
2298,N I 7468.31+,2.633690268659221,1.558062206056582,0.35409643075459274,0.36204660559129304,6.7359345181745365,2.528593857672905,1.366070571779861,<,,>
2314,UIL,0.436869780390793,0.2201244462119822,0.24516416206910802,0.03746339740753856,0.18062373194946074,0.02415403641732126,0.2785457422550517,<,,>
2323,He I 7499.85,0.7711556883627138,0.08088666618972538,0.8842351293361479,0.06852903667549101,0.37871109633671773,0.11488702267441715,1.0467252838614614,0.062347531441500084,0.8764501438610901,0.04621609113073091
2334,Fe II 7513.1762,4.194300035899011,0.8775197413658266,0.798693455961579,0.13705450806472158,5.090648369473742,0.6173045274978249,1.068127318577861,0.28946029411042445,1.3553900144528812,0.4798198003439025
2345,UIL+,1.6008121060236096,0.21737746882182563,0.47087509280148976,0.09373616841600593,0.4636191559244127,0.012722522599468674,0.577697448224723,0.23206905040400905,0.8801598459047094,0.3752442147734696
2348,[Cl IV] 7530.8,2.6594783509107316,0.09105519004569265,0.43818649951814287,0.042550287096192664,0.011805412767113267,<,2.7221560622301,0.3051127770102529,3.7231265735197088,0.3254717219622564
2426,UIL,0.9605609667134818,0.27275383798944797,0.4448517396707513,0.0907347039395752,1.131108066023448,0.27884998292603386,0.42055388095330654,0.20522745473346649,1.220491681072041,0.7869721957007132
2434,UIL,0.8278105841457996,0.30220901347581114,0.4326810691751547,0.09326817651618839,1.3865469524117175,0.3757526702783766,0.5195036644758025,0.2066605307366613,1.028087731174748,0.5818947462914642
2454,UIL,0.7478174366933642,0.13082751794404304,0.35450004060666834,0.06666507693895506,0.9874840210893606,0.12523232638197945,0.24136420910996279,0.04848969528763813,1.3507814478650488,0.23279972605773486
2489,UIL+,0.824173141024097,0.7885774235221245,0.4378244798189656,0.2702522135627246,0.27148184649366414,<,0.738076437085105,<,0.62510910011536,>
2501,UIL+,2.132949947009917,<,0.34682165780371865,<,0.3060938895511729,0.17226558835871467,,>,0.6462779234786891,>
2503,UIL,0.9294478201584147,<,0.14515015232474693,<,0.5190502438975974,0.020135503958483073,79.71324067016613,>,0.038943070144044675,<
2516,UIL,3.567677241780197,1.7726192883888385,1.0387195695379445,0.4986213577182137,0.30773405811732074,0.1366217052708262,1.27169673348272,0.7322169126769531,0.9546246840316815,0.6321876632771518
2524,[Ar III] 7751.10,0.7596463379765264,0.13333335075661035,1.1241182268334355,0.06841085538108728,0.5968566934859129,0.03330129285810031,1.0116911230659063,0.05892617968927717,0.6181249615850468,0.04251688155066101
2538,UIL,0.5851714356411106,0.3276465405752351,0.23145821172550743,0.08025922015094554,0.21069443959976222,0.07308403086511263,0.5105769629660616,<,,>
2549,UIL,0.9276242927248748,0.3737433856865704,0.3835383691117098,0.11418532765397488,0.5263342510844897,0.09728314421387826,0.4118960877854655,0.3593662232100708,0.8462852448506648,0.8941030716622945
2556,UIL+,1.6108286655172235,<,0.588276292488576,<,0.6273660150055138,0.17127439714570306,,>,1.819667936398039,>
2565,UIL+,0.3650005000851354,<,0.16592090758074496,<,0.3087286409003637,0.2186796899532015,,>,,>
2577,He I 7816.13+,3.741578575852157,0.8807590203880005,1.2339079526656078,0.2534183880439906,0.3869919662188198,0.07301468771340183,0.8214625142258009,0.1715325424939401,1.1894507323183654,0.2525429083657645
2594,UIL+,0.7121498953387847,0.11946455866746386,0.23907354325210228,0.042561953139197084,0.5360334868815287,0.043873709105515565,0.7203196134318026,0.2181362323057714,0.7350962093375852,0.2937505320673102
2602,UIL+,3.3960954920955473,<,0.5351079020108562,0.45093613552233436,0.24187968250595784,0.11001860303025338,0.9840575930328171,<,1.063202297752998,>
2614,UIL+,4.666961923492182,<,1.8321585597880201,<,0.42551609068457125,0.2693734552649388,,>,,>
2623,[P II] 7875.99+,,>,,>,0.6081636965860445,>,,>,,>
2636,UIL,0.476344229970458,0.13918270947556782,0.3065366694841081,0.055188436697342004,0.30088626421837983,0.038784365187604225,0.1743385208821957,<,,>
2657,UIL+,1.3190027403681297,<,0.9967387876986539,<,0.569484276474069,0.1776793039590541,,>,1.2401777678609813,>
2692,UIL+,1.7447572470379031,<,0.5601017628589957,<,0.5059913631355037,0.16831785330472931,,>,1.6898631796966277,>
2724,[Fe II] 7997.03+,0.5295332897123369,0.5753816908557956,0.28682993331381545,0.3543920086544547,8.395058430637963,7.5066269429143,0.9210369476918704,<,,>
2731,UIL+,2.082834920773324,<,0.33072877654715654,0.24480039279821783,0.17542655352146005,0.054679330710744475,0.9747841992371745,<,0.8605958245069821,>
2754,UIL,0.314748066650466,0.19386890760261627,0.13554751743104201,<,0.2777765545280117,0.11748445751010123,,>,,>
2760,[Cl IV] 8045.62+,0.6400377775245677,0.21891980076672912,0.28957288864019365,0.10692554572660438,0.26796507156172206,0.09433246306276283,0.513838721363577,0.2168854816662289,7.216514724373512,2.082872992925028
2779,UIL,0.45497481417641744,<,0.11951533939124129,0.06358252132223478,0.4714203197081101,0.05030592863376023,1.2837134371770713,<,,>
2790,UIL,0.5195630223836979,0.10846683160611947,0.28110960363957715,0.017920693490062995,0.6229575856901305,0.05841573355623012,0.48766238198955636,<,,>
2825,Ca I] 8125.31,1.8293282642387112,0.6053101651580327,0.7746468026673707,0.5621246971665406,9.350140056511213,4.772732458571784,0.8246748554004594,0.6706334823512382,0.7796997163399944,0.5947288601237991
2844,UIL,0.13043138655154454,0.08018381270055892,0.1786242920081259,0.019426071824478114,0.2840380311381249,0.0403898384316868,0.10370528635557405,<,,>
2874,N I 8188.012,4.562986311118114,1.4853286937740429,1.3162967351893264,0.44338729417966155,15.273492814861408,4.905250938448566,0.354158820495206,0.12784876021889063,0.8411743252741943,<
2877,UIL,0.34781151788642195,0.17844541171866,0.3050582288729109,0.1631817084682951,0.5496987602919717,0.06168684627935498,0.7319378709386115,0.4104300842173806,0.5123699960573734,0.2599834931500913
2884,N I 8200.357        ,2.775046471638295,0.6434120992135848,0.6310741325937733,<,6.8876686079895135,1.431595840771547,,>,,>
2889,UIL,0.28134253276379984,0.1634388291485449,0.17110964012610483,0.10300780942761237,0.9020813991497947,0.16766101069414396,0.9768881992288051,<,,>
2892,N I 8210.715,1.8494247576548688,0.3195595410606766,0.6052659425815453,0.16515138258441012,4.0134330606576425,0.6469629143261582,0.032990321978803465,0.03319328129967509,8.645360811070509,8.661585625127211
2897,N I 8216.34+,2.4413012742058156,0.5159570542309945,0.28193120699361884,0.12513653224576005,6.6072093666410625,1.3938194850302896,0.1344942844181831,<,,>
2902,N I 8223.14+,5.814928648697021,2.3418847149914055,0.3421687509752257,<,25.448023018205777,9.458002486642403,,>,,>
2907,O I 8230.00+,1.7101399869710217,0.7510063130658182,0.4617492024724089,0.2323591238704003,19.867774573212465,5.343945235965155,1.0201311454160091,<,,>
2913,He II 8236.78,3.4616970697557514,>,,>,,>,,>,1.2131521953840598,>
