Index,ID,I / 0,E(I / 0),II / 0,E(II / 0),MYSO / 0,E(MYSO / 0),III / II,E(III / II),IV / III,E(IV / III)
2918,N I 8242.39,2.9263182164267323,0.4829458246629215,0.37617365799268104,0.12069912690831519,7.952731369101815,1.1880243420687695,1.0557814430268093,<,,>
2937,UIL,0.31233146099580655,0.09225175951084641,0.22223377865860822,0.049208044669128946,0.36475191200027446,0.04697201246688848,0.5760804553585618,<,,>
2942,UIL,0.2221815052843153,0.14020059658336662,0.2732762267247528,0.04165658827906823,0.20012083755034665,0.09995003240694299,0.42029214945528953,<,,>
2951,UIL+,0.8375083409517489,0.3991361894987428,0.2971220249368822,<,5.667352759934426,<,,>,5.681902714710568,>
2954,UIL,1.0692136637115541,0.26733599698616095,0.7088709122141633,0.15345754904980732,3.5909826399808504,0.6775178088557074,0.7084833863233154,0.681399599169186,0.5320815678789538,0.7279790427800724
2957,H I 8292.31,1.5431282432941293,<,1.4380494266292005,0.18337693406807706,2.042644496262038,<,0.740215601262384,<,0.35221888691073083,>
2963,UIL+,0.9917967744717328,0.20247503936025524,0.8681102121174742,0.13028408697425853,0.8988900600155257,0.10774573204581497,0.7583481785564766,0.10078098377913537,0.7993193732340571,0.08390302945709592
2967,UIL+,0.6336381241041743,<,0.8596607256411669,<,0.3105488306131655,0.1105001406433053,,>,,>
2969,H I 8306.11+,1.1474673250331413,0.1670716655086516,1.1492865736289302,0.09062344548142012,1.224854645383102,0.48400706942282634,1.0741105656484649,0.059706800531697767,0.736528405477155,0.05222439777893284
2975,H I 8314.26,0.797784202616012,0.07203957899413203,1.1177673819452416,0.05491598662064285,1.596282618165008,0.10518896955574387,0.9821488177109893,0.057753232616434294,0.7300932263368316,0.043947683268444455
2982,H I 8323.42,0.8144176972024327,0.11610708320825099,0.985405096496819,0.11589421235766435,1.4122052792617918,0.16841107256151405,1.006927528408945,0.12550218332516477,0.6680469825095182,0.08875826948061935
2987,UIL,1.0478927259430024,0.29555381818146825,0.16506223107273307,0.12091096893700987,0.6567112981452508,<,2.040279624102346,<,,>
2991,UIL+,1.5311060336831133,0.5031893237179234,0.7556344951073749,0.1622923688298013,0.6839591754228906,0.09868886549385358,0.9592251143494103,0.29033203848483696,0.7352372395380912,0.2781781016318449
3000,H I 8345.55,0.5352877219860616,0.30081591334877766,1.1892381988716767,0.10274776650343469,1.3359679579277257,0.14247886498599036,0.6223236607045431,0.02950507330940443,0.5351590455817297,0.04613799188421053
3011,H I 8359.00+,0.87272593571585,0.07945099829596787,1.0566796113756172,0.09444403011540307,1.376619930886447,0.10632392988130726,0.845019143646316,0.12953794434771645,0.783157261117237,0.1460422140058008
3023,H I 8374.48,0.3958121059966268,0.0619600096255407,1.148169377661552,0.09466828688749476,1.4565211031707674,0.12564071790958176,0.9543821467284429,0.07885612252040257,0.6239968119797897,0.04504002327748885
3034,UIL,0.3394982242553755,0.16215270242705238,0.27451983516572037,<,0.312927172899158,0.10123463393283338,,>,,>
3037,H I 8392.40+,2.914819490951951,<,0.8404780428298257,0.3821463734460682,1.6581359189773344,0.3546079773713499,1.7193469889156687,<,,>
3045,UIL,1.4576242290242094,<,0.34257587795677413,0.22151433418828337,0.5299599087314384,0.4228290816880472,2.1791231578736054,<,,>
3054,H I 8413.32+,2.944064634068534,2.2654870445485438,1.0659026205898037,0.08870569757201828,1.4014867023671818,0.10037424777301655,1.2105372266569083,0.13233827237457862,0.6926692989598148,0.08851314854893444
3074,H I 8437.96,0.6930076768515521,0.043785931069145516,1.0761509657294324,0.05847142212494718,1.4439521678624025,0.1388299702124536,0.9619914133765997,0.05220009457020067,0.7106722915060859,0.040676259816477656
3081,O I 8446.48,1.4680373967476974,0.07127790196363731,0.5865396558961384,0.03297971681131801,19.1719376369733,1.0479573764946601,0.21217500801853084,<,,>
3091,UIL+,0.5649604809316529,0.37453775155035296,0.4844183184229383,0.15212170530396726,0.4409312412951701,0.08092610622699856,0.33734641711658664,<,,>
3098,H I 8467.26,0.5914021904851772,0.14761143260565074,1.116437668566603,0.09769954942458131,1.0877748325403993,0.09438998245046676,0.9301870752656672,0.06892976846460191,0.7121941969040855,0.05390875349102974
3104,UIL,0.18283691849340983,0.03272567127643511,0.4222362218912531,0.13045820693332094,0.2234342228527385,0.03314860844629486,0.43230600566155,0.3605730066852993,0.6400214835407351,<
3122,UIL,0.09989165597970487,<,0.02051571668577738,<,1.2294136853174387,0.2051841739559671,,>,,>
3126,H I 8502.49,0.6101018791481541,0.044934607881838194,1.193098386451158,0.08625379657846871,1.1619415783013616,0.07632521461710859,1.1557626853254699,0.10949582420787919,0.7174151467963761,0.08293319746015675
3138,He I 8518.04,2.5266607603535896,0.8761415052512617,0.8368031218390857,0.30442891875467515,1.3709519959082723,0.4331162538566339,1.6956546130649937,0.4069304518061731,0.8713038365214371,0.14325773030482455
3142,UIL,0.14392581505622215,0.05513505050887541,0.2165936679585942,0.015891180815547818,0.4055219965941314,0.03308515703982659,0.050565121100309376,<,,>
3147,He I 8528.95,0.8578669459119644,0.23818705374197338,0.7002227717942398,0.1322386417571315,0.4765469263305524,0.11738406473124638,0.835933559515808,0.07001133464924134,0.5787735761840205,0.11229196029766911
3160,H I 8545.38+,1.2026958163275576,0.10687162762894578,1.1442466278326335,0.07255993588130621,0.9709396119780269,0.05955164590753602,1.039714927940249,0.06628122752193506,0.7365875090304475,0.05400565396315258
3164,UIL,0.3664039482903859,0.08202810863101936,0.13514613160022682,0.05904582165662639,0.172337208066907,0.018320132138196166,1.320210804881919,<,,>
3172,UIL,0.2518535411924274,0.06229714681715906,0.21704752110052172,0.02515819911995675,0.44412417853972336,0.029846182513038746,0.26933036857477877,<,,>
3187,[Cl II] 8578.69+,0.5517779255854932,0.057453851153963995,1.147605975157182,0.04797267660503083,1.800155569302076,0.07062246901157726,0.11211307854242897,0.022233998128294997,1.190642787561937,<
3190,He I 8582.61+,1.4330691453432898,0.5172468662847872,1.169330096049865,0.2533950379557218,0.43356215195016246,0.1707098370015586,1.6395459668461239,0.3028444463596807,1.0678465082281703,0.1522193624956529
3202,H I 8598.39,0.7930372074797946,0.08950151681942628,1.1468156732295076,0.19068169869497503,1.0971830689836835,0.1264129947642021,0.9900460353697654,0.1874971025936005,0.7008021397698827,0.13188355810260646
3213,UIL,0.1785337428147148,0.068112641935947,0.1843615540955366,0.023691912884867633,0.42295009032255815,<,0.22959026827855863,<,,>
3218,[Fe II] 8616.95,0.7390310416063209,0.21491190830437115,0.6523268053029428,0.15415390665682632,3.3608769582256333,0.877408322070749,0.1310973204304738,0.06545215899574615,2.066548123073566,<
3221,UIL,0.7702699805951002,<,0.3259682973021326,<,0.06793039361005387,0.025830273305848955,,>,,>
3228,N I 8629.24,3.7388859137733683,0.7800844214807435,0.7080401102996173,0.3200814052067676,3.9177689283370745,0.8790586848236862,0.9575254780786372,0.4627283566876225,2.2586456785377758,<
3244,UIL+,0.3458858874833586,0.12983947942614135,0.45219557031360613,0.09897964890671768,0.29852056352754996,0.057908735333073655,0.24358647746756076,0.09022504798184612,1.537903779097463,0.5072346865354738
3252,UIL,0.667144353579121,0.05525010497897817,0.46880200734424937,0.06374679045984978,0.11057431114094954,0.03191540319432332,0.21651091124548486,0.08544817497812662,1.0579040685024625,0.5296536404188656
3256,H I 8665.02,0.8838969753545154,0.05665526188646637,1.2470973729416506,0.0674889182782446,0.9492053899396398,0.049770811059225546,0.9598579182423248,0.04974859124127152,0.7354695407247158,0.03904184283353333
3263,UIL+,3.716416518987784,<,0.93628789853297,<,0.6075766039684369,0.41337939950092906,,>,,>
3268,N I 8680.282,8.531353073906455,<,1.2252879106418921,<,6.024012067586114,3.9545619197663644,,>,,>
3272,UIL+,0.7427284840904339,0.4891014022126907,0.1194893344459104,0.042957428868299216,0.8194500916403944,0.30802499298715286,0.1464301973734845,<,,>
3278,UIL+,0.8182123625365259,0.25785542868674854,0.36380976763409945,0.07539435388383578,3.2762267816735533,2.6525836923705577,0.15226489126756343,<,,>
3280,UIL+,4.694747423839269,0.9354486000976131,0.2803062864601502,0.0519418509903735,6.901261709145167,0.9386108438810442,1.3426779223292442,0.2744373149937994,1.44140323205444,0.46614537253010385
3286,N I 8703.247,3.6384307726746505,0.7077552092898186,0.5306468607416456,0.13473381380473062,10.94303351121438,2.177734569977071,0.6237120081682371,0.2876190687496197,0.871166310444336,0.46974048785112477
3293,N I 8711.703,3.2275790391045924,1.1936870884194237,0.6323429342462448,<,25.00203736696011,7.76531398214778,,>,,>
3299,N I 8718.837,0.8060747890572512,0.6658955726881867,0.2877672741855739,<,4.964351533660223,2.258567499296985,,>,,>
3306,[C I] 8727.13,0.16517401186725317,<,0.15741998119395773,0.032962406451252646,1.1139064243198638,0.11562599961593005,0.15136460071644237,0.061259437278574067,0.8857995090325692,<
3311,He I 8733.43,0.4453711366779039,0.12167035491145166,0.857406306115491,0.17268443230671124,0.43476336196708454,0.08540706013664863,0.8113760058307081,0.08831685042967621,1.0789426916910474,0.11192951654889222
3315,UIL,0.2362809388991602,0.11973299200553275,0.11642154013846821,0.01893562049382842,0.3858419273437447,0.04131094996655562,0.3948813937870273,<,,>
3324,H I 8750.47,0.8026391697896722,0.056319774292847645,1.0567954414188816,0.0660060942418455,1.196610052155547,0.07697911032303537,1.0032602361501275,0.05466028582777263,0.763022963615625,0.0470885278229402
3346,He I 8776.71+,2.431015065310395,<,0.706130204618068,0.040296123024131374,0.7759099785675642,0.2230740604966531,1.5400942157172393,0.16709723110397454,0.2987675248343218,0.07451661303642229
3355,UIL,0.1844853687913945,<,0.12744319253554645,0.036544541011390895,0.3158754365791987,0.022909744276637355,1.084263050729285,<,,>
3372,UIL,1.0126399907233465,0.7514776176713712,0.114210629439864,0.029760675521684737,0.3837402402745978,0.03652957799417061,1.3623207349040287,<,,>
3397,UIL,0.33845618760725193,<,3.1350712223570243,<,1.294684776009932,<,,>,,>
3405,UIL,0.24826975097579188,0.08465524241776676,0.21615189421450343,0.022870830743510685,0.3863916780930936,0.04995772845282017,0.09268243153330671,<,,>
3412,UIL,,>,,>,,>,,>,,>
3414,H I 8862.79,0.9339846861625501,0.055554860234776,1.0405826020724156,0.05478407430108119,1.094899862362137,0.07366046376448722,0.8773343601033399,0.044445472364979706,0.8119717851804272,0.04391464599548704
3435,UIL,0.4364839450370952,<,0.14294929566493503,<,0.23825020846951336,0.04699901134827202,,>,,>
3439,UIL,1.3658551566756956,<,0.5932157095246197,<,0.5866112372574485,0.1425393853490283,0.7844864675044578,>,1.0412213793287992,<
3481,UIL,0.7519418669669318,0.3225511272292779,0.4742840538383804,0.1631165263584874,0.44697793121799406,0.15127345170301557,0.28389325398768517,0.25611278230555984,1.5209516292581902,<
3494,UIL,,>,,>,,>,,>,,>
3536,H I 9014.91,0.6659454944384853,0.03332610008073998,1.2095956604408813,0.08859654056376712,1.1703055845978567,0.0813410961292049,0.9839352757521328,0.08047786827414888,0.7543180559947521,0.06163538831596897
3539,UIL,1.1435989683042174,<,0.12225966630111025,<,0.11576896341692663,0.0346423721530161,,>,,>
3548,UIL,0.2972255146216627,<,0.1474252131562308,0.058600061905712764,0.478493454583849,0.07555997649103424,0.13923066939879783,<,,>
3552,UIL,2.032551011475553,<,1.0606235224809348,<,1.1722985666544121,0.6649482685092832,0.2982404774936001,>,5.217575870156006,<
3561,UIL+,,>,,>,,>,0.8330054524994226,>,1.0598013299118085,<
3564,UIL,0.7211430474362799,<,0.12758912517077975,0.03038751879885154,0.3628506663406376,0.30985546971147154,0.7768893507358504,<,,>
3570,UIL,0.543522221446473,<,0.08698167241198725,0.027318735564410862,0.4695131522003206,<,0.6055839696934335,<,,>
3574,He I 9063.29,1.5275490144857333,0.8136597737115654,1.5080731295866148,0.8035327213033938,0.2915365205081263,0.22406420418583792,0.6776854593317566,0.39827515138870306,0.8992072850183295,0.517115203252349
3579,[S III] 9068.90,0.6710798610109906,0.03151224960321248,1.342478680510639,0.06376360751351147,1.2223785970307892,0.0658416288409564,0.9840979191198344,0.05024201368770098,0.3342313392025228,0.021011684140211016
3591,UIL,2.1629885997272367,<,0.4877914304909683,0.4283120234210129,0.9313149370607053,0.9001389111103906,0.33387385144638715,0.4077901808507785,2.33750708676784,<
3603,UIL,0.9270061198044022,0.10201559632079268,0.4960825512339579,0.0677798390514186,0.9363300403529724,0.6927658697652994,0.36101963643603247,0.055671439587423974,1.2699159481381532,0.18133691355466036
3615,UIL,0.5223717489494994,<,0.0480304844656279,<,0.22477151208949014,<,,>,,>
3622,[Cl II] 9123.60,1.1931984388546548,0.5642320285452915,0.7911741786195465,0.2660225561416251,2.548094895666321,0.5771091815995815,0.4371332534299465,0.35994267588418233,1.159502548263447,<
3640,UIL,0.250861146457221,<,0.24563133980644772,0.10120057582603312,0.4997475586174831,0.25571329399302484,0.6786965451676811,<,,>
3649,UIL,0.3433207807991743,0.12688119030418255,0.28589874468370213,0.08124287479567108,0.14552606952454916,<,0.3348225835789687,<,,>
3654,UIL,0.5086098872328543,<,19.891807415087907,<,0.364105339870859,<,,>,,>
3687,Ca I] 9204.09,0.6149820965323889,0.2547529602318393,0.6535328420799404,0.3727929779360817,9.40860885621958,1.8589578624195109,0.9250208429775528,0.8283209682003718,0.3514277655530337,0.3124741596486645
3692,He I 9210.28,0.9234252755925669,0.16716606390541233,1.2250102962762532,0.24797038984648515,0.4668440301292541,<,0.850981291418096,0.2088736584595822,0.8433730702088936,0.42282463131878806
3699,Fe I] 9218.47,0.7998668273828718,0.3992122283811487,0.7920973351157823,0.32773675470217833,7.955180659032517,3.360139238750186,0.21339910382501404,<,,>
3707,H I 9229.01,0.8275372932756556,0.05013530597280907,0.9477142701057688,0.05659137882418525,1.1010398071881429,0.07055377200800322,0.9201991362347838,0.057132046197560536,0.8257629255068115,0.06117759999997565
3711,UIL+,4.4524953494217305,>,,>,,>,,>,,>
3720,Ca I] 9244.31,2.424207475858959,1.1266596699258995,1.3157371754239726,<,7.808218827513975,3.10843217448043,,>,,>
3736,UIL,0.7588815812234899,0.45368481338933114,0.2340968929468028,0.06263303203717613,0.6244514247427929,0.29546207986604506,0.9302784595013063,<,1.2536486468577483,>
3762,UIL,0.5151553608286007,<,0.21565199559606088,<,0.7988341405694072,0.07081402869730503,2.2746173387563755,>,0.41068580995817133,<
