Index,ID,I / 0,E(I / 0),II / 0,E(II / 0),MYSO / 0,E(MYSO / 0),III / II,E(III / II),IV / III,E(IV / III)
268,[Fe III] 4930.64,1.440550223766422,1.093872934488757,1.0333382127489283,0.30827571198912096,0.8789815979191379,0.3753724604132857,1.3402371525039702,0.2541765147486834,1.8423620889097265,0.2345205422915675
289,[O III] 4958.91,1.4978641832453359,0.02805254085241351,0.9063564834015175,0.013987353633622062,0.37629931696252944,0.004569772818191752,1.3368418651851082,0.024123233459036202,1.231829097984901,0.022726855398121
311,[Fe III] 4987.20+,0.4425022585371976,0.2454895828797394,1.9732995038398367,0.1165413152363222,1.4358523393790554,0.13402196669933905,0.5405901466775703,0.014465459794335524,0.07190943802890887,<
328,[O III] 5006.84,1.2907504638906042,0.016518485243833175,1.0159554223170677,0.009068416658302249,0.3525828906849765,0.0026779577866048263,1.3810170288614405,0.01288131403158954,1.1599538439578947,0.010643532244295111
335,He I 5015.68,0.8713919253038326,0.06764325853895327,1.1470532037884555,0.04669187765569695,0.5366605403273853,0.04377549698652548,1.0739371550951562,0.05777934266762853,0.6953048188650461,0.03594977654346991
356,Si II 5041.03,3.3437618164557064,0.6373099594391188,1.0925589013161714,0.3353076148674254,7.602174998455233,2.707342912298952,0.569481187487708,0.20481759088506918,2.221322009516608,0.5960029681838259
360,He I 5047.74,1.2796945814366931,0.13585042666576674,1.0228316495036152,0.061826911546003664,1.1459308637050154,0.021176188819794283,1.199048277184608,0.08075936073473211,0.8381847223006348,0.051927768352854384
367,Si II 5055.98,1.658666003181978,<,0.40467962405210134,0.296377520340268,49.010833009268936,22.640142491515576,2.604553613968295,1.75490159063523,1.3216668541476266,<
428,O I 5131.14,6.97370050385772,5.932662876943202,2.225081740114128,<,2.769274398055909,2.2734346494942455,,>,,>
441,O I 5146.61,5.569108809744273,1.4645880132517086,0.2373662584613413,<,2.5349301704973746,1.7338570669440236,3.146966999670187,>,0.8774938342411737,<
449,[Fe II] 5158.81,1.300761224614134,1.4169035599333963,0.4157040046479941,<,27.331205262387993,15.39619207315689,,>,,>
475,[Ar  III] 5191.82,1.6799601760852438,<,1.0524167062142884,0.2146753775941844,0.7539198857899146,0.3173871441794378,0.9692266398912602,0.14729656363430568,1.0370863108964048,0.2627285388554327
482,[N I]  5199.00+,3.99934881953842,0.5062018677269355,0.37422388378068744,0.07546001677621422,1.997652742712219,0.6384741933243645,0.40006255381861267,<,,>
498,Si II 5219.31 ,3.6618072853642714,1.170300323260387,0.4114482660438643,0.20361138378589722,2.100540288300195,0.44677045854798925,0.3778770896398815,<,7.316962532800482,>
531,[Fe II] 5261.61,,>,1.1344588325011655,>,34.02895249636386,>,0.7691817400883711,<,,>
539,[Fe III] 5270.40+,1.9963150671356726,<,2.460161596925348,0.49420697864314234,5.040321949306916,1.3091598422874346,0.46890167689437534,0.04817710769801668,0.8134975482211801,<
576,None,,>,0.9626770692425551,>,22.11308448385853,>,0.8972915084139296,<,1.7890842648849756,>
589,[Fe II] 5333.646,3.0028281089789717,0.8368744550354094,0.37386226421453905,0.20967427460188634,4.729358131370163,1.012144399644891,0.6953658836282195,<,4.06510028498503,>
623,[Fe II] 5376.452,2.4235333802414405,0.911642422897324,0.7656487693061412,0.35035488100614226,3.8278332686644907,0.9285852665453863,0.4066160692969349,0.2076232238453678,2.6248491160660397,<
652,He II 5411.52+,,>,,>,0.737308293659318,>,,>,,>
669,O II 5433.49,,>,1.1373081406606458,>,5.850602625082048,>,0.3392160601957189,<,,>
737,[Cl III] 5517.71,0.8152381697356371,0.0492195774111529,1.228896047139629,0.04241281397171298,0.7221466540323559,0.03383361607758236,1.0796911528285484,0.03632177274853686,0.6852428171226277,0.022552100502989197
753,[Cl III]] 5537.88,0.8413601592643805,0.05782057582071328,1.1529957150759107,0.03146483281552421,0.703893357851101,0.04020368874703633,1.0951803463291572,0.021016197446599463,0.6210147203084556,0.0232674803579844
785,[O I] 5577.34,,>,,>,0.15714595872001832,>,,>,,>
809,UIL,2.3629927462653897,0.8322097573212647,0.28370997859926467,0.11928173461419664,0.4923987800235772,0.1574675963473429,0.5848189094924399,0.3693642538759417,5.683509664655715,3.5556443718604713
914,Si III 5739.73,1.9759819565159118,0.7318885235745957,1.5986790383717475,0.48298273279626386,1.1637934851775384,<,1.0626451839283466,0.22692803973623937,3.785693539467921,0.3189257906185051
920,None,0.8065907082910814,0.1292869979881577,0.9025730539672802,0.22520567817712445,1.9632750139134942,0.33071605881296473,0.31251003959426943,0.0645722738399625,3.0316054024990673,0.29442785642548264
926,[N II] 5755.08,0.1779311334144413,<,1.2188922235311301,0.06251465945073603,2.1289984835585023,0.07773203109616574,0.22190563820554282,0.02210264542484054,0.3008408507595673,0.0746962517090645
965,None,,>,0.6928822416040927,>,,>,1.6974376082265867,<,1.1297317972434595,>
1018,Ni II 5867.99,2.464368201579203,1.4834653532328606,1.05289740631862,0.6979276817151735,0.3626211998953574,0.24861306702291514,0.7006734057282056,0.48249642643692053,1.6156432321144725,1.022395911652336
1023,He I 5875.62,0.9361222360132084,0.022438493321492465,1.0477336431597308,0.008319981856490279,0.6433944292528925,0.003381497480578739,1.0179599376235855,0.008966143891641246,0.8652569205470608,0.010990331146825376
1089,Si II 5957.56,2.3640025062158285,0.528212626682889,0.5595751223394374,0.11046496175517388,16.574204269900235,2.2463395790301948,0.12363934240518776,<,1.8297719819805398,>
1106,Si II 5978.93,4.370549112960458,0.5730910229529341,1.5746231478069368,0.12343049979318521,30.57170084778302,1.820128979411568,0.3370505009363529,0.05144636028976709,0.6794477733469958,0.2312901615870284
1146,UIL,0.6315071350103764,0.16434004927980292,0.2861628664209183,<,0.5412574582530166,0.08151035309512236,,>,,>
1153,UIL,0.27572843364841426,<,0.23581229479313778,<,0.5610296589509322,0.0799451131684098,,>,3.5288467214820565,>
1160,O I 6046.23,1.88082276798812,0.10446508768715448,0.5049625221535876,0.25378171154767004,29.08349751206111,1.0112578773261343,0.12405523895007353,<,,>
1190,UIL,1.6781761633042933,<,0.754521582274374,<,2.756704647427683,0.7509362466574188,,>,,>
1204,[K IV] 6101.79,1.3984455109282459,1.6985012041459866,2.2643096372609373,1.9877563636831155,2.945771548763412,<,0.6433050757730212,0.3574247560025977,16.02005642724051,6.507641384566611
1268,UIL,0.49341040886013043,<,0.36580599334641767,<,0.39186428959782266,<,,>,,>
1300,UIL,0.2392484494334773,<,0.2883870331036008,<,0.6029340898680834,0.06589743937836892,,>,,>
1312,UIL,,>,,>,,>,,>,,>
1322,UIL+,4.27814849110794,0.9106877950725419,0.23577250958390675,0.2168004349595481,2.4186458737010645,0.35118200552565804,1.6667911837555132,1.5264635126209198,1.2204358310544072,0.7320200225805192
1332,UIL,2.142021947225209,0.2465868215694169,0.47439565500484737,0.1010873303682515,0.26338580656513166,0.12600452806257176,0.256397346988614,<,1.1622729635612563,>
1339,UIL+,0.5516501055535256,0.21710460117152494,0.3379841499238277,0.10068349394316405,0.8995343271338088,0.21842513630893304,0.4661852718304599,<,0.6523510256450648,>
1363,[O I] 6300.30,0.14626326935406955,0.07387841923187773,1.1180247704369324,0.03274418818558181,1.6217052579230766,0.03394813325383604,0.022082044332297643,<,,>
1372,[S III] 6312.06,0.5772680597724991,0.03680310442591684,1.3210363379907761,0.06179346220636492,1.1440676250342565,0.03577783853674096,1.0055609805894217,0.054024921075606656,0.44396756862565023,0.02284240497828001
1401,Si II 6347.11,2.847011296968084,0.4131022394160931,1.185054003512965,0.14847310868661107,28.27613111900693,3.5288591048640914,0.6744345320714045,0.10671694566338942,0.20589743806395389,0.15459448758507985
1414,[O I] 6363.78 ,0.39872712233410246,0.10214196184544236,1.1518608596584332,0.042259879250781486,1.6642367828390094,0.05678212475458672,0.02783389122835322,<,,>
1420,Si II 6371.36 ,2.123899209043985,0.45225733021928816,3.599535787655243,0.7479283932015782,37.36747389867809,6.194664237124843,0.28269960244868264,0.16324221674074738,1.6900609115759078,<
1470,UIL,0.6518259975599343,0.20691809227211766,0.24906175724987958,<,1.1502222295852242,0.13986710980362518,,>,,>
1484,UIL,0.9593165503371638,<,0.2851444217921336,<,0.7166764228637477,<,,>,,>
1490,UIL,0.17398491150886705,<,0.058909436643363546,<,1.276495668863479,<,,>,,>
1498,UIL,1.9897009393780767,0.6918498609439241,0.43095415469909476,<,0.7725796330572995,0.30566414497569383,1.090703411591844,>,1.391450409371046,0.4359992751226812
1512,UIL,0.5595741768933291,0.43998019801863664,0.23164317594635067,<,0.5493918156670915,<,,>,,>
1524,UIL,1.1575016152346778,0.12080207039576042,0.34772495379061213,0.011998480261198404,0.2973964387429264,0.02419491500742463,0.5973011523642142,0.07532937923439963,1.7369605693836896,0.2565989995569837
1547,UIL+,1.9590795015380047,0.14498487076285146,0.3624369110296308,0.03830338649777129,0.14435634990476706,0.02546106201062922,0.41547200417039243,0.06737856880222919,2.621273951981083,0.5705354488952594
1561,[N II] 6548.05,0.04302912827416248,0.03756952778986368,1.2179541640424119,0.044595858183209346,2.1745080374159973,0.06849559682379082,0.23285416059834366,0.017490957039229843,0.13232706559977364,<
1573,H I 6562.79,0.9410681713588838,0.018324117648084226,1.0567193432766648,0.006972559859772299,0.9979384652997748,0.004386787328140453,0.9976492796214057,0.0076303666504253815,0.8280064955577399,0.009795948125056436
1590,[N II] 6583.45,0.4683680106132047,0.032582150860939046,1.2769163144072457,0.006233771381878395,1.5205563026391964,0.008758180735859603,0.27079374806379314,0.0031727830064720553,0.476497584374926,0.04532488896967186
1616,UIL,1.6924876614296291,0.7364008690163028,0.8858818932933841,0.23615875216447538,0.8856496322796962,0.19837755888510564,0.6843147294970984,<,,>
1626,UIL,0.3448258080761626,0.11616980568835944,0.24352471706252796,0.05169675108015189,1.3304146801155732,0.4841515303907719,0.44993963744427745,<,,>
1632,UIL,0.5329644139797923,0.087557936214865,0.22166912395454869,0.04180546850991988,1.9388961418043045,0.5642448743232735,0.29317768512283526,<,2.5163289487541856,>
1640,UIL,0.7422821501479012,0.17722699766149677,0.23798431781484894,0.054433494747946676,0.5677149490631426,0.037707174690509555,0.0449475649841612,<,,>
1648,UIL,0.1814104124226974,0.1393171880180734,0.5068146743843979,0.05223675488246477,0.2818660869178499,0.06590270250389095,0.04858466377161087,<,,>
1657,[Ni II]  6666.80,0.8658017789592535,<,0.5849993320965782,0.12339508328006213,6.285034790255552,1.0042788409779742,0.15027896195343135,<,,>
1665,He I 6678.15,0.9558119343834554,0.03700215092770419,1.0454197413132942,0.04859003582384529,0.6279140699442003,0.01673051306764308,1.0320841910140888,0.06107543237376074,0.8117684972424556,0.046289237216521804
1682,UIL,0.8453331948422134,0.05584126905411814,0.1456347152737472,<,0.36919515337078973,0.04441614149994365,,>,,>
1696,[S II] 6716.44,0.3359144459952544,0.02096316227729069,1.3001936655792576,0.0062520872693428275,0.9342880972480264,0.003967590744483821,0.14275617157931564,0.004746853903934014,0.12247848402244532,<
1708,[S II] 6730.816,0.5938892940633497,0.03519881729068029,1.2679309005826023,0.009743945768019801,1.0076699105308937,0.005429774018461159,0.17033922259718073,0.004716926757326486,0.1408077623385372,<
1744,UIL,0.31480376011514577,0.068585788509055,0.3353065971779493,0.03357430010212108,0.45941605953453934,0.03562936269590749,0.1799616984908187,<,,>
1756,None,2.8733944394785453,<,2.5685477696729286,<,1.6607852088576085,1.573481843581511,,>,,>
1759,[K IV] 6795.1,2.9455326646778794,0.9752585230117424,1.2041092836817369,<,0.9722017323453589,<,,>,3.429683049844782,>
1794,None,1.9889199876671353,1.3572910091616424,0.5895160861695798,0.37547786413048434,0.48505154469165235,0.26969545388152577,0.7047581247189884,0.5310090221797167,1.3849076448303856,<
1801,UIL,0.3827116796567762,0.13233391722982302,0.12157747825060522,0.05431967613085985,0.470490780710087,0.04285816485811517,0.5751269198255929,<,,>
1913,UIL,0.23521799184520958,0.06373981371982217,0.284405204278167,0.04836118584905141,0.5202911398814661,0.04929100888733729,0.25945553340838656,<,,>
1925,O I 7001.92,1.421075960531765,0.2580227486599656,0.34388042624027265,0.08755513446099869,12.117970413422283,1.442377615297331,0.1891072501862258,<,,>
1931,UIL,0.5290027316910544,0.18490270246632654,0.26254337428169755,0.07012983644288583,0.7833983291911717,0.09666892642940939,0.4368912569692023,<,1.1112755653577786,>
1936,UIL,0.2853519560988465,0.2702898148287169,0.9624196218189883,0.1543888176354881,1.2720387922726721,0.27214830658216654,0.20212603620659128,<,3.4207827708363086,>
1944,UIL,1.3932553435493282,0.38781864799823906,0.3700765256061412,0.12384591928277432,1.1830252086252813,0.42687639951684037,0.29595142257485574,0.22017493088638276,1.1544395224336936,<
1954,UIL,0.946030655316108,0.14720938091561653,0.5393711880944421,0.07588355381067992,0.5842811779393867,0.0965831647042661,0.4071702443076144,0.0854717264012792,0.914958671657862,0.24528016173934175
1958,UIL,0.4062671710461303,0.04275116243794885,0.3150909224622016,0.03216809273567263,0.49871669872867047,0.053698600216330716,0.332557038563968,<,,>
1969,UIL,0.30802354685181565,<,0.34053726652946914,0.15085085368635665,0.7959601701173807,0.16896567254416897,0.7196758692848637,0.49761222733374305,0.3722897913495385,0.4193971496506901
1975,He I 7065.28,0.8724321336815141,0.024779824612656886,1.005254253434887,0.018880599454097764,0.7185565262845593,0.00936347708422963,0.9964522473708796,0.022753095392015945,0.8257488874427558,0.023178417269972693
1987,UIL,0.535892961561283,0.10811464736847617,0.6393499132392699,0.1097219791924076,0.7552359996449598,0.1957903591353978,0.534574438175119,0.07993841693055574,0.9220085439903388,0.18445694114153097
1997,UIL,0.2635445013511941,0.07107062486031156,0.22518654660149132,0.032945630452667234,0.5577450779498883,0.03974212899943757,0.09031024783846271,<,,>
2008,UIL,0.25911809316661577,0.01416591665665033,0.24447542112190485,0.029513735116191365,0.2808471332127423,0.030773455930737766,0.17800165046838515,<,,>
2012,UIL,0.07183726916005508,0.03678386789388043,0.33704061147018216,0.044717360984056896,0.5903676131533605,0.0543772724346932,0.10494808247407238,<,,>
2032,[Ar III] 7135.78,0.7007061902218427,0.022972396779098153,1.2569315685295364,0.009784964805918941,0.5788254368732292,0.002494957948285033,1.0503733077182813,0.007640027188007301,0.6245540124457346,0.007782133166713957
2039,UIL,0.9646486498132518,<,0.46066961515658494,0.1146736716228956,0.4136556025490171,0.11278922903893387,0.4323276026432986,0.31063881140024646,0.7749226571396826,<
2047,[Fe II] 7155.14,0.5048330555279267,<,0.34970431447072553,<,23.865276112373532,4.1038231283257165,,>,,>
2052,He I 7160.13,1.2555205934061882,0.5186570318281291,1.0823093120765281,0.2406688484070099,1.5893783612400534,<,1.0644657906885626,0.19610842210142623,0.6242038804733134,0.0876961180019137
2060,[Ar IV] 7170.5,1.1627070335072198,0.15732432240061783,0.2483753385795194,0.08674552700251517,0.6697060218141021,0.13766230849210376,0.6617658194878641,0.23057530936346102,12.224312407846373,1.6183033091321568
2066,UIL,0.22622414850140996,<,0.2512607616914393,0.047200895519541514,0.36130249198143743,0.0972444154056208,0.16345200712378657,<,,>
2071,UIL,1.22866898074435,0.09348102004656492,0.4833941979920356,0.04230883858439598,1.69824166454778,0.09970132279461687,0.6387868077508732,0.08606090935058988,0.9649973181089707,0.15259088377673713
2079,UIL,0.29637340173703874,<,0.08958351416411663,0.032569557933671875,0.09667721489582605,<,0.0062948808204273,<,,>
2082,UIL,1.6757448990725494,0.12786743430053518,0.5601833860287935,0.05170134453802666,1.9467987995749283,0.191999027085588,0.7263543714582091,0.1564639602947913,0.9292606043526854,0.26897556583846877
2101,UIL,0.7528640028575192,<,0.18830954061101257,0.13628316843800445,0.8345942215868642,0.30425925504499235,1.0914126811674476,<,0.5593563665643564,>
2114,UIL+,1.8069911356923118,<,0.5350305696465482,<,0.431857705928764,<,,>,,>
2127,O I 7254.15+,1.6763231575567739,0.3134706511385392,0.5316608679698611,0.09913536337055583,17.4204120648939,2.5850512090632978,0.21823198494628746,<,1.1094208190931556,>
2134,[Ar IV] 7262.7+,1.1212340643437768,0.6180718440599842,0.7190261775137897,0.16208141088780023,1.5485136702355569,0.23051242258302068,0.5910848616809212,0.288410559298767,3.4056377983610404,1.5540539894579044
2148,He I 7281.35,1.0780556645129773,0.05352657340733993,0.9813417936182555,0.028255383041596097,0.6922028079542918,0.021947728762208168,1.0998474030692988,0.04073569563260094,0.9153038338209014,0.03705434274853984
2154,UIL,0.25728840693608174,0.26405841414512027,0.93560795989815,0.49320938033611933,2.0146891875037705,0.8501902612377318,0.8365493728388603,0.4673843381922404,1.0170130684524028,0.5350706442549822
2168,UIL,2.5717141748177306,0.9003521546649749,0.8346525358548614,0.22027535835819312,0.6212058231840641,0.15542463031979656,0.6820048880236727,0.2267878833716895,1.263333350839652,0.5190866206439733
2179,[O II] 7319.99+,0.06834815703914272,0.017330478197233625,1.3109933829933098,0.014448016245056296,3.4934301542051607,0.0336359912572971,0.3429947330461082,0.008964834071980225,0.35695403239981877,0.0346658224839447
2187,[O II] 7330.73+,0.09178303716210938,<,1.3549555848015518,0.08837701815319148,3.6059561999216534,0.14487922918631646,0.35813665600910033,0.03396818440721986,0.21868273881094416,0.06769767380525855
2198,UIL,1.1009218212920882,<,0.3329797920710567,0.30933595680782555,0.6705185952705981,0.37126861568751046,0.5618938437528995,<,,>
2225,[Ni II] 7377.83,0.31969260538056116,<,0.14471755069209377,0.03798875433301981,19.058795653310472,1.110583546209114,0.4042349285593438,<,,>
2252,[Ni II] 7411.61 ,,>,,>,55.81979818549787,>,,>,,>
2263,UIL,2.1597187900460617,0.3772408355086546,0.2550975989836236,0.09008778285599868,3.6275868277105996,0.5133237059768456,0.7523252516729986,<,,>
2277,N I 7442.30,6.092005563856023,0.34970907910227433,0.4313732558268299,0.10269370571514137,20.41838290502009,0.9120658934631934,0.3986900463857851,<,,>
2285,[Fe II] 7452.54?,3.213558911826287,<,1.3206938731032751,<,29.686347974965194,9.234091214132855,,>,,>
2294,UIL,0.47664283309937366,0.0990756244426257,0.31780485403210834,0.019349926633046254,0.24609164057093358,0.022489387564425888,0.33615888646027614,0.1223636114955777,0.8207217956548969,<
2298,N I 7468.31+,2.5597747453898743,0.9307452390598215,0.3593417093919311,0.15255469521992585,6.595496170855798,1.787316226541429,0.3584137327059968,<,2.0970091627141674,>
2314,UIL,0.22962187066947476,0.049811092477235266,0.25882252535694433,0.035273530269384776,0.1849424572702827,0.023525867202075678,0.05252486970657257,<,,>
2323,He I 7499.85,0.7865431432657808,0.06905169894557872,0.9213561419003077,0.050769522509217846,0.4097597611467144,0.11478857967205659,1.0252826040648246,0.048804044674712596,0.896545671612564,0.03564604966121516
2334,Fe II 7513.1762,3.862491026947127,0.6927578926160081,0.7867817277516167,0.12238248366460029,5.109301385418222,0.5148356739775728,0.9699628859734657,0.22976117076289262,1.3547736814339755,0.43123398372662947
2345,UIL+,1.639391075651242,0.20274895213346006,0.3971135471636314,0.05243925492630906,0.4555904095905204,0.006395665730691315,0.6910834090959463,0.24817058780750412,0.8550994402246934,0.35196718640569497
2348,[Cl IV] 7530.8,2.6828583363843004,0.07084764420900948,0.44600278942382515,0.040950933085688764,0.009254540578542646,<,2.600003022407831,0.2550272234323309,3.690593845738286,0.1683056421516268
2426,UIL,0.7563984498993462,0.0132273362034933,0.3956293982263413,0.014467676072572181,0.956476477261171,0.024228423134511606,0.2906814136708017,0.023497632961299877,1.1951408570910715,0.12876122587132313
2434,UIL,0.8949351748083187,0.26970852096564596,0.44638383918106184,0.08457593090954504,1.5222136403961686,0.31882827589739565,0.5004901741219588,0.18509609398330817,1.1636405932221654,0.5592541261503967
2454,UIL,0.7278659725409174,0.12468768954918254,0.35309436704359826,0.06453283869801911,0.9643143965710119,0.11468808394457114,0.22645036034538038,0.04197340125896942,1.392043233849287,0.21285589291169085
2489,UIL+,0.959736378391179,0.5119904357189358,0.5118748000996652,0.18464417774675648,0.19719609652575348,<,0.3779270271434779,<,,>
2501,UIL+,2.2160742509023335,<,0.3441608025244763,<,0.27950056871079204,0.15901247887276523,,>,0.7134933523012893,>
2503,UIL,0.8880978568754266,<,0.13778471140537654,<,0.525387724518592,0.01511455410611974,3.5238968860790285,>,0.5414951627485686,<
2516,UIL,3.2196462253109965,1.2159047124767515,0.9780008405577735,0.349804564821813,0.30678353458374813,0.09692149785363788,1.146371895976705,0.5231682635661312,0.8833310409660038,0.47890247511067685
2524,[Ar III] 7751.10,0.7809230334621127,0.13021100384230416,1.1293340395411366,0.05728981219379903,0.5952796054774219,0.021862162369641485,1.0103500217844295,0.049664599259923,0.6203536867647701,0.03832081980575001
2538,UIL,0.26962455981697303,0.05011120756655014,0.1599261537654376,0.026435931305908694,0.14506259231632862,0.01914753622725238,0.2746587017311211,<,,>
2549,UIL,0.6974758483931697,0.20803651684730332,0.33804816414646166,0.07307832802533953,0.5674399560337562,0.08903406954296009,0.42443341040518034,<,0.48567371132505416,>
2556,UIL+,1.803019084393989,<,0.661321399566708,<,0.6779932241527528,0.1592327461496528,,>,3.0268408105777533,>
2565,UIL,0.15692111253607188,<,0.08235476073531313,<,0.7771609223127747,0.015964418943409255,,>,,>
2577,He I 7816.13+,2.826827967641573,0.3290883438569596,1.0711817990831196,0.11005195284863616,0.3321124591584704,0.02279475807759248,0.671490736482418,0.07240330031699127,1.3342860080073353,0.1256403138263973
2594,UIL,0.7847532345309013,0.10697088562759755,0.27842078521911845,0.031233435076551696,0.5355959298215511,0.01770019320977995,0.7157867631425499,0.16336745934367727,0.6816914240565505,0.2417805739133755
2602,UIL+,0.9488742735560842,0.4475394892155746,0.4100360582057815,0.18241251924026336,0.247018195612123,0.06144590425153957,0.21859243800033024,<,2.87233504544868,>
2614,UIL+,1.0199401094409537,<,0.6146020918557635,0.18149265080804247,0.4329314507527067,0.14365024053101486,0.32171707904991353,<,,>
2623,[P II] 7875.99+,4.600499524336126,<,1.9459253616198886,<,1.6992302392707817,<,,>,,>
2636,UIL,0.39490486874810726,0.10523916866613829,0.30400460993826317,0.05322586137524951,0.2895776222959326,0.03219481845931622,0.09445171371839516,<,,>
2657,UIL+,1.413568674903805,<,0.5706165305143096,<,0.5693899865739672,0.15075463469153402,,>,3.8059035124572045,>
2665,UIL,1.9589692270637487,0.344328916841947,0.5722403257378887,0.06985520534478137,0.4386129156482713,0.06418042220147566,0.5588487310613153,0.1803535389301185,1.7303269201175167,0.5997991523265822
2692,UIL+,1.6585660059218932,<,0.5259361692213594,<,0.6063598636661043,0.13717891562418244,,>,2.9330553072895262,>
2724,[Fe II] 7997.03+,0.7133700761395654,>,,>,14.768909693286043,>,,>,,>
2731,UIL+,0.49931696788231505,0.22693952563746583,0.24732819998124483,0.056531071810859354,0.17742650366586665,0.02719008561921897,0.2732050200255431,<,1.385296193501947,>
2736,UIL,3.3433109196546935,0.8143939183755405,0.9520862777734345,0.1813328557617534,0.3120046050484972,0.036765352967878744,1.0707668250201412,0.31143078803289015,0.9886268441654688,0.33262805865847245
2754,UIL,0.14902925850556362,0.07588004940328325,0.0802113911516979,<,0.1939953304692273,0.06079905786407473,,>,,>
2760,[Cl IV] 8045.62+,0.5930812936102497,0.1383085226027398,0.25714942179865047,0.059941425700723305,0.24243922318107924,0.04864040906452492,0.5354891850176912,0.15181157415038826,8.956631576639154,1.760955503086086
2779,UIL,0.31372304866922635,<,0.161526870579218,0.04815591392189777,0.45789618102480495,0.04213240722272175,0.7117492617896577,<,,>
2790,UIL,0.4623408086426772,0.08248146258559617,0.2816598509483717,0.013486816093169988,0.6207982580873329,0.04926629763431643,0.35506909688563876,<,,>
2825,Ca I] 8125.31,1.7348786508713911,0.4139256957163989,0.34486325042117405,0.2128419873379552,6.836566502529557,2.5475572475572723,1.3258532000122936,0.8295167209048929,0.5376242080547213,0.23248528437692242
2844,UIL,0.059965839117069826,0.03208298988947874,0.17836238929241485,0.017912463476010713,0.3133167943384375,0.03386041964041159,0.09215484928984018,<,,>
2874,N I 8188.012,4.115197984182488,1.2012406095253678,1.2415717126464274,0.3796977016062881,14.207588395553541,4.100051907942982,0.46312047573883647,0.06993918118403952,0.15971596897695503,<
2877,UIL,0.21445736840259863,0.09026632239220783,0.16716447733570414,0.03409976771651158,0.567181113842236,0.014713735906898203,1.1915073762542452,0.241637482955733,0.35104940909366605,0.06903497010700135
2884,N I 8200.357        ,2.8757674399143847,0.5115885243732553,0.14281810673352247,0.048728058772381094,7.317435032001718,1.057539849904573,1.2239943447234396,<,,>
2889,UIL,0.2740171279717301,0.16224454806008204,0.07674766072402905,0.02145353990705043,0.9242169939945353,0.1641152385645305,0.4133418634013486,<,,>
2892,N I 8210.715,1.9242279292378786,0.06026770699063655,0.5429977557872983,0.005021988609372173,4.397609278412374,0.2103305666244464,0.05586459753834579,0.037976694525052604,5.253526232976007,3.58365208330422
