Index,Type,ID,blend,wave0,wave,e_wave,d_wave,vel,d_vel,flux,s_n
7,"Fe, Ni",[Fe III] 4607.12+,True,4607.12,4608.997,0.11423041291688686,0.7783,122.13930691323911,50.64519050109396,0.0292036445189849,10.942795076031897
35,High Perm,O II 4641.81+,True,4641.81,4643.3533,0.20885283492231987,1.6082,99.67441589190614,103.86599859873625,0.0690839659644425,5.985075569909891
42,High Perm,O II 4649.13+,True,4649.13,4652.441,0.11132778270065123,0.9254,213.50507050521458,59.67308735896823,0.0671989933686999,11.228104698367337
49,"Fe, Ni",[Fe III] 4658.10,False,4658.1,4660.5449,0.14847441671588882,0.5761,157.35226391963505,37.077442531031956,0.1046940607107284,8.418958818958826
71,High Neb,He II  4685.68,False,4685.68,,-0.08754132852419436,,,,-0.0707229869283544,-14.27896995708181
83,"Fe, Ni",[Fe III] 4701.62,False,4701.62,4704.8008,0.42624168237949106,0.5942,202.8194219027542,37.88836157401065,0.0333515230392127,2.932608545043939
91,High Neb,[Ar IV] 4711.37+,True,4711.37,4714.5338,0.13879476041997174,1.0531,201.31795605534683,67.01053780955434,0.5452362472884175,9.0061036613896
110,"Fe, Ni",[Fe III] 4734.00,False,4734.0,,-2.610930735930747,,,,-0.0098208656329725,-0.4787564766839358
114,High Neb,[Ar IV] 4740.17,False,4740.17,4742.7556,0.027008501037826264,0.9112,163.5264936499961,57.62892211241369,0.4219709720932324,46.28172434483999
126,"Fe, Ni",[Fe III] 4754.81,False,4754.81,4758.7343,0.22963269847135184,1.1149,247.42850774884855,70.29484068221443,0.0347666508336426,5.443475638796909
138,"Fe, Ni",[Fe III] 4769.53,False,4769.53,,2.9481589147286886,,,,0.0029914797323576,0.4239934264585036
174,"Fe, Ni",[Fe II] 4814.534,False,4814.534,4817.1938,0.638125742966585,0.4143,165.62100917524057,25.79772317516088,0.0146308094662013,1.958861578266488
211,Med Neb,H I 4861.32,False,4861.32,4863.9262,0.009078865609241708,0.9388,160.72159496590464,57.89480214641291,100.0,137.6823992997076
227,"Fe, Ni",[Fe III] 4881.073,False,4881.073,4883.3858,0.12127914823423368,0.6261,142.05073287416704,38.45467133021776,0.0515469834501988,10.306800618238183
260,Med Neb,He I 4921.93,False,4921.93,4924.5984,0.02996617420179227,0.8901,162.5309979879985,54.21557536693938,0.904373794591165,41.71369997325978
268,"Fe, Ni",[Fe III] 4930.64,False,4930.64,4933.7424,0.21980124121642325,1.3362,188.63192642316787,81.24354695933997,0.0529824592019961,5.686956056673085
289,Med Neb,[O III] 4958.91,False,4958.91,4961.5496,0.012763149704723049,0.8854,159.57784515890148,53.527134453579514,121.23776493485629,97.93820717604159
311,"Fe, Ni",[Fe III] 4987.20+,True,4987.2,4988.7116,0.06981060370258442,1.0225,90.86587253624178,61.464907825032085,0.1588933081645676,17.90558931885765
328,Med Neb,[O III] 5006.84,False,5006.84,5009.4968,0.007397080244916384,0.8163,159.08009890755935,48.87725261150746,339.64405758590755,168.98559412804232
335,Med Neb,He I 5015.68,False,5015.68,5018.4071,0.02889364116568971,0.9227,163.00162933277625,55.15074745530017,1.96860430426008,43.26211406973295
356,Med Perm,Si II 5041.03,False,5041.03,5044.4243,0.1802598367687837,1.2717,201.86063962907957,75.62860543154872,0.0723635572561451,6.934434327727447
360,Med Neb,He I 5047.74,False,5047.74,5050.3404,0.0110960028734154,0.8657,154.4414545486255,51.41515428500676,0.1506484457465583,112.65317919075524
367,Med Perm,Si II 5055.98,False,5055.98,5062.0768,0.23364339198760709,2.549,361.5074936875694,151.1420091539128,0.0492852280869045,5.350033610478924
428,Stellar,O I 5131.14,False,5131.14,5134.6596,0.6476216408050046,0.331,205.63647360560972,19.339036471037623,0.0067549512506187,1.930139330190123
441,Neutral,O I 5146.61,False,5146.61,5150.0655,0.21156763205267556,1.3202,201.28450351182792,76.90227218530256,0.022869509257546,5.90827617567123
449,"Fe, Ni",[Fe II] 5158.81,False,5158.81,5163.341,0.3638178488118155,1.5853,263.3087140635116,92.12608792868896,0.0368231540711343,3.435785253753621
475,Med Neb,[Ar  III] 5191.82,False,5191.82,5194.0835,0.2513269161568897,0.5044,130.70180181188996,29.125685369523595,0.0644443579552084,4.973601789709198
482,Neutral,[N I]  5199.00+,True,5199.0,5202.1225,0.11514823571902832,1.338,180.05423160321598,77.15374279746105,0.1878596130581951,10.855572316801348
498,Med Perm,Si II 5219.31 ,False,,5223.0791,0.20454756941464086,1.292,,,0.0423960354644822,6.111047926783768
531,"Fe, Ni",[Fe II] 5261.61,False,5261.61,5260.4689,0.7100673066857827,0.4007,-65.01682447458995,22.830813747237062,0.0128797138391592,1.7603964979521964
