Index,Type,ID,blend,wave,e_wave,F(0),E(0),F(I),E(I),F(II),E(II),F(III),E(III),F(IV),E(IV),F(MYSO),E(MYSO)
7,"Fe, Ni",[Fe III] 4607.12+,True,4606.602981924564,0.1307442125049449,,,0.049103359896675934,0.012934423858154638,,,0.007849689979812181,0.00509840638944057,,,0.07150345084569389,0.007478929897765029
35,High Perm,O II 4641.81+,True,4639.115925871664,0.5244482484024906,,,,,,,,,0.06251601505338926,0.026229131673482987,,
42,High Perm,O II 4649.13+,True,4649.693289072554,0.0998230183418855,,,,,,,,,0.15919061001121354,0.01271270974640425,,
49,"Fe, Ni",[Fe III] 4658.10,False,4658.827800749449,0.0474076910353041,,,0.13680120005961816,0.07828028384489995,0.16208385196602046,0.006147216940653659,0.07393521839430742,0.013832337306443548,,,0.7910488877924691,0.09361610087875472
71,High Neb,He II  4685.68,False,4685.422797235856,0.0557181665136209,,,,,,,,,0.23352604603514776,0.010409314494603092,,
83,"Fe, Ni",[Fe III] 4701.62,False,4701.706303780015,0.0700155079054178,,,,,0.06308373131191061,0.019141795028381727,0.037854479260823054,0.011379415159505803,,,0.2604408654876808,0.014587919581157271
91,High Neb,[Ar IV] 4711.37+,True,4711.441847431035,0.1195039954837116,,,,,,,,,1.6290525695208427,0.15574263272859817,,
110,"Fe, Ni",[Fe III] 4734.00,False,4733.308167706148,0.5954326248834941,,,,,,,,,,,0.06737699736825649,0.03209476991979939
114,High Neb,[Ar IV] 4740.17,False,4740.051119313737,0.0628480202443614,,,,,,,,,1.4669336146030074,0.07375509880616325,,
126,"Fe, Ni",[Fe III] 4754.81,False,4755.139757802752,0.0840180183812499,,,0.059015176292598004,0.04781211516994128,0.053868405448298184,0.005854449096032003,0.006965990970967476,0.003500970702007377,,,0.17819064142157998,0.011976979669060016
138,"Fe, Ni",[Fe III] 4769.53,False,4769.595007784428,0.1972485234615103,,,,,,,0.01624786733003179,0.005514399392916842,,,0.09282815785643414,0.014648173658266908
174,"Fe, Ni",[Fe II] 4814.534,False,4814.154426469084,0.0676317415310872,,,,,0.04859774979893869,0.009412844817461446,,,,,0.35147256039694935,0.019016561088028735
211,Med Neb,H I 4861.32,False,4861.149338482432,0.039455153649914,100.0,3.7196712170526096,100.0,3.1564122919931217,100.0,3.6237875319031736,100.0,3.767709468374071,100.0,3.637909613196005,100.0,4.097074872992631
227,"Fe, Ni",[Fe III] 4881.073,False,4880.967494369318,0.051213443232538,,,0.05942198242246094,0.02080245776948785,0.08633673323631547,0.012048829319694733,0.017769558008546717,0.006552524515651592,,,0.433399018548865,0.017756684826791998
260,Med Neb,He I 4921.93,False,4921.902514933404,0.0438070804524832,0.8956527159863588,0.033094209580705594,0.828088479821083,0.038603975864747765,0.9724349525918107,0.03407962896239692,1.1612920444335546,0.057817627524107636,1.0239940881442644,0.03943278418582407,0.4129468762867902,0.07993680553674223
268,"Fe, Ni",[Fe III] 4930.64,False,4929.968927871001,0.159109024305228,,,0.2974524672796989,0.25392985035470883,0.04007636974884865,0.007125856320569845,0.05478488145634833,0.006973415228157728,,,0.05546903657710319,0.027424802952445253
289,Med Neb,[O III] 4958.91,False,4958.724349675161,0.0375591767296628,119.36600325987682,3.58663104956098,180.32216353980448,5.906109368085811,107.72963937603014,3.421437224170415,144.0444591100662,5.347708686960668,180.11506077376657,6.665007604348967,44.928249935163514,1.3524596561410118
311,"Fe, Ni",[Fe III] 4987.20+,True,4986.543789004215,0.0552833280048436,,,0.14694970516702574,0.09121009490579642,0.29896976776386486,0.01322243498785733,0.16124032921791162,0.0075361860125781575,,,0.22846386035305583,0.025991435741960733
328,Med Neb,[O III] 5006.84,False,5006.641502006648,0.0145422897855741,331.8820635562427,6.860829182308927,431.4704834171307,5.019655043018952,335.058390188652,8.895797191845503,462.8490846773772,16.809312799884367,548.6747645923462,13.367807522762373,117.05890288397758,1.4803496256573732
335,Med Neb,He I 5015.68,False,5015.545536889807,0.0413239958826988,1.9209310527704415,0.07679628509779587,1.7215874481559468,0.1473869529978167,2.204030330597369,0.1188191365257768,2.372062158714252,0.14613970649306673,1.6729299010554255,0.055305718674606576,1.0312758832484932,0.08090879312923656
356,Med Perm,Si II 5041.03,False,5041.451534940362,0.1918164063770823,0.07032505954082471,0.015212140504300966,0.23334661772831325,0.03732752721752563,0.08342033286267272,0.02616226705938669,0.05240345656376697,0.018862364591031702,0.09531479302367173,0.014626352857900886,0.7127188593742454,0.31104988441984904
360,Med Neb,He I 5047.74,False,5047.472848407165,0.0426201960080041,0.14627010895448694,0.0049872485710018895,0.18891392812275545,0.020319865308234222,0.15152467245068987,0.012280963721822429,0.17877195313670927,0.009148292388593767,0.15930703403975563,0.014071747338180519,0.16769128693634974,0.005831283034145882
367,Med Perm,Si II 5055.98,False,5056.1025148801045,0.0581677322596169,0.047765853099197,0.03146855903197013,,,0.007764897339707618,0.0055744974256976675,0.020225665958155323,0.007341731598977875,,,0.9527381492423656,0.04433489406292231
441,Neutral,O I 5146.61,False,5146.981239498861,0.2785837098981423,0.02186877226736782,0.007007304559244293,0.11285444905343182,0.02515152887665275,,,,,,,0.08129172259145045,0.050346400779839755
449,"Fe, Ni",[Fe II] 5158.81,False,5158.02012263066,0.0850308365377272,,,0.024862655923861488,0.022412087103218646,,,,,,,0.5095176021955214,0.03465976635630571
475,Med Neb,[Ar  III] 5191.82,False,5190.829687287967,0.1649426773292714,0.06122124504776419,0.012311073206498319,,,0.07002695381530302,0.009240346598007453,0.07343958744246262,0.017138654472107745,0.07857599435510777,0.01981608376905113,0.07986661838851851,0.04068838010435396
482,Neutral,[N I]  5199.00+,True,5198.759288307979,0.1680319109002972,0.17825245205185242,0.03174237032693101,0.7058698568684402,0.09488692871721864,,,,,,,0.48091288402048654,0.20848180694707727
498,Med Perm,Si II 5219.31 ,False,5219.95080704467,0.1296811901301671,0.04010444537547211,0.011459895202536052,0.15229539244654608,0.04674364133875479,0.014093166443337727,0.0060812421621702735,,,0.050677278492111136,0.01906570646564995,0.07086050908193138,0.007351420120779505
531,"Fe, Ni",[Fe II] 5261.61,False,5260.996151310579,0.088187361478776,,,,,0.015352047273466932,0.0033053460571158878,,,,,0.46982415489253115,0.03314604206317451
539,"Fe, Ni",[Fe III] 5270.40+,True,5270.329499505872,0.0789725701207685,,,0.03542744490891523,0.029985072597408135,0.10234907662140054,0.006466215704223575,0.05006444553367392,0.006148450416147302,,,0.2143738332058135,0.03792984884158919
589,"Fe, Ni",[Fe II] 5333.646,False,5333.022960248613,0.1378770573280179,,,0.13155535538278085,0.03365061849621977,0.018747681565021396,0.009363643614586688,,,,,0.1761752739314713,0.01943242267490298
623,"Fe, Ni",[Fe II] 5376.452,False,5376.222813209057,0.1345811435347523,,,0.0789229584278788,0.027267695780444193,0.02744661639750161,0.012495066395262969,0.007391500032868741,0.0024127187262442664,,,0.09775429494543686,0.010524707839352282
737,Med Neb,[Cl III] 5517.71,False,5517.556525078762,0.0325062303608188,0.28879843626904883,0.016014649474636964,0.24007891733476897,0.012878395633898422,0.3424342210314236,0.01364710762303206,0.3773085559489886,0.02378415707810432,0.27736258230604216,0.007212809595129438,0.20834781201601896,0.012564165549025683
753,Med Neb,[Cl III]] 5537.88,False,5537.696830439203,0.0397962432346382,0.22873644713989724,0.009401735451626429,0.19842691689700945,0.012900798201915236,0.25675808849677695,0.008174405873822805,0.2827549554571221,0.012328390736556463,0.1917589229482477,0.006986116465799094,0.16780048456803073,0.01577251645298664
785,Low Neb,[O I] 5577.34,False,5577.359443868547,0.8353291066228359,,,,,,,,,,,0.05068409247106192,0.033870318147073086
914,High Perm,Si III 5739.73,False,5739.53248714484,0.0741403806870139,,,,,,,,,0.06399663373940917,0.0037957878305017543,,
926,Low Neb,[N II] 5755.08,False,5754.777811208984,0.06243438412873,0.1901386963383607,0.01197846795824923,0.023816926884923144,0.017312065362368432,0.22461260554348203,0.014837287687610709,,,,,0.4018208690291175,0.02006995079032324
1018,"Fe, Ni",Ni II 5867.99,False,5867.229232015723,0.522805434006316,,,0.7109095657475523,0.29733390724791253,0.38433946283985254,0.21904624782575702,0.28681856177945375,0.1703183343988666,,,0.1598709305246455,0.10118179466459105
1023,Med Neb,He I 5875.62,False,5875.525921861136,0.0372571727128364,10.835574309244594,0.4171823809150415,10.564862883496406,0.3148935369102885,10.92058071356477,0.3772751898043365,11.139446551164642,0.41785123073634894,10.97643656127384,0.4231941515586565,6.974700581360253,0.2699363784769578
1089,Med Perm,Si II 5957.56,False,5958.140661302337,0.05860381877649,0.03298028721889957,0.006747059922671458,0.08926416163467624,0.0241837444987118,0.01541850055529899,0.00223103796511821,,,0.004095474704811981,0.003038901095741073,0.47840954347611353,0.022429300949454004
1106,Med Perm,Si II 5978.93,False,5978.920061913118,0.0424728812996446,0.02030189296884284,0.0016585730943342706,0.0957649706331028,0.01285207216754952,0.030076530167051668,0.0016950791768100722,0.01120012347252061,0.0020614951072312065,0.010318845873079732,0.0036831911216957695,0.6091617112316583,0.0206982824427445
1160,Neutral,O I 6046.23,False,6046.192467656307,0.0454347826086927,0.019064304728419686,0.0006929460327372978,0.038908062327532696,0.0028065131798228455,,,,,,,0.5558012300901772,0.020735129278499673
1204,High Neb,[K IV] 6101.79,False,6101.487509218598,0.0881360136315587,,,,,,,,,0.09754230382872384,0.00687759185592164,,
1322,"Fe, Ni",Fe II 6248.91,False,6247.999840504337,0.1210124058484664,,,0.08561441347069702,0.016700655844423054,0.01006036413947623,0.0074196466510409315,0.00653531997754268,0.0006326838347775883,,,0.04509444929928584,0.0059400563515570525
1363,Low Neb,[O I] 6300.30,False,6300.403682155854,0.0442667781818982,1.9927799594819589,0.07121178009542992,0.8391638329433451,0.5737609437949748,2.1233538553958065,0.07519522729478764,,,,,3.2407628899591403,0.11846892718018473
1372,Med Neb,[S III] 6312.06,False,6311.887061601086,0.0453476107187203,1.1823465398209971,0.06988168685868222,0.7105021628331226,0.04032775834307521,1.5044231801422057,0.10624362725766247,1.5179431005574462,0.11268873903151864,0.7823360448348655,0.04287053364827784,1.3361431206432086,0.04847271847953953
1377,"Fe, Ni",Fe II 6317.99,False,6317.881407125919,0.2404049820875092,,,0.19285433562509213,0.03709051448115901,,,,,,,0.09284402548999264,0.020576955931731294
1401,Med Perm,Si II 6347.11,False,6347.392697534576,0.0645693201854621,0.024699630809097244,0.0012758706961402448,0.0696862367839143,0.010580617663124748,0.02579940070348679,0.001501316680072198,0.016358239309422377,0.003642172533275314,0.0077251048113710415,0.006872632499329761,0.6405533140833514,0.09336358485094323
1414,Low Neb,[O I] 6363.78 ,False,6363.941719208438,0.0415073365410074,0.675212146730922,0.022421006248749202,0.3747495879234802,0.12298471603086962,0.7401236317348597,0.02580369579110305,,,,,1.1322326817066135,0.057386169733990244
1420,Med Perm,Si II 6371.36 ,False,6370.061526462063,0.0823888552544345,0.01913261476661735,0.003100236920789574,0.04301331922947049,0.005942306538470301,0.06774168096203724,0.009695295780740246,0.1079895880289775,0.09394383481116075,,,0.7281338967221612,0.0479920945783116
1430,"Fe, Ni",Fe II 6383.73+,True,6384.646602348439,0.1410632943504515,,,,,,,0.011007989527293214,0.0037730330137629884,,,0.024834030938267807,0.002802536172922473
1488,"Fe, Ni",Fe II 6455.8427,False,6456.027513252008,0.1181091159907164,,,,,0.008765740681947201,0.0013615097497319663,,,,,0.08071979352486748,0.007626994764940205
1517,"Fe, Ni",Fe II 6493.04+,True,6491.3885816942375,0.3442824287370564,,,,,,,,,,,0.019344961776205667,0.005328104339310087
1536,"Fe, Ni",Fe II 6517.03,False,6516.491621349099,0.2146027986602889,,,,,0.012985490353228766,0.005472087361146116,0.0014078204192330976,0.0013340418651264397,,,0.10396538319286817,0.017849009757583096
1561,Low Neb,[N II] 6548.05,False,6548.175996517073,0.0605901340605037,2.4896621871012994,0.12067917254546778,0.6488537651509573,0.5606594217867998,2.8850861242919095,0.15119824283670635,,,,,5.445798862421945,0.28841804529964077
1573,Med Neb,H I 6562.79,False,6562.627973366817,0.0361800428469006,282.1078880422957,10.655585191006052,282.0902686213806,8.164830404332218,282.12295891792996,9.350867189549017,282.12426759866486,10.15360817055284,282.06964790617417,10.753112263214284,282.10566427351057,11.502050952796827
1590,Low Neb,[N II] 6583.45,False,6583.500086064199,0.0214376689619683,8.63107995131544,0.25408273064948333,4.365796294546498,0.34572377844281604,10.447291709593333,0.3836206712242094,,,,,13.165550037757836,0.22579096272934637
1657,"Fe, Ni",[Ni II]  6666.80,False,6667.402625521658,0.2106680005983036,,,,,0.013995976182805,0.0028490536758890564,,,,,0.16780966143968684,0.028281700685261656
1665,Med Neb,He I 6678.15,False,6677.978356320873,0.0374740946771378,2.4969047649390737,0.12320107165743077,2.5294932206952803,0.07583237475001063,2.548268455395277,0.21078615977369555,2.644902163283945,0.2339363852241651,2.5800919736402874,0.19038743762479354,1.5629893778087078,0.048861425000276605
1696,Low Neb,[S II] 6716.44,False,6716.452556344553,0.0375983443604818,14.397249111692476,0.4555081842902857,5.976186057545379,1.0154545573535938,17.67736548281531,0.5317117398471883,,,,,13.4958393349697,0.48907218053767765
1708,Low Neb,[S II] 6730.816,False,6730.902734221022,0.0210436147239307,11.029603023511102,0.3169141708559933,7.1089158129564956,0.5061741601866573,13.231218751172953,0.5045362706591069,,,,,11.15132097445711,0.18773128179949033
1759,High Neb,[K IV] 6795.1,False,6794.61172370624,0.1158568134104382,,,,,,,,,0.02072423277686117,0.001920834855922635,,
1925,Neutral,O I 7001.92,False,7002.393503458637,0.0438194021074015,0.030922308630212524,0.0036842230558326375,0.047210475897452774,0.00708666237770527,,,,,,,0.37609019912830244,0.013184038131404632
