Index,Type,ID,blend,wave,e_wave,F(0),E(0),F(I),E(I),F(II),E(II),F(III),E(III),F(IV),E(IV),F(MYSO),E(MYSO)
1975,Med Neb,He I 7065.28,False,7065.080459580415,0.0366683747079067,1.984479182041144,0.07304431986947693,1.8625263633795393,0.05463665167660466,1.8713345057420443,0.06285323520648091,1.8699065852103038,0.07495124175381959,1.9361648847037913,0.08874406891790769,1.4312369230844026,0.05232853705051484
2032,Med Neb,[Ar III] 7135.78,False,7135.582888525049,0.0346850160963659,6.938681434871745,0.19939995938874358,5.237923825902163,0.18692725570017923,8.170978990124311,0.24930779948956694,8.60703150345678,0.2852355356494645,6.731205402878717,0.19759737963149152,4.031426850599368,0.11186408416348888
2047,"Fe, Ni",[Fe II] 7155.14,False,7154.7944572749675,0.0817596609439219,,,,,,,,,,,0.22118490889800163,0.01446720252593029
2052,Med Neb,He I 7160.13,False,7160.273230384834,0.1207175262995357,0.014930853050201401,0.002359826410740126,0.042353195236409326,0.02477895336871521,0.014860688889129493,0.0026158257153628514,0.016027188834293837,0.0015478100716891938,0.0124185981923958,0.0014117165739251688,,
2060,High Neb,[Ar IV] 7170.5,False,7170.262729096545,0.0839426892909588,,,,,,,,,0.06555547847405264,0.004402322528694031,,
2127,Neutral,O I 7254.15+,True,7254.330116137512,0.0435196172075115,0.04961951950994916,0.011300487759679626,0.0765776080661954,0.009008005883152032,,,,,,,0.7345118503096478,0.025572539647885504
2134,High Neb,[Ar IV] 7262.7+,True,7263.119233274133,0.1390543559195828,,,,,,,,,0.06865177461818624,0.007637062641814598,,
2148,Med Neb,He I 7281.35,False,7281.076984279821,0.0477785393122969,0.675131203658041,0.025805426203947275,0.7863367644063236,0.03709882087946536,0.6197504869335265,0.027027412340383108,0.6878442051831694,0.03562517912069049,0.7945354609876357,0.0397476468953745,0.4691592739900071,0.022764687733551347
2179,Low Neb,[O II] 7319.99+,True,7319.891756595968,0.0512226201835997,2.6957894252251653,0.11438792152562652,0.3850153488694586,0.20287927770161399,3.2976450372951267,0.1351312153965606,,,,,9.444617394370617,0.43304522649778393
2187,Low Neb,[O II] 7330.73+,True,7330.080949669817,0.0479247591580994,1.6213409579096416,0.11969957100819872,,,2.1058100529708508,0.21291492588607555,,,,,5.709683563085306,0.2189081677038579
2225,"Fe, Ni",[Ni II] 7377.83,False,7377.470419831048,0.0315235719530019,,,,,0.0020798043321736733,0.0005327403802514009,,,,,0.2947141159630411,0.007432353312101026
2252,"Fe, Ni",[Ni II] 7411.61 ,False,7411.369022943434,0.0497006931316948,,,,,,,,,,,0.1205298422801463,0.004792333363501708
2277,Neutral,N I 7442.30,False,7442.417536015816,0.0511903074960954,0.010534890054420692,0.00043142740905868283,0.06954450225665303,0.0032038028527391444,,,,,,,0.21827034134450657,0.011901266471837998
2285,"Fe, Ni?",[Fe II] 7452.54?,False,7452.737512781063,0.0738666102126387,,,0.006481730541285673,0.005838947888211828,,,,,,,0.06750117236916713,0.003988866230631524
2298,Neutral,N I 7468.31+,True,7468.2014204267325,0.0675365041980424,0.051276062106646175,0.018801272459987996,0.14450620202985212,0.06653251546086852,,,,,,,0.3423137654127356,0.018494940043875946
2323,Med Neb,He I 7499.85,False,7499.668544585977,0.0433346102279247,0.04273458509165857,0.002693206369809607,0.03586092238971665,0.0029972713116682556,0.03606537336458781,0.001587365924141756,0.03709203790329824,0.0014373649846726243,0.04251083853570994,0.0014737524947257862,0.017293740946682172,0.004822271033997388
2334,"Fe, Ni",Fe II 7513.1762,False,7513.48106972216,0.0646262996395186,,,0.12836333917904372,0.022868948970975442,0.020976543685812785,0.0027681424856957925,0.02247520931044946,0.005319814093090311,,,0.14418875567495723,0.007454708583119306
2348,High Neb,[Cl IV] 7530.8,False,7530.233783476548,0.0730099065762854,,,,,,,,,0.12811102885315723,0.007482699398368654,,
2524,Med Neb,[Ar III] 7751.10,False,7750.894945935796,0.0442541468336903,1.6072199246109085,0.06819240874970459,1.367251359905274,0.22395252969706658,1.684092581980932,0.07160919384361031,1.7070926083689382,0.06580272111350699,1.3712476959904742,0.07625113554449217,0.9608924796171805,0.03401878150749401
2577,Med Neb,He I 7816.13+,True,7817.114352655185,0.0436340678563097,0.16223524366204317,0.024884330365596542,0.5483075660702401,0.07968926175855706,0.16109677447885049,0.013654530581172568,0.1266832914545986,0.023940130277506796,0.19574047084050364,0.01894471973168477,0.054118260322110194,0.0018891198745283133
2623,Low Neb??,[P II] 7875.99+,True,7874.891427651086,0.9984159278684336,0.01908877947178568,0.017611211380938383,,,,,,,,,0.032121950180801544,0.025656853355766854
2724,"Fe, Ni",[Fe II] 7997.03+,True,7999.529809682452,0.0586507134553027,,,0.014116156434096206,0.008739889081984059,0.006465960455047631,0.005521684726338172,,,,,0.20630659838775434,0.009680023348782728
2760,High Neb,[Cl IV] 8045.62+,True,8045.562770708323,0.0609951291014633,,,,,,,,,0.24604757163650717,0.01200616271765625,,
2825,Neutral,Ca I] 8125.31,False,8126.415292563403,0.2917449492268332,0.01649640238146776,0.0038501936601653772,0.03306224875906866,0.0077549031908025964,,,,,,,0.15497112690953355,0.07035082357153587
2874,Neutral,N I 8188.012,False,8187.566291965611,0.0378392484342377,0.01512856671473957,0.004425910475056781,0.06927062356924693,0.004249611277149149,,,,,,,0.2159403188162709,0.00653681549652591
2884,Neutral,N I 8200.357        ,False,8200.131054235208,0.1259785647448965,0.014228776709037196,0.002586511099164983,0.04330494731510029,0.006232496228616413,,,,,,,0.09846202553580777,0.009923283727101133
2892,Neutral,N I 8210.715,False,8210.112324309901,0.0952107943813504,0.04751074127459502,0.006749799786161299,0.09637988480553802,0.00947876772392925,,,,,,,0.19157314635493758,0.014591865157270654
2897,Neutral,N I 8216.34+,True,8216.547151772618,0.0780590022878484,0.0561488092044178,0.01131396139074398,0.15037552740946641,0.009587156111806513,,,,,,,0.3727451181093237,0.02327688962182403
2902,Neutral,N I 8223.14+,True,8223.355765904756,0.0666936394674152,0.01926447089263911,0.007085663157920037,0.12289913559434852,0.020161700238911135,,,,,,,0.49256092604947693,0.026280544654144013
2907,Neutral,O I 8230.00+,True,8229.206626653728,0.0730475243114888,0.01570120492946356,0.0038969739465928815,0.03097260316583774,0.009803671253119714,,,,,,,0.2962739554356752,0.01731366317003876
2913,High Neb,He II 8236.78,False,8236.091230749586,0.4480737477640908,,,,,,,,,0.0067562988094496184,0.0024218561028513243,,
2918,Neutral,N I 8242.39,False,8242.583492099831,0.0728835346919276,0.031420866982719356,0.004318870600357543,0.10258854253699581,0.0092167116629929,,,,,,,0.25192206228941927,0.014688776293226269
2957,Med Neb,H I 8292.31,False,8292.05925488843,0.0794619633105531,0.08685797485982945,0.009312699035228949,,,0.1116184377222704,0.007095536162454644,,,0.038745575555851515,0.017657101994536968,,
2969,Med Neb,H I 8306.11+,True,8305.87561949998,0.00386605515376,0.1290716566490921,0.010169176896520509,0.16266750580745867,0.019917349689970842,0.1412619883907032,0.0004369013105986161,0.14729724241005826,0.008174285915815914,0.14401261657419817,0.0063561118315092115,0.15884407350788768,0.06150770607528678
2975,Med Neb,H I 8314.26,False,8314.107871122105,0.0407268500010517,0.13582592488127776,0.004425409655115139,0.11966293209498062,0.009862578146202505,0.13850010130288568,0.0050129096382181115,0.13590544277177122,0.006281072570949017,0.13175700330466303,0.005081497358526694,0.21479423920358803,0.012245848338272441
2982,Med Neb,H I 8323.42,False,8323.173047370683,0.0975903236613703,0.14379537694069108,0.012648277733176392,0.12865557987726983,0.014434468939307245,0.13049941122427394,0.010188383823196128,0.13187586112776978,0.012812701358662552,0.11702856388434373,0.010605691230486337,0.20403643178259406,0.0164303191791011
3000,Med Neb,H I 8345.55,False,8344.954999130616,0.0099001070281837,0.1711982958993844,0.012443579488442562,0.10070738669901416,0.0561192051664146,0.1874608735174544,0.008755593670694166,0.12040965877461389,0.0009536548072766053,0.09333615251532534,0.007150040948411032,0.2298059952977798,0.017934806257403967
3011,Med Neb,H I 8359.00+,True,8359.256919954894,0.0518082533803966,0.19135359479904518,0.012468895790049903,0.18354998818212312,0.011669281297720439,0.18614395358843913,0.01138741666966877,0.15786204478313406,0.02218913940367956,0.16446785958665136,0.02015461766040113,0.26480208771021024,0.01097514692459887
3023,Med Neb,H I 8374.48,False,8374.152168816816,0.0560868795872833,0.1917375191569731,0.010791896896943886,0.0834332515157,0.012187101979611233,0.20263102656432536,0.012208880940070306,0.1940887984193345,0.010973597059592093,0.16121133351370076,0.0072334725207106485,0.2806091632130227,0.018342823220510944
3037,Med Neb,H I 8392.40+,True,8392.228552115712,0.0413744440643172,0.1549734497924121,0.03271015925067725,,,0.11986070100174559,0.04826997910906117,,,,,0.26859419205945134,0.008890348300291409
3054,Med Neb,H I 8413.32+,True,8412.460388570113,0.0491713311269139,0.2112944294309655,0.012618183249842221,0.6842958979532235,0.5249844247537906,0.2072057438062079,0.012009840521668978,0.25174722081484935,0.023334963767150385,0.2324739285299857,0.020448906940879374,0.29906155981469823,0.011764203987983925
3074,Med Neb,H I 8437.96,False,8437.760898856257,0.0456745764709926,0.3382165007827985,0.013566088021927691,0.26325091983796894,0.012589421435499704,0.3357880672412372,0.012269582204205362,0.32329996985885573,0.012933317772937292,0.3068278481042602,0.012544872694991813,0.4907330364021197,0.042879942983754145
3081,Neutral,O I 8446.48,False,8446.614679087828,0.0331565705858112,0.35486265283566415,0.014196211193341655,0.5936588590552235,0.015746953491325343,,,,,,,6.858124187802634,0.2543663946905791
3098,Med Neb,H I 8467.26,False,8467.045418689268,0.0566410015974837,0.37369216684783796,0.027654186998512922,0.2432545669624299,0.05798528726811127,0.38360131319116364,0.01791722528758032,0.35813001581407156,0.020603035916241692,0.3407562840206882,0.016762729769291933,0.408468439810223,0.018508849241450014
3126,Med Neb,H I 8502.49,False,8502.240298646611,0.0457014298329723,0.366687467098834,0.01997302680638039,0.24635307686491426,0.012212798488375018,0.4020983575834815,0.019113698225758025,0.4664460814952319,0.03822558181800299,0.4476794454443645,0.03650014073457433,0.4299584678804972,0.015719773400746283
3138,Med Neb,He I 8518.04,False,8517.494042905115,0.1336129940817746,0.013853945650149142,0.004118660376337116,0.038551336597195646,0.0068810982412877515,0.010653250244976658,0.0022338357009571708,0.018129840751103254,0.0021161729374144706,0.021145699459437582,0.0024486007603976945,0.019085289751773014,0.002040034165322082
3147,Med Neb,He I 8528.95,False,8528.85749079866,0.0585141361341888,0.04305700889621316,0.007877652669535357,0.04068889014203113,0.008497633152083305,0.02770254948775763,0.0012967926015926036,0.023243120586638723,0.0016142082657239231,0.018590414836521078,0.0032636906745007674,0.020619196042691443,0.0034006506520834344
3160,Med Neb,H I 8545.38+,True,8545.080698423779,0.0481682027853875,0.5369978673245265,0.025443413161780386,0.7115744510428053,0.05349206915126562,0.5644743619919828,0.02379006354548991,0.5890658371343107,0.02817523800367701,0.5814290303135912,0.03230930737180773,0.5295693982393406,0.020406724930662583
3187,Low Neb,[Cl II] 8578.69+,True,8578.689725138904,0.034197150683465,0.08997268124588872,0.002473213517746617,0.055371811637488014,0.005439047407458558,0.0944015328517678,0.0029357213196062426,,,,,0.16339020755954783,0.004469983638493191
3190,Med Neb,He I 8582.61+,True,8583.00595341252,0.1033510924453572,0.02027745156885587,0.0028443995016132037,0.03203117331757443,0.010652390863995845,0.02177336375319086,0.003596399390763311,0.03583168522257949,0.002962595049529404,0.051345446766440504,0.005962221169499347,0.008834862139752157,0.0032503733900996735
3202,Med Neb,H I 8598.39,False,8598.204479185768,0.0487735254744467,0.535381002087625,0.05635361350125642,0.48845377076623686,0.019058889945245308,0.5637141007166078,0.07255608847235627,0.560185126476661,0.07782169535179828,0.5271120148604125,0.06691647280801293,0.5905622900210935,0.027658557544558426
3218,"Fe, Ni",[Fe II] 8616.95,False,8617.230129044832,0.1235114653070194,,,0.025344144205548924,0.004971907821963936,0.018622268108719302,0.0018400508971584788,0.0024504930211169404,0.0011992433084624273,,,0.10503986493659156,0.0156061345651606
3228,Neutral?,N I 8629.24,False,8630.260567206746,0.135981116584565,0.013284587913538414,0.002229758823393082,0.062409494507096194,0.006789210198842574,,,,,,,0.05230703258906619,0.0077888453692040805
3256,Med Neb,H I 8665.02,False,8664.850475771638,0.0402005156493979,0.7930531823835427,0.0321776224853869,0.7791443677254061,0.037498550373039174,0.8990170569754461,0.03146858033880308,0.8622773242206673,0.032833667635354113,0.8536065975307034,0.031572067884108795,0.754338882447678,0.024259849639029794
3268,Neutral,N I 8680.282,False,8680.392355583062,0.4296744766728371,0.006730571438033408,0.0036499286987070182,,,,,,,,,0.04385558585327752,0.015074900720550156
3286,Neutral,N I 8703.247,False,8703.053388959692,0.1165668377252022,0.014285238879351876,0.0024386638883947816,0.05737633926180312,0.005350542742397406,,,,,,,0.15710596962492604,0.016068599712274853
3293,Neutral,N I 8711.703,False,8711.638622458448,0.0698366384245193,0.00834757163420584,0.002550358123761618,0.029744249637255152,0.006199260834219959,,,,,,,0.20975112046820293,0.011718650527420557
3299,Neutral,N I 8718.837,False,8718.690697640506,0.0769216895985579,0.018918190443702812,0.008527870637197657,0.016835427990754354,0.011654643294750053,,,,,,,0.09438246284675274,0.005808046808516272
3306,Deep Neutral,[C I] 8727.13,False,8727.047628104901,0.0737110189581604,0.19278750555543053,0.016469049285416783,,,,,,,,,0.2158244398369565,0.012726911501165013
3311,Med Neb,He I 8733.43,False,8733.45945202972,0.0771324736566034,0.0430358227891059,0.007761133892031243,0.021238438946975805,0.004343500295922835,0.033829554895017176,0.0030334212374901423,0.0275526681770251,0.001700164361866819,0.04011340215725563,0.0033451691645092017,0.01880457742616482,0.0014647845303742447
3324,Med Neb,H I 8750.47,False,8750.21527234444,0.047626226366855,0.953778625619608,0.04659225597278863,0.8551783029602887,0.04259195672075498,0.923932634601852,0.03595928973667203,0.9310864879233022,0.035475308672764216,0.9585741675644336,0.04651703970010583,1.1470512167256182,0.04801387674456138
3346,Med Neb,He I 8776.71+,True,8776.822200354525,0.0234524378585064,0.020555870147411566,0.0011051172416162971,,,0.013567489109138117,0.0002545525561824198,0.02056403424347886,0.002196177068913072,0.00830299792933367,0.00187142698154022,0.016030357185562567,0.004527430741128251
