Index,Type,ID,zone-0,zone-I,zone-II,zone-III,zone-IV,zone-MYSO,zone-S
2623,Low Neb??,[P II] 7875.99+,7878.3117,7878.33,7878.7726,7878.4728,7878.3883,7880.6204,7878.7792
2636,Deep Neutral,UIL,7894.8942,7896.3374,7894.9962,7894.2971,7894.5013,7894.4767,7894.0422
2657,Deep Neutral?,UIL+,7921.1418,7921.3219,7920.6926,7921.7302,7921.5896,7921.4837,7921.8126
2665,Deep Neutral?,UIL,7931.141,7931.6803,7931.2904,7933.0133,7931.7778,7931.2812,7932.2298
2692,Deep Neutral,UIL,7964.3446,7964.58,7964.3511,7965.3149,7964.712,7964.3364,7964.8857
2724,"Fe, Ni",[Fe II] 7997.03+,8000.9306,8005.2987,8003.4385,8004.2359,8005.2247,8004.494,8003.677
2731,Deep Neutral,UIL,8013.6989,8014.288,8014.1651,8014.7119,8014.4332,8014.0404,8014.4484
2736,Deep Neutral??,UIL,8020.1902,8019.5247,8019.7743,8019.8575,8019.253,8020.0032,8018.8633
2754,Deep Neutral,UIL,8042.799,8049.3324,8042.6215,8043.5137,8043.0161,8041.2037,8044.5293
2760,High Neb,[Cl IV] 8045.62+,8050.8402,8050.8802,8051.0115,8050.8062,8050.1799,8051.0201,8050.8771
2779,Deep Neutral?,UIL,8073.4306,8072.8134,8073.956,8073.2869,8073.276,8073.8689,8073.2012
2790,Deep Neutral,UIL,8087.5084,8087.4933,8088.1644,8086.3732,8086.2234,8087.7115,8087.9576
2825,Neutral,Ca I] 8125.31,8131.8132,8131.6928,8132.2408,8132.11,8132.9001,8130.1106,8132.0561
2844,Deep Neutral,UIL,8155.3312,8153.5017,8155.6561,8154.599,8154.7637,8155.6415,8153.7714
2874,Neutral,N I 8188.012,8191.8744,8192.2864,8192.3373,8191.6972,8190.9601,8192.3686,8192.1828
2877,Deep Neutral,UIL,8196.3369,8195.036,8194.7598,8194.6932,8195.0356,8195.5515,8195.0769
2884,Neutral,N I 8200.357        ,8204.8048,8205.0664,8204.8847,8204.3464,8204.7992,8204.5005,8205.6662
2889,Deep Neutral?,UIL,8211.5771,8209.8735,8211.3491,8211.4015,8210.8491,8208.7312,8214.0021
2897,Neutral,N I 8216.34+,8221.9143,8221.0507,8222.6077,8220.998,8220.403,8220.8463,8222.94
2902,Neutral,N I 8223.14,8228.4144,8228.1005,8227.1563,8227.7962,8227.0706,8227.5508,8227.8696
2907,Neutral?,UIL,8233.872,8234.2259,8234.0978,8233.3434,8234.483,8234.0329,8233.1451
2913,High Neb,He II 8236.78,8233.6394,8238.8782,8240.771,8242.6281,8240.8204,8239.3758,8243.067
2918,Neutral,N I 8242.39,8247.5207,8247.3021,8247.7475,8249.9321,8245.0748,8247.1313,8248.7781
2937,Deep Neutral,UIL,8271.2007,8272.2414,8271.9578,8270.6198,8270.6796,8271.6749,8273.1735
