Index,Type,ID,zone-0,zone-I,zone-II,zone-III,zone-IV,zone-MYSO,zone-S
7,"Fe, Ni",[Fe III] 4607.12+,0.7203,0.4028,0.6194,1.1047,1.1315,0.5618,1.1638
35,High Perm,O II 4641.81+,1.5281,1.542,0.0083,1.195,1.7086,1.5783,1.4734
42,High Perm,O II 4649.13+,0.9975,1.2695,1.2883,1.1996,1.0717,1.7989,1.4404
49,"Fe, Ni",[Fe III] 4658.10,0.6225,0.2322,0.7173,1.262,1.0189,0.9252,0.8279
71,High Neb,He II  4685.68,0.8563,1.6314,0.0244,1.6868,0.9484,1.2143,1.191
83,"Fe, Ni",[Fe III] 4701.62,0.1068,0.4806,0.7076,0.4848,0.2669,0.8679,0.6026
91,High Neb,[Ar IV] 4711.37+,1.0791,1.176,0.8357,0.9325,1.0055,0.4515,1.4368
100,Med Neb?,UIL,1.1329,0.8926,0.9515,1.4924,1.0094,1.1479,2.096
105,"Fe, Ni?",UIL,1.1103,1.4857,3.4323,1.739,1.2696,0.6498,0.8105
110,"Fe, Ni",[Fe III] 4734.00,0.247,1.0042,0.3448,0.0341,1.0628,0.961,0.9472
114,High Neb,[Ar IV] 4740.17,0.9664,1.0489,0.9568,0.9454,0.9789,0.8477,0.8306
126,"Fe, Ni",[Fe III] 4754.81,1.0787,0.1366,0.7833,0.7531,0.9487,1.0056,0.0954
138,"Fe, Ni",[Fe III] 4769.53,0.162,0.2908,1.0488,0.2023,0.2415,1.0916,0.2209
157,"Fe, Ni?",UIL,1.2131,1.3397,1.3802,0.1855,1.2965,0.9042,1.2486
174,"Fe, Ni",[Fe II] 4814.534,0.441,0.1679,0.2765,7.7208,0.3275,1.1242,0.4783
211,Med Neb,H I 4861.32,0.936,0.0644,0.9783,0.9262,0.8882,0.9688,0.8695
227,"Fe, Ni",[Fe III] 4881.073,0.654,0.2151,0.928,0.7149,0.0085,1.0143,0.2014
260,Med Neb,He I 4921.93,0.8855,0.6773,0.9359,0.9868,0.9445,0.8542,0.0786
268,"Fe, Ni",[Fe III] 4930.64,1.3969,0.2913,1.1617,0.8966,1.0202,1.2395,0.5213
289,Med Neb,[O III] 4958.91,0.8571,0.7134,0.8427,0.8365,0.8572,0.8896,0.7503
311,"Fe, Ni",[Fe III] 4987.20+,1.0234,0.2484,0.9998,1.026,1.5691,1.0873,1.0381
328,Med Neb,[O III] 5006.84,0.8148,0.3344,0.8732,0.8855,0.8751,0.7722,0.8603
335,Med Neb,He I 5015.68,0.8915,0.7712,0.9789,0.9714,0.8641,0.8682,0.57
356,Med Perm,Si II 5041.03,1.2695,1.402,1.1525,0.8672,1.3814,0.932,1.1378
360,Med Neb,He I 5047.74,0.8275,0.7355,0.7806,0.8204,0.6482,0.8488,1.1294
367,Med Perm,Si II 5055.98,2.9104,2.4611,2.9271,0.258,1.3571,1.0564,1.3646
428,Stellar,O I 5131.14,0.212,0.6055,0.1257,1.0629,0.2366,0.1786,0.1474
441,Neutral,O I 5146.61,1.3523,1.1158,0.2938,1.3753,0.0331,0.7657,1.4199
449,"Fe, Ni",[Fe II] 5158.81,0.605,1.0109,0.5937,0.0097,0.3253,1.1728,0.7716
475,Med Neb,[Ar  III] 5191.82,0.5558,0.0511,0.2768,0.8083,0.2569,2.198,0.0333
482,Neutral,[N I]  5199.00+,1.3485,1.2664,1.4317,1.2396,1.3496,1.1127,0.0094
498,Med Perm,Si II 5219.31 ,1.35,1.1831,1.0849,1.0393,1.2308,1.0372,0.9727
531,"Fe, Ni",[Fe II] 5261.61,0.7275,0.9003,0.192,0.6443,1.5466,1.0018,0.6487
539,"Fe, Ni",[Fe III] 5270.40+,0.8848,0.7796,0.9289,0.9519,0.8801,1.3107,1.2517
576,Stellar,None,0.1168,0.0161,0.3737,0.1447,0.2668,0.8341,0.3059
589,"Fe, Ni",[Fe II] 5333.646,1.5764,1.6183,1.4296,0.8128,1.6434,1.2862,1.6626
623,"Fe, Ni",[Fe II] 5376.452,1.4662,1.4075,0.1596,1.3439,2.4555,1.0687,1.4855
652,High Neb,He II 5411.52+,1.0236,0.1476,0.8383,1.1751,0.975,0.2436,1.1851
669,Stellar,O II 5433.49,0.267,0.5579,0.1333,0.0375,0.9077,0.3726,0.3335
737,Med Neb,[Cl III] 5517.71,0.8649,0.3738,0.8957,0.9369,0.8056,0.8925,0.8161
753,Med Neb,[Cl III]] 5537.88,0.8923,0.5994,0.8754,0.9565,0.8074,0.8504,0.8967
785,Low Neb,[O I] 5577.34,2.1897,2.1327,0.2633,2.067,2.1736,0.1964,2.2752
809,Deep Neutral??,UIL,0.9755,0.7392,0.0316,0.0247,0.845,0.7225,0.4139
914,High Perm,Si III 5739.73,1.0189,0.8694,1.6928,1.1811,0.9664,0.1458,1.3492
920,Stellar?,None,1.4507,1.2164,1.139,0.7384,0.9259,1.2044,1.4945
926,Low Neb,[N II] 5755.08,0.9149,0.876,0.9028,0.7886,0.7586,1.0725,0.8377
965,Stellar,None,1.1027,0.7622,1.1435,0.117,0.3786,0.0607,0.7302
1018,"Fe, Ni",Ni II 5867.99,2.0393,1.6544,2.0856,2.0385,2.006,2.0561,1.9806
1023,Med Neb,He I 5875.62,0.9308,0.4237,0.9441,0.9204,0.9178,0.9558,0.8645
1089,Med Perm,Si II 5957.56,1.1813,1.1832,1.055,0.1206,0.8234,1.1121,1.5764
1106,Med Perm,Si II 5978.93,0.5468,0.9738,0.9106,1.1595,0.1591,1.0452,1.5246
1146,Deep Neutral?,UIL,0.8071,0.1826,0.0249,0.1534,0.1284,1.355,0.6707
1152,None,None,0.976,0.024,0.1258,2.5748,0.0181,0.5835,0.0461
1153,Deep Neutral?,UIL,1.0605,0.2668,0.0074,1.1791,0.0553,0.9469,0.3719
1160,Neutral,O I 6046.23,0.9369,1.1066,1.3825,0.7943,1.628,1.053,0.5557
1190,Neutral?,UIL,0.3067,0.1616,0.0841,0.2142,0.9006,0.5566,0.7711
1204,High Neb,[K IV] 6101.79,0.3296,0.4188,0.1015,0.2121,1.0075,0.0913,0.7915
1268,Deep Neutral,UIL,0.5563,0.0848,0.8426,0.8369,0.0722,1.5765,1.3522
1300,Deep Neutral,UIL,0.6707,0.6935,0.2481,0.5363,1.0909,0.7272,0.0876
1312,Deep Neutral?,UIL,0.1996,1.0998,0.197,1.2107,1.0496,1.2123,0.9999
1322,Deep Neutral?,UIL,0.9788,1.6676,1.9012,0.1723,1.8377,1.0132,0.9092
1332,Deep Neutral?,UIL,0.929,0.2512,0.3317,0.0145,1.9084,0.9167,1.1845
1339,Deep Neutral,UIL+,0.9569,1.0124,1.0762,0.0491,0.8958,1.0665,1.1033
1363,Low Neb,[O I] 6300.30,0.8226,0.6872,0.8474,1.0581,1.0255,0.9481,1.1161
1372,Med Neb,[S III] 6312.06,0.8029,0.6522,0.7499,0.7811,0.7179,0.8907,0.7661
1401,Med Perm,Si II 6347.11,0.603,1.0584,0.7994,1.4562,0.4085,0.8705,0.2129
1414,Low Neb,[O I] 6363.78 ,0.9007,0.7285,0.9286,0.9485,0.9412,0.9609,0.9802
1420,Med Perm,Si II 6371.36 ,0.6785,0.5918,0.9394,2.7096,1.8969,1.0854,0.9634
1470,Deep Neutral?,UIL,1.1839,0.2515,0.7177,0.1162,0.0409,1.0698,1.3793
1484,Deep Neutral?,UIL,0.6441,0.0113,0.0564,0.554,1.1147,0.4775,0.5408
1490,Deep Neutral?,UIL,1.0161,1.1389,0.1892,1.2378,1.1854,1.5456,1.2865
1498,Deep Neutral?,UIL,1.4182,0.5936,0.5483,1.1826,1.014,1.1636,1.1057
